Data;Hora (UTC);Temp. Ins. (C);Temp. Max. (C);Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Ins. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Ins. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm);
02/08/2021;1900;29,5;30,4;29,1;24,0;25,0;23,0;6,8;7,6;6,1;936,2;936,2;936,0;2,0;152,0;5,3;912,76;0,0;
02/08/2021;2000;27,5;29,6;27,4;29,0;29,0;24,0;7,7;7,9;6,6;936,4;936,4;936,1;1,0;167,0;4,1;170,51;0,0;
02/08/2021;2100;25,3;27,5;25,3;33,0;33,0;29,0;7,8;8,0;7,5;936,8;936,8;936,4;0,7;150,0;3,0;22,88;0,0;
02/08/2021;2200;24,1;25,3;24,1;37,0;37,0;33,0;8,6;8,6;7,8;937,3;937,3;936,8;1,0;121,0;2,3;;0,0;
02/08/2021;2300;21,8;24,1;21,6;45,0;45,0;37,0;9,4;9,4;8,5;937,9;937,9;937,3;0,6;122,0;2,8;;0,0;
03/08/2021;0000;20,6;21,7;20,5;48,0;49,0;45,0;9,3;9,8;9,3;938,0;938,0;937,9;0,7;111,0;1,4;;0,0;
03/08/2021;0100;19,7;20,8;19,7;53,0;53,0;49,0;9,9;10,0;9,5;938,0;938,1;938,0;0,7;107,0;2,2;;0,0;
03/08/2021;0200;18,7;19,7;18,7;57,0;57,0;53,0;9,9;10,1;9,8;938,1;938,2;938,0;0,7;110,0;2,5;;0,0;
03/08/2021;0300;16,9;18,7;16,9;66,0;66,0;56,0;10,4;10,4;9,9;937,9;938,1;937,9;0,3;74,0;2,2;;0,0;
03/08/2021;0400;15,6;17,3;15,6;71,0;71,0;65,0;10,3;10,9;10,2;937,4;937,9;937,4;0,2;91,0;2,1;;0,0;
03/08/2021;0500;14,7;15,6;14,7;75,0;75,0;71,0;10,4;10,6;10,2;936,9;937,4;936,9;0,0;175,0;1,1;;0,0;
03/08/2021;0600;14,6;15,1;14,6;79,0;79,0;73,0;11,1;11,1;10,1;936,6;936,9;936,6;0,0;306,0;0,7;;0,0;
03/08/2021;0700;14,1;14,6;13,8;82,0;82,0;79,0;11,1;11,1;10,6;936,8;936,8;936,5;0,0;32,0;1,0;;0,0;
03/08/2021;0800;13,1;14,4;13,1;82,0;83,0;77,0;10,2;11,1;9,9;937,2;937,2;936,7;0,2;99,0;1,6;;0,0;
03/08/2021;0900;13,1;13,8;12,7;83,0;83,0;78,0;10,2;10,4;9,6;937,7;937,7;937,2;0,4;82,0;2,1;;0,0;
03/08/2021;1000;14,6;14,6;13,1;76,0;83,0;76,0;10,5;10,5;9,8;938,3;938,3;937,7;0,3;118,0;1,9;51,26;0,0;
03/08/2021;1100;18,6;18,9;14,5;57,0;76,0;57,0;10,0;11,2;9,8;938,8;938,8;938,3;1,4;109,0;2,5;738,13;0,0;
03/08/2021;1200;23,1;23,1;18,6;44,0;58,0;44,0;10,2;10,8;9,7;939,0;939,1;938,8;1,3;138,0;2,7;1435,69;0,0;
03/08/2021;1300;24,8;25,9;22,3;36,0;45,0;35,0;8,8;10,2;8,7;938,7;939,0;938,7;1,1;177,0;2,8;2029,82;0,0;
03/08/2021;1400;27,7;27,7;24,8;31,0;38,0;30,0;8,8;10,2;8,6;938,1;938,7;938,1;1,7;118,0;3,8;2452,05;0,0;
03/08/2021;1500;28,2;29,0;27,3;29,0;32,0;27,0;8,5;9,2;7,7;937,3;938,1;937,3;1,7;207,0;5,0;2653,36;0,0;
03/08/2021;1600;30,2;30,2;28,3;24,0;29,0;24,0;7,2;9,0;6,7;936,4;937,3;936,4;1,7;234,0;5,2;2623,72;0,0;
03/08/2021;1700;30,1;30,6;28,8;23,0;26,0;22,0;6,7;8,0;6,2;935,5;936,4;935,5;2,1;169,0;5,2;2366,15;0,0;
03/08/2021;1800;29,8;30,8;29,6;24,0;24,0;21,0;7,0;7,7;5,6;935,0;935,5;935,0;2,5;182,0;5,5;1911,10;0,0;
03/08/2021;1900;29,2;30,6;29,2;25,0;25,0;22,0;6,9;7,7;6,2;934,8;935,0;934,7;2,1;185,0;5,5;951,13;0,0;
03/08/2021;2000;27,6;29,2;27,5;27,0;28,0;24,0;7,1;7,6;6,9;935,1;935,2;934,8;1,5;171,0;4,3;184,17;0,0;
03/08/2021;2100;25,5;27,6;25,5;32,0;32,0;27,0;7,4;7,5;6,7;935,4;935,4;935,1;1,0;169,0;4,7;26,78;0,0;
03/08/2021;2200;23,5;25,5;23,4;38,0;38,0;32,0;8,2;8,3;7,4;935,7;935,7;935,4;1,0;116,0;2,9;;0,0;
03/08/2021;2300;22,6;23,8;21,6;40,0;44,0;37,0;8,3;8,9;8,1;936,7;936,7;935,8;1,6;108,0;3,2;;0,0;
04/08/2021;0000;21,8;22,6;21,8;42,0;42,0;40,0;8,4;8,4;8,1;937,1;937,1;936,7;1,6;115,0;3,2;;0,0;
04/08/2021;0100;19,7;21,8;19,7;49,0;49,0;41,0;8,5;8,5;8,0;937,3;937,3;937,1;1,1;105,0;3,0;;0,0;
04/08/2021;0200;18,9;19,7;18,5;53,0;54,0;49,0;9,1;9,1;8,4;937,3;937,3;937,3;1,0;119,0;2,3;;0,0;
04/08/2021;0300;17,9;19,1;17,9;56,0;56,0;52,0;8,9;9,2;8,8;937,1;937,3;937,1;1,2;91,0;2,4;;0,0;
04/08/2021;0400;16,2;18,6;16,2;62,0;62,0;53,0;8,9;9,2;8,6;936,8;937,1;936,8;0,1;147,0;2,4;;0,0;
04/08/2021;0500;15,8;16,1;15,2;66,0;68,0;62,0;9,4;9,6;8,9;936,7;936,8;936,7;0,5;110,0;1,6;;0,0;
04/08/2021;0600;14,6;15,8;14,4;73,0;73,0;66,0;9,7;9,9;9,3;936,4;936,7;936,4;0,4;98,0;1,6;;0,0;
04/08/2021;0700;15,1;15,1;13,9;70,0;76,0;70,0;9,5;10,0;9,4;936,6;936,7;936,4;1,6;112,0;3,0;;0,0;
04/08/2021;0800;14,0;15,4;14,0;72,0;72,0;67,0;8,9;9,5;8,8;936,8;936,8;936,6;0,9;130,0;2,7;;0,0;
04/08/2021;0900;13,5;14,0;13,0;74,0;78,0;72,0;9,0;9,2;8,9;937,5;937,5;936,8;1,1;134,0;2,3;;0,0;
04/08/2021;1000;14,5;14,5;13,3;73,0;76,0;73,0;9,8;9,8;8,9;938,3;938,3;937,5;0,3;101,0;2,7;81,92;0,0;
04/08/2021;1100;18,6;18,6;14,5;59,0;73,0;58,0;10,3;10,8;9,7;939,0;939,0;938,3;0,6;177,0;1,4;739,55;0,0;
04/08/2021;1200;22,3;22,5;18,5;39,0;58,0;39,0;7,6;9,6;7,5;939,4;939,5;939,0;0,8;145,0;2,8;1410,51;0,0;
04/08/2021;1300;24,9;24,9;21,8;34,0;40,0;33,0;7,8;8,1;6,8;939,3;939,5;939,3;1,4;154,0;3,6;2047,10;0,0;
04/08/2021;1400;27,1;27,1;24,3;29,0;35,0;29,0;7,7;8,5;6,6;938,7;939,4;938,7;2,0;182,0;4,6;2251,26;0,0;
04/08/2021;1500;28,2;28,9;26,9;25,0;29,0;25,0;6,5;8,0;6,0;937,8;938,7;937,8;2,5;209,0;6,3;2720,29;0,0;
04/08/2021;1600;29,8;30,2;28,2;22,0;26,0;20,0;5,8;7,5;4,4;936,8;937,8;936,8;1,8;205,0;6,3;2767,18;0,0;
04/08/2021;1700;29,8;29,9;28,9;21,0;23,0;20,0;5,4;5,9;4,3;935,8;936,8;935,8;0,9;206,0;4,3;2085,17;0,0;
04/08/2021;1800;29,1;30,1;29,0;21,0;23,0;20,0;4,6;5,8;4,6;935,5;935,8;935,4;1,6;165,0;4,4;1436,50;0,0;
04/08/2021;1900;27,9;29,1;27,9;24,0;26,0;21,0;5,5;6,8;4,6;935,5;935,5;935,4;1,2;209,0;4,1;613,88;0,0;
04/08/2021;2000;26,6;28,0;26,6;26,0;27,0;23,0;5,3;7,2;5,0;935,8;935,8;935,5;1,6;171,0;3,9;307,03;0,0;
04/08/2021;2100;24,9;26,6;24,9;29,0;29,0;26,0;5,6;5,7;5,2;936,3;936,3;935,8;1,1;159,0;5,5;31,08;0,0;
04/08/2021;2200;24,0;24,9;24,0;31,0;31,0;29,0;5,7;6,0;5,6;936,8;936,8;936,3;1,4;124,0;3,2;;0,0;
04/08/2021;2300;21,9;24,0;21,9;37,0;37,0;31,0;6,5;6,5;5,7;937,4;937,4;936,8;0,8;111,0;2,8;;0,0;
05/08/2021;0000;20,7;22,0;20,6;41,0;41,0;35,0;6,9;6,9;5,9;938,0;938,0;937,4;0,5;144,0;2,4;;0,0;
05/08/2021;0100;20,5;21,0;20,5;42,0;43,0;40,0;7,3;7,4;6,7;938,5;938,5;938,0;1,6;107,0;2,6;;0,0;
05/08/2021;0200;19,1;20,7;19,0;48,0;48,0;41,0;7,7;7,8;6,8;938,6;938,7;938,5;0,6;161,0;2,9;;0,0;
05/08/2021;0300;19,6;19,8;19,1;46,0;48,0;46,0;7,8;8,0;7,7;938,4;938,6;938,4;1,2;108,0;2,1;;0,0;
05/08/2021;0400;18,2;19,6;18,2;51,0;51,0;46,0;7,9;8,0;7,6;937,9;938,4;937,9;0,3;99,0;1,9;;0,0;
05/08/2021;0500;16,7;18,2;16,7;58,0;58,0;51,0;8,3;8,6;7,8;937,5;937,9;937,4;0,0;62,0;1,8;;0,0;
05/08/2021;0600;16,2;17,0;16,0;62,0;63,0;57,0;8,8;9,0;8,2;937,6;937,6;937,3;0,8;115,0;2,0;;0,0;
05/08/2021;0700;15,7;16,2;15,1;62,0;66,0;62,0;8,5;9,1;8,5;937,6;937,8;937,5;1,0;121,0;2,7;;0,0;
05/08/2021;0800;15,2;15,8;15,2;64,0;65,0;62,0;8,4;8,8;8,4;937,8;937,8;937,5;1,1;105,0;2,8;;0,0;
05/08/2021;0900;15,3;15,7;15,2;62,0;64,0;60,0;8,2;8,4;7,8;938,3;938,3;937,8;0,6;137,0;2,3;;0,0;
05/08/2021;1000;16,1;16,1;14,3;64,0;69,0;62,0;9,2;9,2;8,1;939,0;939,0;938,3;0,2;311,0;2,0;72,03;0,0;
05/08/2021;1100;20,8;21,8;16,1;43,0;64,0;41,0;7,6;9,9;7,6;939,9;939,9;939,0;3,2;99,0;8,4;734,32;0,0;
05/08/2021;1200;23,8;23,8;20,6;35,0;44,0;35,0;7,2;8,4;7,0;940,5;940,5;939,9;2,8;88,0;8,4;1225,64;0,0;
05/08/2021;1300;25,8;26,0;23,5;30,0;35,0;29,0;7,0;7,5;6,3;940,4;940,7;940,4;2,9;81,0;8,2;2088,63;0,0;
05/08/2021;1400;26,2;27,2;25,1;27,0;30,0;27,0;5,8;7,6;5,6;939,6;940,4;939,6;3,7;71,0;8,8;2245,40;0,0;
05/08/2021;1500;27,9;28,3;26,2;25,0;27,0;24,0;6,2;6,6;5,4;938,8;939,6;938,8;3,8;108,0;8,2;2680,67;0,0;
05/08/2021;1600;28,7;29,4;27,1;24,0;26,0;23,0;5,9;6,5;5,1;937,5;938,8;937,5;2,8;117,0;8,1;2751,71;0,0;
05/08/2021;1700;29,0;29,6;27,4;22,0;24,0;21,0;4,9;6,3;4,7;936,5;937,5;936,5;0,9;128,0;7,6;2061,56;0,0;
05/08/2021;1800;28,8;29,4;27,6;23,0;24,0;21,0;5,6;6,0;4,5;936,5;936,6;936,3;2,6;88,0;6,5;1254,53;0,0;
05/08/2021;1900;27,0;29,4;27,0;25,0;26,0;22,0;5,5;6,0;4,9;936,6;936,6;936,3;2,2;100,0;6,4;1099,80;0,0;
05/08/2021;2000;26,1;27,9;26,1;27,0;27,0;23,0;5,7;5,7;4,9;937,1;937,1;936,6;1,8;80,0;5,6;284,05;0,0;
05/08/2021;2100;23,4;26,1;23,4;33,0;33,0;27,0;6,0;6,1;5,5;937,7;937,7;937,1;1,3;57,0;4,0;20,88;0,0;
05/08/2021;2200;22,0;23,5;22,0;37,0;37,0;33,0;6,6;6,6;6,0;938,3;938,3;937,7;1,6;71,0;3,3;;0,0;
05/08/2021;2300;21,2;22,0;21,2;39,0;39,0;37,0;6,5;6,6;6,4;939,1;939,1;938,3;1,6;72,0;3,8;;0,0;
06/08/2021;0000;20,2;21,3;20,1;42,0;42,0;39,0;6,9;6,9;6,5;939,7;939,8;939,1;1,7;72,0;4,3;;0,0;
06/08/2021;0100;19,2;20,6;19,2;45,0;45,0;40,0;6,9;6,9;6,6;940,0;940,0;939,8;1,8;82,0;5,0;;0,0;
06/08/2021;0200;18,8;19,4;18,8;45,0;45,0;44,0;6,6;6,9;6,6;940,2;940,2;940,0;1,9;87,0;4,1;;0,0;
06/08/2021;0300;17,1;18,8;17,1;52,0;52,0;45,0;7,3;7,3;6,6;939,9;940,3;939,9;0,2;126,0;3,1;;0,0;
06/08/2021;0400;16,6;17,4;16,6;53,0;54,0;51,0;7,0;7,4;7,0;939,4;939,9;939,4;0,1;132,0;2,6;;0,0;
06/08/2021;0500;16,9;16,9;16,2;54,0;56,0;53,0;7,5;7,6;7,0;938,9;939,4;938,9;1,7;111,0;2,7;;0,0;
06/08/2021;0600;16,7;17,0;16,5;55,0;55,0;53,0;7,5;7,5;7,2;938,2;938,9;938,2;1,8;121,0;3,9;;0,0;
06/08/2021;0700;15,6;16,7;15,6;62,0;62,0;54,0;8,2;8,3;7,4;938,2;938,3;938,0;0,4;245,0;3,9;;0,0;
06/08/2021;0800;17,4;17,4;15,5;57,0;64,0;57,0;8,9;9,2;8,2;938,5;938,5;938,2;1,7;106,0;4,5;;0,0;
06/08/2021;0900;16,4;17,4;16,0;62,0;63,0;57,0;9,1;9,2;8,4;939,0;939,0;938,5;0,8;140,0;4,5;;0,0;
06/08/2021;1000;17,0;17,0;15,4;63,0;67,0;62,0;9,8;9,8;9,0;939,8;939,9;939,0;0,7;147,0;3,1;94,76;0,0;
06/08/2021;1100;19,8;19,8;17,0;55,0;63,0;55,0;10,5;10,6;9,7;940,8;940,8;939,8;2,1;97,0;5,5;789,74;0,0;
06/08/2021;1200;21,0;21,0;19,7;51,0;55,0;51,0;10,6;11,0;10,4;941,4;941,4;940,8;3,7;84,0;8,4;1388,32;0,0;
06/08/2021;1300;22,6;22,9;21,0;47,0;52,0;46,0;10,9;11,0;10,3;941,2;941,5;941,2;3,7;96,0;7,7;1783,93;0,0;
06/08/2021;1400;24,2;24,3;22,5;41,0;47,0;41,0;10,0;10,9;10,0;940,6;941,2;940,6;3,6;93,0;8,7;2172,77;0,0;
06/08/2021;1500;25,6;26,1;24,0;37,0;42,0;36,0;9,9;10,6;9,3;939,6;940,6;939,6;4,4;106,0;8,4;2326,80;0,0;
06/08/2021;1600;26,4;27,1;25,6;32,0;37,0;31,0;8,5;10,1;8,3;938,5;939,6;938,5;3,0;114,0;8,4;2396,22;0,0;
06/08/2021;1700;27,0;27,9;26,5;29,0;33,0;29,0;7,7;8,9;7,6;937,5;938,5;937,5;2,9;113,0;6,8;2112,80;0,0;
06/08/2021;1800;27,1;28,4;26,8;28,0;30,0;26,0;6,8;8,5;6,4;936,9;937,5;936,9;3,3;106,0;6,8;1815,29;0,0;
06/08/2021;1900;26,6;27,5;26,4;28,0;29,0;26,0;6,4;7,4;6,1;936,8;936,9;936,6;2,7;106,0;6,7;757,90;0,0;
06/08/2021;2000;25,6;26,6;25,6;28,0;30,0;28,0;6,0;7,2;6,0;936,9;936,9;936,6;2,6;93,0;6,6;336,40;0,0;
06/08/2021;2100;23,0;25,6;23,0;36,0;36,0;29,0;7,0;7,0;5,9;937,1;937,1;936,8;1,4;64,0;6,2;25,62;0,0;
06/08/2021;2200;21,5;23,0;21,5;41,0;41,0;36,0;7,8;7,8;7,0;937,6;937,6;937,0;1,6;91,0;2,5;;0,0;
06/08/2021;2300;20,7;21,5;20,7;46,0;46,0;41,0;8,8;8,8;7,8;938,0;938,0;937,6;1,6;111,0;3,6;;0,0;
07/08/2021;0000;18,8;20,7;18,6;55,0;56,0;46,0;9,7;9,7;8,7;938,3;938,3;938,0;0,4;129,0;2,7;;0,0;
07/08/2021;0100;19,2;19,4;18,0;54,0;59,0;54,0;9,7;10,1;9,5;938,5;938,5;938,1;0,6;163,0;2,7;;0,0;
07/08/2021;0200;18,5;19,1;18,2;57,0;59,0;54,0;9,9;10,2;9,6;938,3;938,5;938,3;0,5;205,0;2,3;;0,0;
07/08/2021;0300;18,2;18,9;17,7;58,0;61,0;56,0;9,8;10,2;9,7;938,0;938,3;937,8;0,6;187,0;1,6;;0,0;
07/08/2021;0400;19,3;19,4;18,1;52,0;58,0;50,0;9,1;9,8;8,8;937,1;938,0;937,1;0,8;147,0;2,3;;0,0;
07/08/2021;0500;18,2;19,3;18,2;56,0;56,0;52,0;9,3;9,4;9,1;937,0;937,1;936,9;1,3;105,0;3,9;;0,0;
07/08/2021;0600;17,9;18,2;17,5;58,0;59,0;56,0;9,5;9,6;9,3;936,6;937,0;936,5;1,2;113,0;2,9;;0,0;
07/08/2021;0700;19,1;19,2;17,8;56,0;63,0;56,0;10,0;10,8;9,5;936,5;936,7;936,4;1,4;83,0;4,5;;0,0;
07/08/2021;0800;19,3;19,3;18,3;55,0;59,0;55,0;10,1;10,4;10,0;937,0;937,0;936,5;1,5;65,0;4,7;;0,0;
07/08/2021;0900;18,3;19,3;17,4;60,0;62,0;55,0;10,4;10,4;9,9;937,4;937,4;936,9;1,3;190,0;5,2;;0,0;
07/08/2021;1000;18,7;19,0;17,4;58,0;63,0;56,0;10,2;10,5;9,9;937,8;937,9;937,4;1,1;177,0;5,2;75,53;0,0;
07/08/2021;1100;19,9;19,9;18,7;54,0;58,0;53,0;10,2;10,4;9,9;938,5;938,5;937,8;2,4;91,0;6,9;355,79;0,0;
07/08/2021;1200;21,3;21,3;19,8;50,0;54,0;49,0;10,3;10,6;10,0;939,2;939,2;938,5;2,2;86,0;7,3;709,01;0,0;
07/08/2021;1300;23,1;23,1;21,3;45,0;50,0;44,0;10,4;10,5;9,9;938,9;939,4;938,9;3,4;76,0;7,1;1411,73;0,0;
07/08/2021;1400;25,7;26,1;23,1;35,0;45,0;35,0;9,1;10,5;9,0;938,3;939,1;938,3;2,1;61,0;7,7;2299,29;0,0;
07/08/2021;1500;26,8;27,3;24,8;32,0;38,0;32,0;8,7;9,9;8,5;937,7;938,5;937,7;2,5;114,0;6,8;2059,25;0,0;
07/08/2021;1600;28,0;28,7;26,4;29,0;33,0;27,0;8,2;9,8;7,6;936,7;937,7;936,7;1,5;62,0;5,6;2047,48;0,0;
07/08/2021;1700;28,0;28,8;26,9;27,0;30,0;26,0;7,2;8,6;6,8;935,7;936,6;935,6;1,7;94,0;5,6;1790,74;0,0;
07/08/2021;1800;28,1;29,4;27,2;27,0;28,0;25,0;7,4;8,1;6,6;934,9;935,7;934,9;1,2;111,0;5,6;1944,71;0,0;
07/08/2021;1900;26,8;28,5;26,7;28,0;30,0;26,0;7,0;7,6;6,7;934,7;935,0;934,5;1,6;95,0;4,8;785,41;0,0;
07/08/2021;2000;25,8;26,8;25,8;32,0;32,0;28,0;7,6;7,7;7,0;935,2;935,2;934,6;2,5;88,0;4,6;332,80;0,0;
07/08/2021;2100;24,5;25,8;24,5;35,0;35,0;32,0;8,0;8,0;7,5;935,5;935,5;935,1;1,8;85,0;4,3;44,59;0,0;
07/08/2021;2200;23,2;24,5;23,2;40,0;40,0;35,0;8,9;9,0;8,0;936,2;936,2;935,5;1,7;91,0;4,2;;0,0;
07/08/2021;2300;22,4;23,2;22,4;44,0;44,0;40,0;9,5;9,5;8,9;936,5;936,5;936,2;2,6;101,0;5,2;;0,0;
08/08/2021;0000;22,0;22,4;22,0;45,0;45,0;44,0;9,5;9,7;9,5;937,3;937,3;936,5;2,3;94,0;5,7;;0,0;
08/08/2021;0100;21,4;22,0;21,3;47,0;47,0;45,0;9,5;9,6;9,4;937,9;937,9;937,2;1,2;47,0;5,6;;0,0;
08/08/2021;0200;20,6;21,4;20,6;49,0;49,0;47,0;9,5;9,6;9,5;938,0;938,0;937,9;0,6;70,0;3,7;;0,0;
08/08/2021;0300;20,3;20,7;20,3;50,0;50,0;49,0;9,4;9,6;9,4;937,5;938,0;937,5;1,9;99,0;4,7;;0,0;
08/08/2021;0400;19,4;20,3;19,3;52,0;52,0;50,0;9,2;9,5;9,2;936,8;937,5;936,8;1,5;76,0;4,4;;0,0;
08/08/2021;0500;17,4;19,3;17,3;60,0;60,0;52,0;9,5;9,6;9,2;936,3;936,7;936,3;0,1;142,0;3,5;;0,0;
08/08/2021;0600;17,9;17,9;16,7;59,0;64,0;59,0;9,7;9,9;9,4;936,3;936,3;936,1;1,3;125,0;2,7;;0,0;
08/08/2021;0700;17,8;18,2;17,7;59,0;59,0;57,0;9,6;9,8;9,5;936,3;936,4;936,2;2,6;112,0;5,0;;0,0;
08/08/2021;0800;16,3;17,8;16,3;64,0;64,0;58,0;9,5;9,6;9,4;936,7;936,7;936,3;0,7;99,0;5,0;;0,0;
08/08/2021;0900;15,4;16,3;15,2;69,0;69,0;64,0;9,8;9,9;9,4;936,9;936,9;936,7;0,6;132,0;2,5;;0,0;
08/08/2021;1000;18,1;18,1;14,7;57,0;72,0;57,0;9,4;10,2;9,4;937,7;937,7;936,9;1,8;108,0;3,9;77,00;0,0;
08/08/2021;1100;21,6;21,7;18,1;43,0;57,0;43,0;8,6;9,7;8,5;938,1;938,1;937,6;2,4;86,0;5,1;831,21;0,0;
08/08/2021;1200;24,6;24,6;21,6;36,0;44,0;35,0;8,4;8,9;7,5;938,3;938,4;938,1;2,0;67,0;5,7;1542,84;0,0;
08/08/2021;1300;25,4;26,0;24,1;33,0;36,0;32,0;8,1;8,5;7,7;938,1;938,4;938,1;2,3;69,0;6,8;2183,89;0,0;
08/08/2021;1400;27,2;27,5;25,4;27,0;33,0;27,0;6,7;8,5;6,7;937,3;938,1;937,3;2,3;17,0;7,7;2599,20;0,0;
08/08/2021;1500;28,2;28,8;27,2;23,0;28,0;23,0;5,4;7,8;5,4;936,6;937,3;936,6;2,4;133,0;5,6;2831,23;0,0;
08/08/2021;1600;28,4;28,9;27,2;22,0;25,0;22,0;4,8;6,1;4,2;935,6;936,7;935,6;1,0;52,0;5,5;2795,21;0,0;
08/08/2021;1700;28,7;29,4;28,2;20,0;23,0;20,0;3,7;5,6;3,6;934,7;935,6;934,7;2,0;180,0;6,3;2459,87;0,0;
08/08/2021;1800;29,3;29,4;28,0;20,0;23,0;19,0;3,6;5,5;3,4;934,2;934,7;934,2;1,0;187,0;6,3;2076,70;0,0;
08/08/2021;1900;28,8;29,4;28,0;21,0;22,0;19,0;4,3;4,8;3,4;934,1;934,3;934,1;1,5;130,0;4,9;1177,32;0,0;
08/08/2021;2000;26,7;28,9;26,7;24,0;25,0;21,0;4,6;5,2;3,5;934,4;934,4;934,1;1,1;164,0;5,0;472,24;0,0;
08/08/2021;2100;23,6;26,8;23,6;32,0;32,0;24,0;5,9;5,9;4,3;934,6;934,6;934,4;0,2;102,0;3,3;21,30;0,0;
08/08/2021;2200;22,3;23,7;22,3;35,0;35,0;32,0;6,2;6,4;5,8;934,8;934,8;934,5;0,9;88,0;1,9;;0,0;
08/08/2021;2300;21,2;22,6;21,2;38,0;38,0;34,0;6,1;6,3;5,6;935,6;935,6;934,8;0,2;102,0;2,6;;0,0;
09/08/2021;0000;19,3;21,1;19,2;46,0;46,0;38,0;7,4;7,4;6,2;936,2;936,2;935,6;0,6;138,0;2,0;;0,0;
09/08/2021;0100;19,3;19,9;19,3;46,0;47,0;44,0;7,3;7,8;7,2;936,8;936,9;936,2;1,2;108,0;2,8;;0,0;
09/08/2021;0200;17,0;19,3;16,9;56,0;56,0;46,0;8,3;8,3;7,4;936,7;936,8;936,6;0,1;87,0;1,9;;0,0;
09/08/2021;0300;16,1;17,1;16,0;62,0;63,0;56,0;8,7;9,0;8,2;936,9;937,0;936,7;0,2;129,0;1,7;;0,0;
09/08/2021;0400;17,9;17,9;16,0;55,0;63,0;55,0;8,7;9,4;8,7;936,5;936,9;936,5;0,9;113,0;2,0;;0,0;
09/08/2021;0500;16,9;18,0;16,9;58,0;58,0;55,0;8,6;8,7;8,6;936,3;936,5;936,3;1,2;115,0;2,7;;0,0;
09/08/2021;0600;16,3;17,0;16,3;60,0;60,0;58,0;8,6;8,7;8,6;936,4;936,4;936,2;1,0;109,0;2,7;;0,0;
09/08/2021;0700;15,9;16,3;15,8;62,0;62,0;61,0;8,6;8,6;8,5;936,5;936,5;936,3;1,4;110,0;2,4;;0,0;
09/08/2021;0800;14,5;16,0;14,5;68,0;68,0;62,0;8,6;9,0;8,2;936,5;936,5;936,5;0,4;92,0;2,2;;0,0;
09/08/2021;0900;13,0;14,5;13,0;77,0;77,0;68,0;9,0;9,1;8,5;936,9;936,9;936,5;0,2;126,0;1,7;;0,0;
09/08/2021;1000;14,9;15,0;13,0;69,0;77,0;69,0;9,2;9,5;8,8;937,5;937,5;936,9;0,9;120,0;2,7;93,11;0,0;
09/08/2021;1100;19,5;19,5;14,9;53,0;69,0;53,0;9,6;10,5;9,0;938,2;938,2;937,5;0,3;204,0;2,5;822,55;0,0;
09/08/2021;1200;24,1;24,1;19,3;40,0;54,0;40,0;9,6;10,3;9,3;938,5;938,6;938,2;1,0;210,0;2,2;1541,30;0,0;
09/08/2021;1300;28,3;28,3;24,1;27,0;40,0;27,0;7,8;10,1;7,5;938,4;938,6;938,4;1,6;67,0;5,1;2141,16;0,0;
09/08/2021;1400;30,1;30,1;27,7;25,0;29,0;25,0;7,7;8,5;6,1;938,0;938,4;938,0;1,7;239,0;5,1;2673,90;0,0;
09/08/2021;1500;29,8;30,6;28,3;22,0;26,0;22,0;6,0;7,6;5,7;937,2;938,0;937,2;1,8;259,0;4,6;3171,58;0,0;
09/08/2021;1600;30,0;30,2;27,9;22,0;25,0;22,0;6,1;7,1;5,2;936,4;937,2;936,4;1,8;210,0;4,6;2364,23;0,0;
09/08/2021;1700;30,6;31,3;28,9;21,0;24,0;20,0;5,5;6,8;4,4;935,7;936,4;935,7;1,0;142,0;6,5;2389,71;0,0;
09/08/2021;1800;30,0;31,7;29,8;21,0;22,0;19,0;5,5;6,3;4,5;935,1;935,7;935,0;1,3;332,0;3,4;2193,83;0,0;
09/08/2021;1900;28,9;30,7;28,4;23,0;24,0;20,0;5,7;6,1;4,6;935,0;935,1;935,0;0,7;205,0;4,6;1045,91;0,0;
09/08/2021;2000;28,2;29,7;28,2;24,0;24,0;21,0;5,5;6,2;4,5;934,9;935,0;934,9;1,1;125,0;3,3;387,38;0,0;
09/08/2021;2100;26,1;28,2;26,1;30,0;30,0;24,0;7,1;7,1;5,5;935,1;935,1;934,9;0,8;151,0;2,8;39,63;0,0;
09/08/2021;2200;25,4;26,1;25,4;32,0;32,0;30,0;7,4;7,5;7,0;935,6;935,6;935,1;1,1;122,0;2,9;;0,0;
09/08/2021;2300;22,9;25,4;22,9;39,0;39,0;32,0;8,0;8,1;7,3;936,1;936,1;935,6;0,1;84,0;2,2;;0,0;
10/08/2021;0000;21,8;22,9;21,8;40,0;42,0;38,0;7,5;8,4;7,5;936,4;936,4;936,1;0,4;90,0;3,2;;0,0;
10/08/2021;0100;20,2;21,8;20,0;49,0;49,0;40,0;9,0;9,0;7,6;936,7;936,8;936,4;0,3;111,0;1,6;;0,0;
10/08/2021;0200;18,7;20,5;18,7;55,0;55,0;48,0;9,5;9,5;8,9;936,7;936,8;936,6;0,3;64,0;2,4;;0,0;
10/08/2021;0300;18,6;18,9;18,1;60,0;62,0;55,0;10,6;11,0;9,4;936,4;936,7;936,4;0,4;63,0;1,4;;0,0;
