,sigla_uf,id_municipio,ano,populacao
0,RO,1100015,2021,22516
1,RO,1100023,2021,111148
2,RO,1100031,2021,5067
3,RO,1100049,2021,86416
4,RO,1100056,2021,16088
5,RO,1100064,2021,15213
6,RO,1100072,2021,7052
7,RO,1100080,2021,19255
8,RO,1100098,2021,33009
9,RO,1100106,2021,46930
10,RO,1100114,2021,51469
11,RO,1100122,2021,131026
12,RO,1100130,2021,41724
13,RO,1100148,2021,20504
14,RO,1100155,2021,35445
15,RO,1100189,2021,37098
16,RO,1100205,2021,548952
17,RO,1100254,2021,18165
18,RO,1100262,2021,3843
19,RO,1100288,2021,55748
20,RO,1100296,2021,5942
21,RO,1100304,2021,104517
22,RO,1100320,2021,23147
23,RO,1100338,2021,32184
24,RO,1100346,2021,13807
25,RO,1100379,2021,13268
26,RO,1100403,2021,22258
27,RO,1100452,2021,41043
28,RO,1100502,2021,8125
29,RO,1100601,2021,6307
30,RO,1100700,2021,14391
31,RO,1100809,2021,28068
32,RO,1100908,2021,2923
33,RO,1100924,2021,11755
34,RO,1100940,2021,27131
35,RO,1101005,2021,7130
36,RO,1101104,2021,10819
37,RO,1101203,2021,9461
38,RO,1101302,2021,10691
39,RO,1101401,2021,16158
40,RO,1101435,2021,6822
41,RO,1101450,2021,6319
42,RO,1101468,2021,2127
43,RO,1101476,2021,2697
44,RO,1101484,2021,4962
45,RO,1101492,2021,21088
46,RO,1101500,2021,11846
47,RO,1101559,2021,4160
48,RO,1101609,2021,10348
49,RO,1101708,2021,11081
50,RO,1101757,2021,11545
51,RO,1101807,2021,6490
52,AC,1200013,2021,15721
53,AC,1200054,2021,7649
54,AC,1200104,2021,27123
55,AC,1200138,2021,10572
56,AC,1200179,2021,12280
57,AC,1200203,2021,89760
58,AC,1200252,2021,18979
59,AC,1200302,2021,34986
60,AC,1200328,2021,8628
61,AC,1200336,2021,19643
62,AC,1200344,2021,9701
63,AC,1200351,2021,19727
64,AC,1200385,2021,20147
65,AC,1200393,2021,12497
66,AC,1200401,2021,419452
67,AC,1200427,2021,19767
68,AC,1200435,2021,6893
69,AC,1200450,2021,23446
70,AC,1200500,2021,47168
71,AC,1200609,2021,43730
72,AC,1200708,2021,19866
73,AC,1200807,2021,19141
74,AM,1300029,2021,16396
75,AM,1300060,2021,11934
76,AM,1300086,2021,14292
77,AM,1300102,2021,21937
78,AM,1300144,2021,22739
79,AM,1300201,2021,20868
80,AM,1300300,2021,41005
81,AM,1300409,2021,27772
82,AM,1300508,2021,32919
83,AM,1300607,2021,44873
84,AM,1300631,2021,20503
85,AM,1300680,2021,20040
86,AM,1300706,2021,34958
87,AM,1300805,2021,42328
88,AM,1300839,2021,13482
89,AM,1300904,2021,15981
90,AM,1301001,2021,28719
91,AM,1301100,2021,38820
92,AM,1301159,2021,31459
93,AM,1301209,2021,86713
94,AM,1301308,2021,29691
95,AM,1301407,2021,36121
96,AM,1301506,2021,20748
97,AM,1301605,2021,16409
98,AM,1301654,2021,17193
99,AM,1301704,2021,57195
100,AM,1301803,2021,31172
101,AM,1301852,2021,49718
102,AM,1301902,2021,104046
103,AM,1301951,2021,7777
104,AM,1302009,2021,9312
105,AM,1302108,2021,1755
106,AM,1302207,2021,15495
107,AM,1302306,2021,13462
108,AM,1302405,2021,47685
109,AM,1302504,2021,99613
110,AM,1302553,2021,33981
111,AM,1302603,2021,2255903
112,AM,1302702,2021,57405
113,AM,1302801,2021,18298
114,AM,1302900,2021,66159
115,AM,1303007,2021,21710
116,AM,1303106,2021,38665
117,AM,1303205,2021,20395
118,AM,1303304,2021,26443
119,AM,1303403,2021,116439
120,AM,1303502,2021,19616
121,AM,1303536,2021,38095
122,AM,1303569,2021,34856
123,AM,1303601,2021,26566
124,AM,1303700,2021,20889
125,AM,1303809,2021,47031
126,AM,1303908,2021,40837
127,AM,1303957,2021,14678
128,AM,1304005,2021,9289
129,AM,1304062,2021,68502
130,AM,1304104,2021,16876
131,AM,1304203,2021,59250
132,AM,1304237,2021,19038
133,AM,1304260,2021,13839
134,AM,1304302,2021,16007
135,AM,1304401,2021,24098
136,RR,1400027,2021,13561
137,RR,1400050,2021,15249
138,RR,1400100,2021,436591
139,RR,1400159,2021,12701
140,RR,1400175,2021,19257
141,RR,1400209,2021,22635
142,RR,1400233,2021,10595
143,RR,1400282,2021,12637
144,RR,1400308,2021,18482
145,RR,1400407,2021,11772
146,RR,1400456,2021,20108
147,RR,1400472,2021,31387
148,RR,1400506,2021,8492
149,RR,1400605,2021,8232
150,RR,1400704,2021,11014
151,PA,1500107,2021,160439
152,PA,1500131,2021,7536
153,PA,1500206,2021,55744
154,PA,1500305,2021,39910
155,PA,1500347,2021,27797
156,PA,1500404,2021,57390
157,PA,1500503,2021,34044
158,PA,1500602,2021,117320
159,PA,1500701,2021,30091
160,PA,1500800,2021,540410
161,PA,1500859,2021,29312
162,PA,1500909,2021,46937
163,PA,1500958,2021,32200
164,PA,1501006,2021,16421
165,PA,1501105,2021,31967
166,PA,1501204,2021,49454
167,PA,1501253,2021,3239
168,PA,1501303,2021,129333
169,PA,1501402,2021,1506420
170,PA,1501451,2021,17944
171,PA,1501501,2021,64780
172,PA,1501576,2021,17254
173,PA,1501600,2021,16769
174,PA,1501709,2021,130122
175,PA,1501725,2021,14883
176,PA,1501758,2021,7357
177,PA,1501782,2021,68597
178,PA,1501808,2021,104280
179,PA,1501907,2021,29717
180,PA,1501956,2021,35307
181,PA,1502004,2021,24355
182,PA,1502103,2021,140814
183,PA,1502152,2021,39103
184,PA,1502202,2021,69828
185,PA,1502301,2021,54545
186,PA,1502400,2021,205667
187,PA,1502509,2021,24175
188,PA,1502608,2021,12175
189,PA,1502707,2021,48115
190,PA,1502756,2021,34236
191,PA,1502764,2021,14044
192,PA,1502772,2021,17764
193,PA,1502806,2021,35530
194,PA,1502855,2021,14776
195,PA,1502905,2021,41093
196,PA,1502939,2021,61206
197,PA,1502954,2021,34069
198,PA,1503002,2021,6949
199,PA,1503044,2021,20742
200,PA,1503077,2021,26155
201,PA,1503093,2021,41678
202,PA,1503101,2021,34127
203,PA,1503200,2021,39234
204,PA,1503309,2021,63367
205,PA,1503408,2021,12009
206,PA,1503457,2021,67170
207,PA,1503507,2021,32639
208,PA,1503606,2021,101541
209,PA,1503705,2021,53439
210,PA,1503754,2021,6952
211,PA,1503804,2021,60517
212,PA,1503903,2021,59961
213,PA,1504000,2021,29623
214,PA,1504059,2021,30389
215,PA,1504109,2021,8598
216,PA,1504208,2021,287664
217,PA,1504307,2021,29559
218,PA,1504406,2021,28563
219,PA,1504422,2021,135812
220,PA,1504455,2021,32347
221,PA,1504505,2021,28121
222,PA,1504604,2021,31917
223,PA,1504703,2021,84251
224,PA,1504752,2021,16282
225,PA,1504802,2021,58289
226,PA,1504901,2021,41454
227,PA,1504950,2021,21519
228,PA,1504976,2021,17027
229,PA,1505007,2021,15646
230,PA,1505031,2021,25769
231,PA,1505064,2021,78488
232,PA,1505106,2021,52473
233,PA,1505205,2021,33182
234,PA,1505304,2021,74921
235,PA,1505403,2021,18079
236,PA,1505437,2021,33831
237,PA,1505486,2021,49110
238,PA,1505494,2021,7575
239,PA,1505502,2021,115838
240,PA,1505536,2021,218787
241,PA,1505551,2021,5339
242,PA,1505601,2021,8084
243,PA,1505635,2021,12976
244,PA,1505650,2021,32325
245,PA,1505700,2021,32007
246,PA,1505809,2021,63831
247,PA,1505908,2021,42456
248,PA,1506005,2021,29827
249,PA,1506104,2021,10889
250,PA,1506112,2021,13794
251,PA,1506138,2021,86326
252,PA,1506161,2021,18208
253,PA,1506187,2021,53242
254,PA,1506195,2021,52473
255,PA,1506203,2021,41164
256,PA,1506302,2021,24392
257,PA,1506351,2021,21811
258,PA,1506401,2021,10496
259,PA,1506500,2021,72856
260,PA,1506559,2021,19839
261,PA,1506583,2021,22244
262,PA,1506609,2021,25127
263,PA,1506708,2021,75995
264,PA,1506807,2021,308339
265,PA,1506906,2021,6796
266,PA,1507003,2021,32346
267,PA,1507102,2021,18207
268,PA,1507151,2021,25945
269,PA,1507201,2021,32285
270,PA,1507300,2021,135732
271,PA,1507409,2021,15978
272,PA,1507458,2021,24566
273,PA,1507466,2021,6294
274,PA,1507474,2021,23440
275,PA,1507508,2021,14105
276,PA,1507607,2021,60268
277,PA,1507706,2021,27302
278,PA,1507755,2021,6088
279,PA,1507805,2021,11305
280,PA,1507904,2021,25752
281,PA,1507953,2021,111554
282,PA,1507961,2021,11971
283,PA,1507979,2021,19063
284,PA,1508001,2021,64604
285,PA,1508035,2021,31549
286,PA,1508050,2021,19344
287,PA,1508084,2021,40661
288,PA,1508100,2021,116605
289,PA,1508126,2021,62286
290,PA,1508159,2021,45395
291,PA,1508209,2021,54650
292,PA,1508308,2021,62093
293,PA,1508357,2021,15421
294,PA,1508407,2021,45416
295,AP,1600055,2021,5577
296,AP,1600105,2021,9265
297,AP,1600154,2021,17625
298,AP,1600204,2021,11493
299,AP,1600212,2021,6217
300,AP,1600238,2021,8151
301,AP,1600253,2021,5730
302,AP,1600279,2021,52302
303,AP,1600303,2021,522357
304,AP,1600402,2021,22468
305,AP,1600501,2021,28534
306,AP,1600535,2021,22927
307,AP,1600550,2021,5370
308,AP,1600600,2021,124808
309,AP,1600709,2021,18217
310,AP,1600808,2021,16572
311,TO,1700251,2021,2609
312,TO,1700301,2021,7049
313,TO,1700350,2021,5303
314,TO,1700400,2021,6905
315,TO,1700707,2021,8381
316,TO,1701002,2021,9435
317,TO,1701051,2021,3475
318,TO,1701101,2021,4901
319,TO,1701309,2021,5705
320,TO,1701903,2021,7223
321,TO,1702000,2021,8418
322,TO,1702109,2021,186245
323,TO,1702158,2021,5856
324,TO,1702208,2021,36573
325,TO,1702307,2021,6590
326,TO,1702406,2021,10502
327,TO,1702554,2021,18870
328,TO,1702703,2021,3809
329,TO,1702901,2021,9817
330,TO,1703008,2021,10668
331,TO,1703057,2021,3631
332,TO,1703073,2021,4673
333,TO,1703107,2021,5669
334,TO,1703206,2021,4439
335,TO,1703305,2021,5120
336,TO,1703602,2021,2221
337,TO,1703701,2021,5540
338,TO,1703800,2021,11644
339,TO,1703826,2021,2293
340,TO,1703842,2021,10505
341,TO,1703867,2021,4499
342,TO,1703883,2021,2627
343,TO,1703891,2021,4165
344,TO,1703909,2021,5514
345,TO,1704105,2021,2966
346,TO,1704600,2021,1415
347,TO,1705102,2021,3330
348,TO,1705508,2021,36271
349,TO,1705557,2021,4870
350,TO,1705607,2021,4070
351,TO,1706001,2021,5690
352,TO,1706100,2021,7268
353,TO,1706258,2021,1749
354,TO,1706506,2021,6250
355,TO,1707009,2021,22704
356,TO,1707108,2021,6986
357,TO,1707207,2021,7173
358,TO,1707306,2021,4686
359,TO,1707405,2021,11280
360,TO,1707553,2021,3824
361,TO,1707652,2021,5222
362,TO,1707702,2021,8892
363,TO,1708205,2021,18358
364,TO,1708254,2021,2615
365,TO,1708304,2021,5136
366,TO,1709005,2021,13169
367,TO,1709302,2021,26403
368,TO,1709500,2021,88428
369,TO,1709807,2021,2088
370,TO,1710508,2021,7471
371,TO,1710706,2021,5801
372,TO,1710904,2021,3814
373,TO,1711100,2021,2412
374,TO,1711506,2021,3906
375,TO,1711803,2021,2174
376,TO,1711902,2021,13989
377,TO,1711951,2021,4470
378,TO,1712009,2021,3199
379,TO,1712157,2021,1984
380,TO,1712405,2021,3727
381,TO,1712454,2021,3200
382,TO,1712504,2021,5332
383,TO,1712702,2021,2773
384,TO,1712801,2021,3470
385,TO,1713205,2021,17628
386,TO,1713304,2021,13551
387,TO,1713601,2021,8182
388,TO,1713700,2021,2311
389,TO,1713809,2021,6830
390,TO,1713957,2021,3623
391,TO,1714203,2021,9256
392,TO,1714302,2021,3772
393,TO,1714880,2021,12014
394,TO,1715002,2021,4348
395,TO,1715101,2021,4450
396,TO,1715150,2021,2332
397,TO,1715259,2021,2768
398,TO,1715507,2021,1124
