 Produção Ambulatorial do SUS - por gestor -  Brasil
Valor aprovado por Município gestor e Ano processamento
Financiamento: 05 Incentivo - MAC, 06 Média e Alta Complexidade (MAC)
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"430550 Ciríaco";43446,18;63566,21;61996,96;54783,67;223793,02
"430558 Colinas";-;-;16933,02;26387,35;43320,37
"430560 Colorado";-;-;-;20383,11;20383,11
"430570 Condor";110701,67;107838,01;47744,34;7350,00;273634,02
"430580 Constantina";5555,76;24035,55;960,00;41710,56;72261,87
"430585 Coqueiros do Sul";71410,24;86845,60;78319,40;80469,93;317045,17
"430590 Coronel Bicaco";104979,71;93156,96;69539,03;57505,88;325181,58
"430600 Crissiumal";206863,18;125912,94;205307,18;189620,98;727704,28
"430610 Cruz Alta";2150252,84;3008165,34;3268756,84;2960356,09;11387531,11
"430613 Cruzaltense";-;-;27885,95;6733,53;34619,48
"430620 Cruzeiro do Sul";652680,34;609463,15;624385,35;464704,23;2351233,07
"430630 David Canabarro";5347,15;10979,17;13239,45;7429,97;36995,74
"430632 Derrubadas";13146,60;49362,00;37371,90;37066,80;136947,30
"430655 Dom Pedro de Alcântara";130,05;-;-;-;130,05
"430675 Doutor Ricardo";17850,00;32700,00;32700,00;32550,00;115800,00
"430680 Encantado";3117789,64;3158982,52;4201781,90;4104288,71;14582842,77
"430690 Encruzilhada do Sul";4815,80;-;-;-;4815,80
"430695 Entre Rios do Sul";-;4767,51;13102,50;12739,60;30609,61
"430693 Entre-Ijuís";220,35;1350,12;5625,10;1146,70;8342,27
"430700 Erechim";2564,70;-;-;-;2564,70
"430705 Ernestina";33427,76;24526,02;32644,57;28591,76;119190,11
"430720 Erval Grande";31669,23;36001,16;143614,87;174745,58;386030,84
"430730 Erval Seco";63455,33;57875,00;73444,39;103477,85;298252,57
"430740 Esmeralda";45006,47;42454,35;46213,93;38715,91;172390,66
"430745 Esperança do Sul";-;-;12600,00;17250,00;29850,00
"430750 Espumoso";96601,57;111295,25;158352,11;147313,46;513562,39
"430770 Esteio";3432139,81;4694168,61;5420790,00;4601231,62;18148330,04
"430780 Estrela";1968548,92;1914100,40;1840351,40;1400082,01;7123082,73
"430786 Fagundes Varela";174,30;75,74;-;-;250,04
"430790 Farroupilha";3159435,74;3623413,00;4067209,56;4266147,26;15116205,56
"430800 Faxinal do Soturno";50453,56;37736,14;43786,55;35144,27;167120,52
"430807 Fazenda Vilanova";34147,95;26400,00;28550,00;23150,00;112247,95
"430810 Feliz";448455,10;544298,36;543004,20;512017,06;2047774,72
"430820 Flores da Cunha";941622,45;1058905,58;1179491,43;732459,01;3912478,47
"430830 Fontoura Xavier";68327,21;108212,09;113463,15;81355,87;371358,32
"430843 Forquetinha";50083,20;68945,76;73117,00;35181,00;227326,96
"430845 Fortaleza dos Valos";-;-;150,00;72187,55;72337,55
"430850 Frederico Westphalen";-;6647,74;2088,80;679,00;9415,54
"430860 Garibaldi";1082194,95;1319793,78;2057236,00;1781397,07;6240621,80
"430880 General Câmara";13795,32;18255,47;19868,63;8634,30;60553,72
"430885 Gentil";5624,46;7335,76;6694,23;4262,71;23917,16
"430900 Giruá";5033528,58;6194202,18;5789805,57;3016836,12;20034372,45
"430910 Gramado";2838261,73;2641126,75;3015283,96;2673670,35;11168342,79
"430915 Gramado Xavier";138,60;-;-;-;138,60
"430920 Gravataí";13336830,64;14001887,82;14541214,78;12512355,72;54392288,96
"430925 Guabiju";11,84;-;-;-;11,84
"430930 Guaíba";-;-;-;135361,94;135361,94
"430940 Guaporé";871086,26;973524,65;1081762,84;925532,62;3851906,37
"430950 Guarani das Missões";103,00;-;-;-;103,00
"430957 Herveiras";-;-;3150,00;27000,00;30150,00
"430960 Horizontina";976,98;-;5715,02;14806,69;21498,69
"430970 Humaitá";-;-;-;5881,21;5881,21
"430980 Ibiaçá";30632,07;44273,19;106523,64;92533,49;273962,39
"430990 Ibiraiaras";92332,91;87634,69;86408,83;64528,00;330904,43
"430995 Ibirapuitã";34239,08;32683,85;25271,28;25176,81;117371,02
"431000 Ibirubá";352768,63;317084,87;360129,36;376778,09;1406760,95
"431020 Ijuí";2034734,97;2095901,48;2220966,35;2330678,10;8682280,90
"431030 Ilópolis";36962,61;82494,48;90249,44;81705,58;291412,11
"431036 Imigrante";105551,87;125702,59;140672,29;85863,45;457790,20
"431050 Iraí";-;-;8477,40;35161,80;43639,20
"431057 Itapuca";1011,03;12626,26;12285,94;1309,88;27233,11
"431060 Itaqui";537382,94;5639315,51;175790,40;134538,29;6487027,14
"431070 Itatiba do Sul";-;5656,22;8758,38;6203,52;20618,12
"431080 Ivoti";713,60;-;-;532,40;1246,00
"431085 Jaboticaba";-;914,70;23382,41;52652,67;76949,78
"431100 Jaguarão";177,93;23514,06;64358,11;86018,04;174068,14
"431110 Jaguari";-;25555,48;88266,47;52146,98;165968,93
"431112 Jaquirana";69863,63;74046,77;69939,54;55705,04;269554,98
"431115 Jóia";228369,20;138643,49;157068,32;103953,84;628034,85
"431120 Júlio de Castilhos";117005,17;69785,88;101374,70;121094,53;409260,28
"431127 Lagoa dos Três Cantos";1872,67;4709,47;406,11;-;6988,25
"431130 Lagoa Vermelha";4923,90;2274,80;340,00;3598,50;11137,20
"431125 Lagoão";27062,52;10981,12;-;-;38043,64
"431140 Lajeado";17240408,31;19398158,09;20161450,96;18365798,26;75165815,62
"431160 Liberato Salzano";14686,53;4500,00;27300,00;23850,00;70336,53
"431164 Linha Nova";3457,08;1553,62;3275,07;3315,43;11601,20
"431170 Machadinho";35041,82;39868,95;36557,68;37258,33;148726,78
"431175 Manoel Viana";1271,70;317,02;1474,48;2278,06;5341,26
"431180 Marau";331738,50;387138,28;319455,14;331045,02;1369376,94
"431190 Marcelino Ramos";34895,92;33731,03;32133,39;29500,93;130261,27
"431205 Marques de Souza";235846,73;238458,23;241956,96;189230,10;905492,02
"431213 Mato Castelhano";13397,72;14087,03;11655,88;7432,02;46572,65
"431215 Mato Leitão";32089,50;32623,42;32894,36;29569,76;127177,04
"431220 Maximiliano de Almeida";43605,32;39525,68;46987,82;42642,97;172761,79
"431225 Minas do Leão";-;-;49233,30;51010,10;100243,40
"431235 Montauri";4137,04;12085,55;11341,11;13960,62;41524,32
"431237 Monte Alegre dos Campos";1293,91;7981,03;7793,97;509,85;17578,76
"431238 Monte Belo do Sul";660,70;22277,07;71990,59;56460,23;151388,59
"431242 Mormaço";33003,77;34856,50;43409,88;57536,72;168806,87
"431260 Muçum";215475,72;262506,24;197616,53;261070,72;936669,21
"431261 Muitos Capões";157,33;-;-;-;157,33
"431262 Muliterno";1406,23;9361,50;8036,97;6697,06;25501,76
"431267 Nicolau Vergueiro";6474,13;22204,11;17547,19;4349,62;50575,05
"431270 Nonoai";-;6448,81;9558,29;3619,59;19626,69
"431275 Nova Alvorada";106955,57;137850,37;141532,48;74259,69;460598,11
"431280 Nova Araçá";88443,51;93750,18;107253,77;114801,11;404248,57
"431290 Nova Bassano";286469,29;321981,09;256293,33;213388,71;1078132,42
"431295 Nova Boa Vista";-;2287,06;34882,37;30543,96;67713,39
"431300 Nova Bréscia";196676,33;201710,88;171356,49;124549,87;694293,57
"431301 Nova Candelária";-;-;-;2128,72;2128,72
"431310 Nova Palma";59501,88;53266,64;114035,45;103757,39;330561,36
"431320 Nova Petrópolis";747560,56;786601,37;782916,57;591380,99;2908459,49
"431330 Nova Prata";2108817,44;2393603,05;2717893,35;2160011,61;9380325,45
"431335 Nova Roma do Sul";477,11;6571,92;10656,49;8629,78;26335,30
"431337 Nova Santa Rita";19349,65;131929,92;-;-;151279,57
"431349 Novo Barreiro";-;26271,86;44709,76;38061,04;109042,66
"431340 Novo Hamburgo";21907857,40;20208743,39;19704352,31;19512451,87;81333404,97
"431344 Novo Tiradentes";13450,71;14707,11;15830,11;16809,98;60797,91
"431350 Osório";291796,45;360030,21;477269,92;889100,39;2018196,97
"431360 Paim Filho";32881,49;30539,21;33259,90;59256,78;155937,38
"431370 Palmeira das Missões";95210,92;-;-;-;95210,92
"431380 Palmitinho";-;-;-;36300,00;36300,00
"431390 Panambi";2694733,16;2822761,00;2849978,33;2448424,56;10815897,05
"431395 Pantano Grande";83357,93;83311,35;75550,08;82909,04;325128,40
"431400 Paraí";254742,87;363649,91;393773,86;348146,70;1360313,34
"431405 Parobé";3493,99;11940,65;65734,87;139460,00;220629,51
"431407 Passo do Sobrado";97398,30;101272,35;70269,21;49872,82;318812,68
"431410 Passo Fundo";-;23482,66;19495,29;8726,79;51704,74
"431415 Paverama";53995,76;69844,86;52065,98;43213,09;219119,69
"431430 Pejuçara";-;-;2700,00;-;2700,00
"431440 Pelotas";30963221,55;31590217,91;31040234,48;27607227,19;121200901,13
"431442 Picada Café";185091,90;81465,15;84883,31;79043,60;430483,96
"431445 Pinhal";18002,53;15460,68;14703,85;24824,91;72991,97
"431446 Pinhal da Serra";4374,26;19151,36;41301,86;31207,81;96035,29
"431447 Pinhal Grande";-;-;3377,34;18442,95;21820,29
"431449 Pinheirinho do Vale";9811,99;40661,61;64771,90;66662,26;181907,76
"431450 Pinheiro Machado";-;-;422,10;66323,36;66745,46
"431454 Pinto Bandeira";-;-;12,60;-;12,60
"431470 Planalto";94676,47;136849,10;131246,99;110598,37;473370,93
"431475 Poço das Antas";7233,42;8386,04;8647,80;8494,36;32761,62
"431477 Pontão";10176,20;19190,85;-;-;29367,05
"431490 Porto Alegre";232709632,75;247722306,68;262203311,86;225550506,58;968185757,87
"431505 Porto Mauá";-;-;-;15300,00;15300,00
"431510 Porto Xavier";94587,39;110185,83;142985,63;95164,35;442923,20
"431513 Pouso Novo";1923,03;-;-;-;1923,03
"431515 Progresso";139920,97;152481,70;158701,72;118473,28;569577,67
"431517 Protásio Alves";2155,70;-;-;-;2155,70
"431520 Putinga";10109,84;9736,59;9579,01;8638,79;38064,23
"431530 Quaraí";1405608,02;1391520,48;1489284,59;1162838,92;5449252,01
"431540 Redentora";215,36;-;-;-;215,36
"431545 Relvado";3493,15;-;-;-;3493,15
"431550 Restinga Seca";645199,02;727962,63;665778,29;398424,62;2437364,56
"431560 Rio Grande";-;-;873725,19;975185,86;1848911,05
"431570 Rio Pardo";2062809,44;1816361,56;2210090,18;952729,65;7041990,83
"431580 Roca Sales";-;-;44343,79;79009,38;123353,17
"431590 Rodeio Bonito";37735,96;57503,31;97181,54;81464,98;273885,79
"431600 Rolante";-;53,55;16522,15;22555,45;39131,15
"431610 Ronda Alta";75582,02;107993,90;93096,01;47195,28;323867,21
"431640 Rosário do Sul";225764,22;139205,03;115912,17;145631,05;626512,47
"431660 Sananduva";150075,36;166794,91;189861,57;168214,97;674946,81
"431710 Sant'Ana do Livramento";3968080,66;3804451,61;4099832,23;3918291,18;15790655,68
"431673 Santa Cecília do Sul";4929,17;8194,14;14585,04;7233,16;34941,51
"431675 Santa Clara do Sul";55181,22;41850,00;37050,00;47836,18;181917,40
"431680 Santa Cruz do Sul";24544825,53;25115157,58;27414174,33;23794734,85;100868892,29
"431690 Santa Maria";1443,10;32756,30;91071,30;289255,33;414526,03
"431720 Santa Rosa";14241614,62;14170455,40;14496524,49;14426045,50;57334640,01
"431725 Santa Tereza";1327,58;14912,06;18943,41;4642,29;39825,34
"431740 Santiago";489737,49;496080,90;547874,45;450659,61;1984352,45
"431750 Santo Ângelo";7303,80;523,74;291798,93;318293,63;617920,10
"431760 Santo Antônio da Patrulha";-;-;-;4720,58;4720,58
"431770 Santo Antônio das Missões";4,00;-;-;-;4,00
"431755 Santo Antônio do Palma";657,94;1239,22;-;-;1897,16
"431775 Santo Antônio do Planalto";4852,62;5142,19;5001,72;2584,47;17581,00
"431780 Santo Augusto";9213,92;-;-;-;9213,92
"431790 Santo Cristo";-;16065,94;95981,99;154056,22;266104,15
"431795 Santo Expedito do Sul";27592,50;34457,06;26525,10;25885,74;114460,40
"431800 São Borja";5052633,76;5222117,82;5346879,30;5148370,44;20770001,32
"431810 São Francisco de Assis";-;-;44352,38;83103,32;127455,70
"431820 São Francisco de Paula";1556,07;45964,96;77399,16;41955,36;166875,55
"431830 São Gabriel";83749,85;213544,74;540850,17;596902,91;1435047,67
"431842 São João da Urtiga";88717,20;69911,64;50011,80;41342,06;249982,70
"431846 São José do Herval";46228,39;43480,07;47440,21;22744,45;159893,12
"431850 São José do Norte";1411770,66;1417096,46;1504649,13;718518,52;5052034,77
"431860 São José do Ouro";44784,22;54174,09;51054,18;46557,61;196570,10
"431862 São José dos Ausentes";32983,54;32148,58;31590,65;65531,39;162254,16
"431870 São Leopoldo";14426311,38;14710776,31;16342112,83;16297067,90;61776268,42
"431880 São Lourenço do Sul";573,00;164096,52;382698,33;386033,87;933401,72
"431890 São Luiz Gonzaga";45,00;-;-;2522,76;2567,76
"431900 São Marcos";856831,88;887694,66;960213,46;840508,62;3545248,62
"431910 São Martinho";103865,05;89252,15;75220,50;-;268337,70
"431920 São Nicolau";160,00;-;-;-;160,00
"431935 São Pedro da Serra";1811,07;504,00;898,21;814,40;4027,68
"431950 São Sebastião do Caí";15092,51;22577,41;-;-;37669,92
"431960 São Sepé";-;-;113384,52;112030,94;225415,46
"431975 São Vendelino";407,68;16,89;23,10;-;447,67
"431980 São Vicente do Sul";-;3288,20;23549,77;42216,92;69054,89
"431990 Sapiranga";1251424,33;1585094,32;1361242,90;1402201,16;5599962,71
"432000 Sapucaia do Sul";9150514,40;8649487,69;8679989,26;6738956,87;33218948,22
"432010 Sarandi";110696,54;114597,58;100194,66;97405,33;422894,11
"432020 Seberi";-;134564,79;289076,65;308493,47;732134,91
"432023 Sede Nova";8052,90;35850,00;21450,00;12450,00;77802,90
"432040 Serafina Corrêa";825199,09;820575,39;812236,29;710946,72;3168957,49
"432045 Sério";40614,35;75300,00;67650,00;4200,00;187764,35
"432050 Sertão";39363,71;45237,31;43057,90;44863,45;172522,37
"432060 Severiano de Almeida";41530,85;41334,15;41525,59;40691,59;165082,18
"432067 Sinimbu";314735,63;335230,81;327944,76;274047,02;1251958,22
"432080 Soledade";498863,79;658446,54;694651,50;467930,53;2319892,36
"432090 Tapejara";83933,00;61800,00;57020,00;57450,00;260203,00
"432100 Tapera";81690,19;63197,81;64723,54;71154,60;280766,14
"432120 Taquara";309388,84;307851,06;232874,61;315979,89;1166094,40
"432130 Taquari";535236,71;859944,74;940808,41;741738,39;3077728,25
"432132 Taquaruçu do Sul";-;-;-;21515,10;21515,10
"432140 Tenente Portela";63473,72;62264,95;64544,87;55547,06;245830,60
"432145 Teutônia";1703060,16;2528657,89;2531373,56;2069578,72;8832670,33
"432146 Tio Hugo";30159,20;27785,90;25773,47;23887,56;107606,13
"432147 Tiradentes do Sul";31195,34;36472,83;40742,60;26638,20;135048,97
"432150 Torres";-;-;19,53;1434,06;1453,59
"432160 Tramandaí";-;306488,88;1338680,82;923593,27;2568762,97
"432162 Travesseiro";-;-;-;3300,00;3300,00
"432163 Três Arroios";15858,46;18143,37;48796,41;44282,55;127080,79
"432180 Três de Maio";-;-;-;22653,55;22653,55
"432185 Três Palmeiras";56347,90;55058,19;57489,65;66693,48;235589,22
"432190 Três Passos";185971,81;204238,69;207081,88;184267,82;781560,20
"432195 Trindade do Sul";2958,69;10135,98;22790,28;27210,14;63095,09
"432210 Tucunduva";-;-;8030,34;6728,87;14759,21
"432215 Tunas";58008,99;82710,61;74046,45;62602,63;277368,68
"432218 Tupanci do Sul";5484,20;-;-;-;5484,20
"432220 Tupanciretã";-;-;49423,16;17045,06;66468,22
"432230 Tuparendi";-;4662,70;8130,90;50379,64;63173,24
"432240 Uruguaiana";2330546,76;3245390,05;3750522,42;2648558,49;11975017,72
"432250 Vacaria";2536222,90;3682627,81;3705785,14;3030847,32;12955483,17
"432253 Vale do Sol";100493,44;104527,63;98352,32;95674,23;399047,62
"432254 Vale Real";14945,45;13288,35;12469,14;4579,38;45282,32
"432255 Vanini";-;-;-;2606,75;2606,75
"432260 Venâncio Aires";3797559,88;3996494,73;4055147,48;3290615,69;15139817,78
"432270 Vera Cruz";346788,92;334894,09;320302,42;247034,38;1249019,81
"432280 Veranópolis";1685090,34;1802222,22;2001982,48;1874646,99;7363942,03
"432285 Vespasiano Correa";8817,62;6516,87;6608,34;4433,02;26375,85
"432300 Viamão";-;99421,76;771243,65;1259982,24;2130647,65
"432310 Vicente Dutra";17856,31;27339,34;28481,39;21697,05;95374,09
"432330 Vila Flores";5684,15;7935,76;6474,77;7487,33;27582,01
"432340 Vila Maria";45021,15;56059,50;108782,89;99594,48;309458,02
"432350 Vista Alegre";20231,33;20190,41;20263,30;20008,97;80694,01
"432360 Vista Alegre do Prata";148,84;-;-;-;148,84
"432370 Vista Gaúcha";-;-;9450,00;13650,00;23100,00
"432375 Vitória das Missões";2698,10;3565,31;-;951,31;7214,72
"432377 Westfalia";14727,85;3914,26;5767,56;2895,53;27305,20
"430000 Rio Grande do Sul - Gestão estadual";406523894,21;412490977,47;425587769,02;351597203,61;1596199844,31
"500020 Água Clara";103670,58;104760,12;135792,17;135336,75;479559,62
"500025 Alcinópolis";43952,19;47835,24;45844,26;33196,26;170827,95
"500060 Amambai";607441,52;697002,67;696384,52;560417,34;2561246,05
"500070 Anastácio";229347,04;243060,17;296749,64;173674,12;942830,97
"500080 Anaurilândia";45680,86;33091,13;34666,85;44782,99;158221,83
"500085 Angélica";47504,06;64622,84;61700,93;43939,06;217766,89
"500090 Antônio João";121281,28;109507,17;127962,81;109743,24;468494,50
"500100 Aparecida do Taboado";532041,95;728375,50;1050534,37;806348,22;3117300,04
"500110 Aquidauana";1536684,93;1888938,75;1878645,47;1169604,23;6473873,38
"500124 Aral Moreira";54040,17;42875,48;-;-;96915,65
"500150 Bandeirantes";13421,53;20645,01;55971,03;40359,80;130397,37
"500190 Bataguassu";236314,25;-;194475,84;337631,68;768421,77
"500200 Batayporã";124111,94;184361,18;221116,45;191645,99;721235,56
"500210 Bela Vista";141701,28;158672,06;193588,67;151448,71;645410,72
"500215 Bodoquena";52722,50;56718,53;64552,35;26599,34;200592,72
"500220 Bonito";584498,04;913853,87;632159,83;445582,90;2576094,64
"500230 Brasilândia";68856,75;50167,45;53326,37;40477,97;212828,54
"500240 Caarapó";778943,93;761835,94;774220,73;564096,35;2879096,95
"500260 Camapuã";136904,17;68553,92;147727,94;70902,42;424088,45
"500270 Campo Grande";77538578,03;85873943,26;96345182,38;78202953,72;337960657,39
"500280 Caracol";42960,55;29838,89;21329,80;29024,25;123153,49
"500290 Cassilândia";619600,31;649361,71;618130,13;672077,15;2559169,30
"500295 Chapadão do Sul";1445161,51;1938268,71;2226509,86;1639590,94;7249531,02
"500310 Corguinho";6788,80;32088,65;46790,22;30929,78;116597,45
"500315 Coronel Sapucaia";5603,85;8838,53;4622,47;4001,37;23066,22
"500320 Corumbá";4521008,27;5642848,21;6228293,14;4024568,75;20416718,37
"500325 Costa Rica";1149351,86;1378591,93;1661271,93;1418522,93;5607738,65
"500330 Coxim";1490635,68;1734114,77;1509037,14;1453569,61;6187357,20
"500345 Deodápolis";64163,35;66322,75;39735,38;21586,80;191808,28
"500348 Dois Irmãos do Buriti";60502,13;16419,42;-;-;76921,55
"500350 Douradina";11768,00;15882,12;31999,07;12597,43;72246,62
"500370 Dourados";14269964,26;10109052,84;11828689,91;12679443,02;48887150,03
"500375 Eldorado";96055,95;88238,05;89450,76;59838,45;333583,21
"500380 Fátima do Sul";287518,27;310343,95;295281,59;151492,94;1044636,75
"500390 Figueirão";15918,23;45317,23;43309,47;11032,77;115577,70
"500400 Glória de Dourados";85240,11;87850,00;80443,29;90264,62;343798,02
"500410 Guia Lopes da Laguna";86891,76;69496,59;56305,72;46997,83;259691,90
"500430 Iguatemi";381383,77;574643,09;563552,20;396980,55;1916559,61
"500440 Inocência";3300,00;-;-;-;3300,00
"500450 Itaporã";65043,44;-;-;-;65043,44
"500460 Itaquiraí";-;-;12461,18;28957,69;41418,87
"500470 Ivinhema";374642,62;358057,75;498199,90;561741,89;1792642,16
"500480 Japorã";41483,93;34050,00;42900,00;35400,00;153833,93
"500490 Jaraguari";76122,38;90930,16;92735,04;46207,26;305994,84
"500500 Jardim";324704,56;362766,99;503285,48;508828,55;1699585,58
"500510 Jateí";30974,38;2877,84;-;27609,69;61461,91
"500520 Ladário";105520,62;147064,85;310514,20;820164,85;1383264,52
"500525 Laguna Carapã";-;-;35876,18;44208,36;80084,54
"500540 Maracaju";2184582,08;2243447,35;2402462,33;1654334,72;8484826,48
"500560 Miranda";185664,42;142571,77;174971,03;159443,72;662650,94
"500568 Mundo Novo";95717,36;105379,94;134086,84;72308,53;407492,67
"500570 Naviraí";2161745,24;1728414,01;2046374,59;2178474,98;8115008,82
"500580 Nioaque";16626,45;-;-;4843,48;21469,93
"500600 Nova Alvorada do Sul";8841,38;6324,45;5911,66;1222,85;22300,34
"500620 Nova Andradina";1932218,72;2040434,15;2468816,10;1773464,38;8214933,35
"500627 Paraíso das Águas";-;-;-;655,74;655,74
"500630 Paranaíba";1360359,29;1686816,25;1952506,94;1404128,27;6403810,75
"500635 Paranhos";379,19;4631,76;7641,90;5166,00;17818,85
"500640 Pedro Gomes";98746,85;93082,61;79714,30;74266,01;345809,77
"500660 Ponta Porã";1006942,01;1298567,03;2587564,04;2386801,55;7279874,63
"500690 Porto Murtinho";83481,75;45101,32;52991,30;52783,69;234358,06
"500710 Ribas do Rio Pardo";150920,34;39363,81;88245,38;185747,32;464276,85
"500720 Rio Brilhante";957969,97;1101795,92;1161729,73;653918,14;3875413,76
"500730 Rio Negro";41466,04;43289,81;67476,66;45632,62;197865,13
"500740 Rio Verde de Mato Grosso";543129,78;532717,87;569883,01;561206,27;2206936,93
"500750 Rochedo";26,40;-;-;-;26,40
"500755 Santa Rita do Pardo";-;86,51;-;87,55;174,06
"500769 São Gabriel do Oeste";2166201,76;2585117,20;3017430,90;2414464,22;10183214,08
"500780 Selvíria";48932,77;125001,27;183432,26;154580,71;511947,01
"500770 Sete Quedas";384,53;362,52;424,60;115,00;1286,65
"500790 Sidrolândia";1267261,49;1812730,50;1890749,84;1297379,11;6268120,94
"500793 Sonora";111452,71;98169,83;151012,83;203390,94;564026,31
"500795 Tacuru";37686,94;33821,95;89537,82;-;161046,71
"500797 Taquarussu";21727,31;25284,10;41674,68;21302,04;109988,13
"500800 Terenos";275301,71;442920,39;642792,04;525584,66;1886598,80
"500830 Três Lagoas";8244267,76;9510096,64;10771393,35;8183878,02;36709635,77
"500840 Vicentina";99403,86;91353,36;139953,31;92517,00;423227,53
"500000 Mato Grosso do Sul - Gestão estadual";20283110,74;23953347,55;25379683,36;19038589,33;88654730,98
"510010 Acorizal";53423,32;45459,20;63761,90;39169,46;201813,88
"510020 Água Boa";1841019,94;2374232,13;2168005,54;1395763,33;7779020,94
"510025 Alta Floresta";1326370,55;1102084,39;1445329,38;896460,42;4770244,74
"510030 Alto Araguaia";643060,38;821916,20;934956,87;737223,25;3137156,70
"510035 Alto Boa Vista";37934,17;66555,56;63881,80;49958,50;218330,03
"510040 Alto Garças";225797,92;488968,63;509818,32;231583,15;1456168,02
"510050 Alto Paraguai";128904,08;110233,47;127693,38;81068,06;447898,99
"510060 Alto Taquari";292908,19;385794,98;425310,89;415978,37;1519992,43
"510080 Apiacás";1311804,51;1396005,17;1409708,73;1072736,45;5190254,86
"510100 Araguaiana";9015,10;-;-;-;9015,10
"510120 Araguainha";14070,23;11245,94;10474,30;6942,38;42732,85
"510125 Araputanga";109316,85;116479,86;149873,70;100640,19;476310,60
"510130 Arenápolis";213962,61;336220,54;423372,61;509770,49;1483326,25
"510140 Aripuanã";283107,15;257336,06;244327,21;210398,42;995168,84
"510160 Barão de Melgaço";113572,98;131273,91;148779,16;129025,17;522651,22
"510170 Barra do Bugres";1312623,94;1767522,81;1754553,76;1903749,85;6738450,36
"510180 Barra do Garças";14745840,48;3760643,55;4723161,89;3625756,85;26855402,77
"510185 Bom Jesus do Araguaia";-;-;1577,20;6462,91;8040,11
"510190 Brasnorte";419363,98;680345,69;607667,63;429136,81;2136514,11
"510250 Cáceres";2625929,70;2506247,07;2783171,14;2221675,67;10137023,58
"510260 Campinápolis";167460,82;247938,21;258469,25;125538,56;799406,84
"510263 Campo Novo do Parecis";128752,17;963163,28;1567543,63;1194627,44;3854086,52
"510267 Campo Verde";2355977,70;2593072,64;2807733,63;2390410,86;10147194,83
"510268 Campos de Júlio";411079,55;443722,21;575166,79;361953,71;1791922,26
"510269 Canabrava do Norte";8545,61;4063,31;119834,77;79570,39;212014,08
"510270 Canarana";322373,62;465508,64;1006311,42;1028961,88;2823155,56
"510279 Carlinda";309199,24;438273,32;541353,39;544244,62;1833070,57
"510285 Castanheira";149927,42;102772,13;82951,81;113914,30;449565,66
"510300 Chapada dos Guimarães";276451,78;461596,71;651804,51;717864,54;2107717,54
"510305 Cláudia";696198,74;1446090,60;1241902,66;941358,80;4325550,80
"510310 Cocalinho";31132,97;32858,36;47726,58;50841,87;162559,78
"510320 Colíder";1558130,67;2177616,89;1903866,10;1259351,64;6898965,30
"510325 Colniza";21299,72;14194,81;33079,63;37218,99;105793,15
"510330 Comodoro";158959,59;16815,01;118035,86;161575,06;455385,52
"510335 Confresa";1000001,85;914152,29;980161,90;957740,68;3852056,72
"510336 Conquista D'Oeste";79919,26;82001,45;163971,18;181665,57;507557,46
"510337 Cotriguaçu";231653,32;228570,92;276147,45;249982,75;986354,44
"510340 Cuiabá";73741791,22;74532242,10;74824395,74;59923162,81;283021591,87
"510343 Curvelândia";7297,35;8700,05;20457,87;16947,40;53402,67
"510345 Denise";4999,08;-;-;-;4999,08
"510350 Diamantino";996825,71;1375055,26;1405686,96;1096738,02;4874305,95
"510360 Dom Aquino";38538,46;29879,87;39688,46;27126,99;135233,78
"510370 Feliz Natal";248469,97;497777,06;449637,85;113948,15;1309833,03
"510380 Figueirópolis D'Oeste";41604,97;48309,16;59192,67;74523,02;223629,82
"510385 Gaúcha do Norte";22112,94;-;20408,60;35355,27;77876,81
"510390 General Carneiro";55712,69;66098,40;71042,69;52138,46;244992,24
"510395 Glória D'Oeste";6288,04;6085,11;8973,18;11801,38;33147,71
"510410 Guarantã do Norte";882169,42;953577,16;1795273,70;1363552,70;4994572,98
"510420 Guiratinga";68851,73;64577,73;2451,75;39333,72;175214,93
"510450 Indiavaí";9122,62;474,65;670,39;41547,61;51815,27
"510452 Ipiranga do Norte";198828,32;205592,20;240317,07;236570,92;881308,51
"510454 Itanhangá";202038,30;125029,16;138906,97;208692,59;674667,02
"510455 Itaúba";219542,39;490757,37;538543,57;444842,86;1693686,19
"510460 Itiquira";560962,72;444530,96;409031,33;360452,20;1774977,21
"510480 Jaciara";952180,09;923642,57;1063376,97;978534,05;3917733,68
"510490 Jangada";90376,95;109190,12;229504,91;218883,60;647955,58
"510500 Jauru";51055,07;131538,22;137366,83;75711,46;395671,58
"510510 Juara";1605603,47;1738144,46;1930364,09;2216691,12;7490803,14
"510515 Juína";702642,97;639401,88;917088,81;1635029,88;3894163,54
"510517 Juruena";105384,94;124661,50;126680,96;82549,74;439277,14
"510520 Juscimeira";60329,98;161264,36;240972,09;266020,72;728587,15
"510523 Lambari D'Oeste";24581,26;16425,83;9809,38;3631,14;54447,61
"510525 Lucas do Rio Verde";2249270,47;2714390,19;2532305,02;2503544,53;9999510,21
"510530 Luciara";14359,78;21016,16;29299,16;35411,20;100086,30
"510558 Marcelândia";447064,98;792581,91;690678,12;577653,30;2507978,31
"510560 Matupá";670211,41;691969,61;787277,19;652072,37;2801530,58
"510562 Mirassol d'Oeste";370246,43;559526,66;469700,06;293109,21;1692582,36
"510590 Nobres";179676,68;264290,50;350318,39;263223,01;1057508,58
"510600 Nortelândia";39660,37;28311,45;43269,31;45166,53;156407,66
