 Produção Ambulatorial do SUS - por gestor -  Brasil
Valor aprovado por Município gestor e Ano processamento
Financiamento: 05 Incentivo - MAC, 06 Média e Alta Complexidade (MAC)
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"251203 Poço Dantas";-;-;25619,30;72659,53;98278,83
"251207 Poço de José de Moura";37471,50;34755,50;50528,10;-;122755,10
"251210 Pombal";1811393,37;3003048,72;3464502,39;2262031,45;10540975,93
"251220 Prata";85084,04;106989,82;64099,56;30480,11;286653,53
"251230 Princesa Isabel";1592813,05;1353526,73;1462161,10;948009,16;5356510,04
"251240 Puxinanã";33089,36;115156,42;103449,63;33203,60;284899,01
"251250 Queimadas";1228071,79;1444790,30;1657118,78;1027767,58;5357748,45
"251260 Quixabá";46370,39;33703,24;33620,74;14729,76;128424,13
"251270 Remígio";685352,53;590044,85;595503,71;318118,61;2189019,70
"251274 Riachão";46115,89;66681,59;69889,86;30686,86;213374,20
"251275 Riachão do Bacamarte";251,00;-;6030,00;6908,00;13189,00
"251276 Riachão do Poço";32482,06;17100,00;6075,00;79738,10;135395,16
"251278 Riacho de Santo Antônio";7877,11;2020,29;493,10;-;10390,50
"251280 Riacho dos Cavalos";31128,41;35647,31;88974,11;20680,33;176430,16
"251290 Rio Tinto";592746,67;708490,74;923303,54;642872,36;2867413,31
"251300 Salgadinho";2408,41;-;15604,30;15149,92;33162,63
"251310 Salgado de São Félix";55008,93;125994,39;144667,40;82355,80;408026,52
"251315 Santa Cecília";104127,78;150372,42;103464,91;81233,34;439198,45
"251320 Santa Cruz";88937,59;92233,08;92289,28;61145,19;334605,14
"251330 Santa Helena";16377,25;38449,63;48823,09;46261,32;149911,29
"251335 Santa Inês";33488,40;60628,64;20013,21;26433,07;140563,32
"251340 Santa Luzia";255714,79;538689,77;638134,09;502113,03;1934651,68
"251370 Santa Rita";1889154,29;2320762,33;2603720,48;2008566,03;8822203,13
"251380 Santa Teresinha";671,63;50700,00;32447,40;19752,30;103571,33
"251350 Santana de Mangueira";-;2503,50;111,00;42177,00;44791,50
"251360 Santana dos Garrotes";6578,36;43801,40;79824,02;53927,44;184131,22
"251385 Santo André";26320,97;30760,56;69641,18;25250,33;151973,04
"251392 São Bentinho";11738,93;9420,58;28272,03;49208,38;98639,92
"251390 São Bento";878161,41;1525520,12;1462912,48;1211566,55;5078160,56
"251396 São Domingos";51923,91;59008,00;47927,16;38970,90;197829,97
"251394 São Domingos do Cariri";11369,47;63715,28;60789,11;53727,25;189601,11
"251398 São Francisco";46777,95;63305,74;78078,31;50776,55;238938,55
"251400 São João do Cariri";22612,17;29285,99;28311,66;14982,71;95192,53
"250070 São João do Rio do Peixe";175717,34;327185,45;303657,95;250189,86;1056750,60
"251410 São João do Tigre";11993,18;11375,31;31851,93;32966,74;88187,16
"251420 São José da Lagoa Tapada";76186,60;73440,06;103605,58;93708,40;346940,64
"251430 São José de Caiana";119453,26;115833,59;168943,69;156576,82;560807,36
"251440 São José de Espinharas";33512,18;34137,67;36206,13;8492,75;112348,73
"251450 São José de Piranhas";43402,60;101550,40;114132,18;109074,96;368160,14
"251455 São José de Princesa";39701,40;43950,90;50810,50;11708,98;146171,78
"251465 São José do Brejo do Cruz";10301,27;2551,19;21723,21;35124,72;69700,39
"251470 São José do Sabugi";24242,55;42346,54;49216,74;125504,41;241310,24
"251480 São José dos Cordeiros";68068,60;73131,72;78953,47;40117,95;260271,74
"251445 São José dos Ramos";78737,31;86113,97;119890,98;56701,93;341444,19
"251490 São Mamede";193934,09;264529,23;259651,49;209956,46;928071,27
"251500 São Miguel de Taipu";-;22520,76;23741,70;84671,08;130933,54
"251510 São Sebastião de Lagoa de Roça";195812,52;231715,43;299149,35;209518,86;936196,16
"251520 São Sebastião do Umbuzeiro";29713,38;72215,00;85604,51;49895,89;237428,78
"251540 São Vicente do Seridó";142293,06;211775,27;238922,44;155159,47;748150,24
"251530 Sapé";1184327,26;1583347,42;1816245,94;1395262,02;5979182,64
"251550 Serra Branca";386565,10;445863,84;540489,04;296322,43;1669240,41
"251560 Serra da Raiz";4488,37;25791,30;73786,11;25638,06;129703,84
"251570 Serra Grande";335,47;14745,85;15170,52;42212,45;72464,29
"251580 Serra Redonda";66885,33;43696,34;52680,90;50031,22;213293,79
"251590 Serraria";132103,99;225278,68;369014,59;305754,01;1032151,27
"251593 Sertãozinho";32442,90;40138,00;39232,60;14630,40;126443,90
"251597 Sobrado";36040,99;33240,83;18325,24;11227,53;98834,59
"251600 Solânea";754646,79;835221,33;887620,80;530468,45;3007957,37
"251610 Soledade";363706,78;428897,52;473140,80;322408,18;1588153,28
"251615 Sossêgo";101688,81;52454,22;82066,97;45382,80;281592,80
"251620 Sousa";2596607,88;3762741,24;4014534,12;3518001,00;13891884,24
"251630 Sumé";821229,06;1369505,48;820383,65;554260,57;3565378,76
"251640 Tacima";35501,09;34788,30;54651,38;28967,46;153908,23
"251650 Taperoá";592800,32;681978,43;539210,26;372484,65;2186473,66
"251660 Tavares";319516,49;444039,77;559614,67;328261,75;1651432,68
"251670 Teixeira";225991,67;238990,16;284653,60;77873,60;827509,03
"251675 Tenório";77737,36;105238,56;136986,13;73254,43;393216,48
"251680 Triunfo";630,00;8100,00;7694,39;9202,64;25627,03
"251690 Uiraúna";136420,79;139343,90;177346,27;77072,70;530183,66
"251700 Umbuzeiro";119648,60;139046,48;143304,76;95537,57;497537,41
"251710 Várzea";77159,63;53230,40;121501,93;143586,32;395478,28
"251720 Vieirópolis";27959,89;10119,65;18307,08;-;56386,62
"250550 Vista Serrana";7202,49;22879,13;18564,53;16898,05;65544,20
"251740 Zabelê";500,00;455,22;3824,84;-;4780,06
"250000 Paraíba - Gestão estadual";29705984,95;28886055,05;34859338,91;27577436,30;121028815,21
"260005 Abreu e Lima";2776157,82;2829581,59;1756993,19;1038691,43;8401424,03
"260010 Afogados da Ingazeira";1534076,56;1881096,70;2490809,97;2189796,95;8095780,18
"260020 Afrânio";495658,76;697411,83;721448,79;892225,85;2806745,23
"260030 Agrestina";1070851,67;1383412,49;1177887,61;541916,49;4174068,26
"260040 Água Preta";588451,84;626750,33;688880,74;446095,06;2350177,97
"260050 Águas Belas";395308,13;382333,58;400685,27;314599,37;1492926,35
"260060 Alagoinha";261544,62;231481,00;320419,08;169692,68;983137,38
"260070 Aliança";802702,22;898092,80;952965,14;644559,22;3298319,38
"260080 Altinho";364922,46;494300,62;598741,15;429941,83;1887906,06
"260090 Amaraji";809040,20;912391,93;691149,43;562086,74;2974668,30
"260100 Angelim";33610,01;151474,01;134223,74;88889,22;408196,98
"260105 Araçoiaba";591108,12;712365,85;670069,64;284670,36;2258213,97
"260110 Araripina";1703436,73;2159245,17;3059926,01;1160150,86;8082758,77
"260120 Arcoverde";2146956,27;2493531,54;3336023,95;2030002,93;10006514,69
"260130 Barra de Guabiraba";257073,60;223105,46;131128,95;104316,41;715624,42
"260140 Barreiros";1810989,03;2146455,89;1665736,96;1161110,36;6784292,24
"260150 Belém de Maria";235129,32;325569,11;329498,96;310052,77;1200250,16
"260160 Belém do São Francisco";2482,20;-;-;-;2482,20
"260170 Belo Jardim";1585062,16;1713742,39;1917763,68;1199829,13;6416397,36
"260180 Betânia";7473,68;84824,92;195317,19;141390,50;429006,29
"260190 Bezerros";1188253,63;2168399,29;1911975,06;1192318,40;6460946,38
"260200 Bodocó";1153795,57;1200439,11;1352911,48;946763,57;4653909,73
"260210 Bom Conselho";971535,36;981345,46;930884,08;549998,31;3433763,21
"260220 Bom Jardim";740067,31;782637,82;782149,99;636802,61;2941657,73
"260230 Bonito";1180373,54;1615703,00;1257788,34;702363,21;4756228,09
"260240 Brejão";239964,67;261571,17;295209,60;436730,22;1233475,66
"260250 Brejinho";315636,26;307907,59;306408,66;272565,42;1202517,93
"260260 Brejo da Madre de Deus";1127361,78;1111136,01;1228864,46;335973,90;3803336,15
"260270 Buenos Aires";427752,92;531967,61;450321,15;275133,72;1685175,40
"260280 Buíque";-;72121,79;812298,74;642102,99;1526523,52
"260290 Cabo de Santo Agostinho";9304048,21;10340822,30;12256982,42;7642199,37;39544052,30
"260300 Cabrobó";447764,76;118730,88;277588,86;561434,20;1405518,70
"260310 Cachoeirinha";423256,82;588475,52;693218,26;454420,79;2159371,39
"260320 Caetés";611098,16;679337,05;736419,01;456332,28;2483186,50
"260330 Calçado";270322,54;110795,72;387534,51;258333,20;1026985,97
"260340 Calumbi";239888,36;278931,63;289980,75;383784,27;1192585,01
"260345 Camaragibe";3985712,19;6053932,14;7334220,33;5980718,84;23354583,50
"260350 Camocim de São Félix";227972,51;494585,94;465689,25;242747,26;1430994,96
"260360 Camutanga";227753,56;269770,12;289892,03;170715,93;958131,64
"260370 Canhotinho";463276,79;613256,01;816149,84;742312,47;2634995,11
"260380 Capoeiras";431794,90;418448,25;446369,97;322047,10;1618660,22
"260390 Carnaíba";715566,90;1256469,67;1412045,84;985152,76;4369235,17
"260392 Carnaubeira da Penha";75101,81;23783,10;19300,09;17417,08;135602,08
"260400 Carpina";1281224,54;1723378,51;2165382,27;1190212,09;6360197,41
"260410 Caruaru";10089951,30;14503398,55;18225217,25;11241784,74;54060351,84
"260415 Casinhas";339299,75;403951,03;374224,80;405866,81;1523342,39
"260420 Catende";429506,75;235242,17;167574,40;272643,22;1104966,54
"260430 Cedro";374869,16;410969,15;321064,98;164015,10;1270918,39
"260440 Chã de Alegria";399610,16;699263,18;586013,99;446162,48;2131049,81
"260450 Chã Grande";967725,60;1487578,42;1259729,21;667853,83;4382887,06
"260460 Condado";479481,20;743943,97;684423,87;459053,08;2366902,12
"260470 Correntes";287917,77;270037,07;246533,69;203105,86;1007594,39
"260480 Cortês";525003,88;419648,72;671638,72;499227,55;2115518,87
"260490 Cumaru";362073,95;356428,73;355143,20;245230,48;1318876,36
"260500 Cupira";594415,88;667620,80;668702,41;350025,09;2280764,18
"260510 Custódia";293853,53;370234,02;1143863,00;792521,68;2600472,23
"260515 Dormentes";995841,63;898281,18;1076950,06;582856,06;3553928,93
"260520 Escada";1215316,80;1975057,63;1975532,84;1097929,06;6263836,33
"260530 Exu";803561,48;814739,47;920794,00;776394,46;3315489,41
"260540 Feira Nova";657021,83;893873,52;865138,31;504373,47;2920407,13
"260550 Ferreiros";267230,87;246530,18;216685,45;133515,77;863962,27
"260560 Flores";691588,73;750841,23;882190,89;701321,53;3025942,38
"260570 Floresta";256448,45;393435,54;349635,04;211371,58;1210890,61
"260580 Frei Miguelinho";239513,63;229602,88;235088,45;162378,33;866583,29
"260590 Gameleira";34571,76;64263,30;72925,18;70243,37;242003,61
"260600 Garanhuns";4610481,31;5319791,83;5830511,53;3837859,26;19598643,93
"260610 Glória do Goitá";555865,78;688331,85;700250,40;447613,35;2392061,38
"260620 Goiana";937296,91;1264513,63;1367931,76;1006916,89;4576659,19
"260630 Granito";93604,70;124693,99;93565,50;76755,85;388620,04
"260640 Gravatá";2017213,22;1825098,31;2081162,66;1930162,09;7853636,28
"260650 Iati";366715,62;405602,38;276607,46;149300,48;1198225,94
"260660 Ibimirim";579542,59;662593,50;685557,52;412259,91;2339953,52
"260670 Ibirajuba";122373,40;160323,68;158487,27;142396,18;583580,53
"260680 Igarassu";4001396,06;3249296,03;3931943,14;2574901,91;13757537,14
"260690 Iguaracy";342501,40;344665,18;485000,54;363671,84;1535838,96
"260760 Ilha de Itamaracá";520895,38;982545,17;730355,45;408673,43;2642469,43
"260700 Inajá";244169,08;256355,05;285654,48;217060,12;1003238,73
"260710 Ingazeira";133261,72;116829,77;122214,98;109151,57;481458,04
"260720 Ipojuca";6362202,91;8988077,61;11056286,74;6631652,03;33038219,29
"260730 Ipubi";100611,11;263630,94;207535,28;171294,04;743071,37
"260740 Itacuruba";36980,94;3000,00;16630,00;28371,94;84982,88
"260750 Itaíba";224960,44;547909,24;580232,71;454789,15;1807891,54
"260765 Itambé";770986,12;671269,34;710596,24;636145,40;2788997,10
"260770 Itapetim";295219,71;384716,67;425551,05;226113,70;1331601,13
"260775 Itapissuma";1034952,32;1025196,54;1095018,26;662565,42;3817732,54
"260780 Itaquitinga";526577,39;687758,91;639101,04;373251,11;2226688,45
"260790 Jaboatão dos Guararapes";14119284,58;18181229,27;23859947,72;15695403,72;71855865,29
"260795 Jaqueira";134,25;292,00;84295,83;31298,74;116020,82
"260800 Jataúba";205425,04;221218,51;274331,24;142760,56;843735,35
"260805 Jatobá";186435,70;362639,59;364610,38;212261,05;1125946,72
"260810 João Alfredo";836630,02;918467,00;872151,17;627591,71;3254839,90
"260820 Joaquim Nabuco";221719,65;231257,96;226897,57;123846,71;803721,89
"260825 Jucati";143833,48;146243,33;173609,14;107226,14;570912,09
"260830 Jupi";512424,93;528715,00;653496,68;514366,14;2209002,75
"260840 Jurema";371248,47;407924,97;447156,03;281807,01;1508136,48
"260850 Lagoa de Itaenga";610401,92;664860,73;887494,78;515665,69;2678423,12
"260845 Lagoa do Carro";411850,18;498920,27;461450,89;323788,95;1696010,29
"260860 Lagoa do Ouro";447297,16;526087,45;655228,05;370176,31;1998788,97
"260870 Lagoa dos Gatos";173046,73;150744,24;156219,35;84878,25;564888,57
"260875 Lagoa Grande";72034,91;141940,22;127510,10;53768,84;395254,07
"260880 Lajedo";714345,09;635414,23;622066,15;572942,25;2544767,72
"260890 Limoeiro";3447718,38;5044908,62;4244550,64;2464161,12;15201338,76
"260900 Macaparana";551324,75;576322,55;643719,25;449966,20;2221332,75
"260910 Machados";579111,55;617550,41;518854,42;292641,60;2008157,98
"260915 Manari";2158,37;566701,02;548730,48;310205,47;1427795,34
"260930 Mirandiba";569520,70;682116,56;638192,11;226440,02;2116269,39
"261430 Moreilândia";449390,75;324060,83;304467,45;353047,46;1430966,49
"260940 Moreno";1051006,32;1347276,92;3215649,32;2128601,89;7742534,45
"260950 Nazaré da Mata";241195,74;175762,98;336272,59;284173,76;1037405,07
"260960 Olinda";12064485,08;16798876,67;17747391,96;11526101,24;58136854,95
"260970 Orobó";1291639,45;952245,26;1291310,88;610622,12;4145817,71
"260980 Orocó";-;-;458248,68;313249,64;771498,32
"260990 Ouricuri";409783,58;843850,92;529918,06;386081,92;2169634,48
"261000 Palmares";1471374,65;1189588,24;1613185,99;1371251,71;5645400,59
"261010 Palmeirina";153756,05;141486,41;152314,77;68945,52;516502,75
"261020 Panelas";479192,49;523755,39;428791,79;131076,86;1562816,53
"261030 Paranatama";262542,52;427943,23;472998,86;361104,45;1524589,06
"261040 Parnamirim";445832,18;647865,42;668626,01;396939,80;2159263,41
"261050 Passira";679085,89;732844,92;737240,53;481720,59;2630891,93
"261060 Paudalho";1373010,65;2375201,91;2490762,02;2093543,97;8332518,55
"261070 Paulista";5236129,63;6938416,23;6291767,67;6135923,10;24602236,63
"261080 Pedra";475868,76;511949,66;486181,30;190866,99;1664866,71
"261090 Pesqueira";1759904,66;1807546,69;1967257,13;1135275,13;6669983,61
"261100 Petrolândia";720291,36;872219,44;817399,43;544892,00;2954802,23
"261110 Petrolina";10433139,64;12512160,46;13661044,34;10058841,72;46665186,16
"261120 Poção";385566,03;460308,36;548654,38;399864,09;1794392,86
"261130 Pombos";603580,59;700552,76;525497,51;342060,41;2171691,27
"261140 Primavera";183916,87;243870,16;270896,95;203061,11;901745,09
"261150 Quipapá";477758,28;400374,18;438828,48;423418,19;1740379,13
"261153 Quixaba";181849,44;285106,55;383816,37;205830,82;1056603,18
"261160 Recife";56243422,47;63316556,49;74547318,04;46621416,74;240728713,74
"261170 Riacho das Almas";553545,12;636071,47;561680,28;189291,47;1940588,34
"261180 Ribeirão";396364,99;407428,91;411314,66;290408,92;1505517,48
"261190 Rio Formoso";328229,65;410571,43;457327,96;424887,90;1621016,94
"261200 Sairé";223698,85;278159,42;276483,34;183523,18;961864,79
"261210 Salgadinho";197236,18;111955,04;214345,39;190517,30;714053,91
"261220 Salgueiro";371222,98;401441,40;489630,86;303499,17;1565794,41
"261230 Saloá";92094,98;211850,48;409401,89;235170,56;948517,91
"261240 Sanharó";287325,21;333752,12;403810,66;215336,80;1240224,79
"261245 Santa Cruz";485175,95;359036,93;342847,11;356416,32;1543476,31
"261247 Santa Cruz da Baixa Verde";487608,66;88850,04;202893,03;167230,78;946582,51
"261250 Santa Cruz do Capibaribe";2325129,68;2361059,41;2581561,62;1659966,11;8927716,82
"261255 Santa Filomena";332319,17;440615,32;523685,83;322276,70;1618897,02
"261260 Santa Maria da Boa Vista";165956,31;252733,81;132996,80;135116,72;686803,64
"261270 Santa Maria do Cambucá";205596,32;187470,44;247086,53;237813,36;877966,65
"261280 Santa Terezinha";239346,85;326063,29;405539,17;232148,92;1203098,23
"261290 São Benedito do Sul";38239,29;102639,12;82183,80;37136,67;260198,88
"261300 São Bento do Una";393752,00;595172,98;579578,11;487282,72;2055785,81
"261310 São Caitano";621188,04;833701,87;988627,50;625081,11;3068598,52
"261320 São João";450107,23;556944,34;605719,38;380689,27;1993460,22
"261330 São Joaquim do Monte";757894,04;913108,39;697902,87;504327,24;2873232,54
"261340 São José da Coroa Grande";953350,53;1403434,78;704300,07;585713,94;3646799,32
"261350 São José do Belmonte";163038,36;187540,75;179681,49;91006,06;621266,66
"261360 São José do Egito";519770,49;584051,66;1371592,17;1002143,25;3477557,57
"261370 São Lourenço da Mata";927029,41;1196119,74;1745166,92;960548,24;4828864,31
"261380 São Vicente Ferrer";349542,99;361679,07;373228,92;247592,49;1332043,47
"261390 Serra Talhada";1959729,46;2778111,72;3378039,69;2431911,40;10547792,27
"261400 Serrita";124737,86;120578,22;147033,42;152466,69;544816,19
"261410 Sertânia";160255,24;273026,42;2103849,62;1090421,20;3627552,48
"261420 Sirinhaém";857664,18;1138379,88;1503209,14;1134738,94;4633992,14
"261440 Solidão";51659,07;93309,82;140321,50;172267,18;457557,57
"261450 Surubim";1864406,61;3448566,03;3459859,93;2494846,66;11267679,23
"261460 Tabira";1518315,33;1444061,54;1487720,43;960656,34;5410753,64
"261470 Tacaimbó";8659,29;69079,85;126430,35;140508,14;344677,63
"261480 Tacaratu";38655,00;-;546048,19;309127,97;893831,16
"261485 Tamandaré";535196,40;763727,33;1155433,92;905125,78;3359483,43
"261500 Taquaritinga do Norte";395739,22;351592,21;398093,48;292184,02;1437608,93
"261510 Terezinha";101673,78;134948,76;202145,09;180764,10;619531,73
"261520 Terra Nova";79546,53;123754,61;114754,53;67434,56;385490,23
"261530 Timbaúba";2043122,10;1597511,73;1489929,14;1086065,92;6216628,89
"261540 Toritama";968232,40;1076636,56;1082342,54;739348,72;3866560,22
"261550 Tracunhaém";73950,08;211881,70;170018,65;169103,94;624954,37
"261560 Trindade";592190,65;842080,73;876280,26;519742,75;2830294,39
"261570 Triunfo";52216,47;88825,80;330074,21;213033,86;684150,34
"261580 Tupanatinga";190664,40;260602,57;301512,15;271898,17;1024677,29
"261590 Tuparetama";272824,29;517452,51;600223,54;338321,05;1728821,39
"261600 Venturosa";696972,57;727624,32;1012280,66;746232,48;3183110,03
"261610 Verdejante";75940,58;159526,96;95698,58;44731,95;375898,07
"261618 Vertente do Lério";121918,43;140371,79;210611,77;145549,88;618451,87
"261620 Vertentes";672801,31;696373,05;931494,66;860993,72;3161662,74
"261630 Vicência";463155,95;545537,43;637218,06;333143,60;1979055,04
"261640 Vitória de Santo Antão";2495595,06;2972380,04;3290554,57;2473984,52;11232514,19
"261650 Xexéu";478895,98;500080,41;488650,41;274055,06;1741681,86
"260000 Pernambuco - Gestão estadual";403588394,13;426337503,84;424016599,39;352788140,13;1606730637,49
"270010 Água Branca";196180,00;440744,79;382109,99;302819,29;1321854,07
"270020 Anadia";350595,13;371548,27;370076,08;220639,53;1312859,01
"270030 Arapiraca";29301356,07;33248879,40;32941843,02;26251657,52;121743736,01
"270040 Atalaia";911162,96;1343436,89;1513588,42;1330971,53;5099159,80
"270050 Barra de Santo Antônio";247709,12;347463,12;448657,11;450537,64;1494366,99
"270060 Barra de São Miguel";181734,39;98647,23;109346,40;93200,70;482928,72
"270070 Batalha";487810,27;601613,42;756062,90;563152,23;2408638,82
"270080 Belém";25104,50;65510,50;101312,10;50641,10;242568,20
"270090 Belo Monte";29774,55;104150,09;170329,25;141991,72;446245,61
"270100 Boca da Mata";358368,86;620900,13;640248,98;612334,73;2231852,70
"270110 Branquinha";132581,75;135765,16;254380,16;157696,26;680423,33
"270120 Cacimbinhas";162013,16;223332,50;237589,93;135755,68;758691,27
"270130 Cajueiro";189923,78;279600,81;503335,20;360528,00;1333387,79
"270135 Campestre";21061,58;12285,69;66979,00;32455,28;132781,55
"270140 Campo Alegre";1250833,82;2015494,67;2097449,93;1380844,99;6744623,41
"270150 Campo Grande";37275,79;55716,48;30224,88;45492,50;168709,65
"270160 Canapi";182316,61;411386,80;554976,99;405081,08;1553761,48
"270170 Capela";953227,71;1248511,45;1566296,88;1827242,95;5595278,99
"270180 Carneiros";75056,67;88154,27;120223,34;77812,95;361247,23
"270190 Chã Preta";38984,72;49678,02;70627,41;41318,79;200608,94
"270200 Coité do Nóia";225525,98;306960,01;292166,22;200141,81;1024794,02
"270210 Colônia Leopoldina";100659,68;484265,20;754497,37;624618,62;1964040,87
"270220 Coqueiro Seco";58987,15;172032,48;207410,22;128775,40;567205,25
"270230 Coruripe";2382387,53;2715354,04;2782932,79;2650140,28;10530814,64
"270235 Craíbas";358023,76;437849,98;547746,76;330321,68;1673942,18
"270240 Delmiro Gouveia";1918346,59;1706136,66;1904988,10;1249694,11;6779165,46
"270250 Dois Riachos";127512,40;176426,87;215674,81;267857,25;787471,33
"270255 Estrela de Alagoas";9797,70;8062,52;72680,57;43192,34;133733,13
"270260 Feira Grande";298413,07;588346,88;667726,25;570429,30;2124915,50
"270270 Feliz Deserto";23984,50;35448,67;45854,22;26613,40;131900,79
"270280 Flexeiras";290653,88;279752,98;292872,97;225808,25;1089088,08
"270290 Girau do Ponciano";181304,83;318576,90;487622,96;459970,66;1447475,35
"270300 Ibateguara";384034,25;324637,37;510636,58;523811,68;1743119,88
"270310 Igaci";488429,04;451411,78;609489,00;431182,24;1980512,06
"270320 Igreja Nova";327559,24;352644,99;384743,76;213031,18;1277979,17
"270330 Inhapi";595918,82;672852,72;924866,69;800185,87;2993824,10
"270340 Jacaré dos Homens";4088,52;36925,45;118057,10;71697,40;230768,47
"270350 Jacuípe";9905,01;10685,04;5396,65;845,16;26831,86
"270360 Japaratinga";39831,59;60008,54;51095,46;42286,15;193221,74
"270370 Jaramataia";23606,13;17348,00;54876,87;32900,95;128731,95
"270375 Jequiá da Praia";223326,47;332492,95;403042,06;225811,49;1184672,97
"270380 Joaquim Gomes";300211,45;285053,71;352454,44;326773,74;1264493,34
"270390 Jundiá";32792,35;25998,12;25956,02;7321,65;92068,14
"270400 Junqueiro";778521,17;814799,55;793321,17;536273,45;2922915,34
"270410 Lagoa da Canoa";919166,97;995778,34;764440,89;234726,09;2914112,29
"270420 Limoeiro de Anadia";466543,43;607773,64;732180,64;524726,79;2331224,50
"270430 Maceió";90359777,66;121892436,35;120734772,05;97288724,61;430275710,67
"270440 Major Isidoro";436185,34;423352,42;396504,65;341711,71;1597754,12
"270490 Mar Vermelho";11,16;1868,00;2802,00;2096,83;6777,99
"270450 Maragogi";529232,00;302433,95;394024,35;739920,36;1965610,66
"270460 Maravilha";87,75;64714,20;81321,89;63378,75;209502,59
"270470 Marechal Deodoro";1642564,10;1952100,49;2048092,91;1636937,20;7279694,70
"270480 Maribondo";255011,76;409607,94;1369897,15;712129,20;2746646,05
"270500 Mata Grande";490224,82;581971,13;652610,12;454127,20;2178933,27
"270510 Matriz de Camaragibe";504340,07;526578,98;610887,94;426992,66;2068799,65
"270520 Messias";257769,95;364840,59;452092,19;328976,62;1403679,35
"270530 Minador do Negrão";68831,40;86644,20;111048,70;96707,70;363232,00
"270540 Monteirópolis";60250,35;96223,83;145653,39;81013,01;383140,58
"270550 Murici";1103716,58;1260176,17;1289375,14;1038013,26;4691281,15
"270560 Novo Lino";173639,89;151147,03;143523,40;132947,97;601258,29
"270570 Olho d'Água das Flores";622260,30;524862,05;612628,06;613114,68;2372865,09
"270580 Olho d'Água do Casado";6350,85;-;9637,59;15323,73;31312,17
"270590 Olho d'Água Grande";12393,57;30436,76;32554,88;13878,49;89263,70
"270600 Olivença";80820,70;85604,35;100538,92;68316,96;335280,93
"270610 Ouro Branco";85255,16;42003,93;46418,39;37171,97;210849,45
"270620 Palestina";-;-;8297,76;33124,17;41421,93
"270630 Palmeira dos Índios";4248575,42;4883986,87;5296735,47;4220251,70;18649549,46
"270640 Pão de Açúcar";287695,78;1013933,33;1149698,68;558780,85;3010108,64
"270642 Pariconha";170666,99;140584,29;94878,28;80556,46;486686,02
"270644 Paripueira";241798,86;316566,24;347055,09;237327,12;1142747,31
"270650 Passo de Camaragibe";21220,20;122708,96;173981,42;135559,14;453469,72
"270660 Paulo Jacinto";247889,52;322439,79;382019,38;313448,66;1265797,35
"270670 Penedo";3260428,17;3823371,66;5644956,35;4126333,34;16855089,52
"270680 Piaçabuçu";400949,02;517590,59;455108,52;665228,56;2038876,69
"270690 Pilar";1034052,80;1369903,36;1501369,24;1238757,95;5144083,35
"270700 Pindoba";65601,20;85832,28;116735,13;98512,56;366681,17
"270710 Piranhas";231721,29;326185,67;414934,36;337088,85;1309930,17
"270720 Poço das Trincheiras";66179,10;117538,10;113842,64;88803,72;386363,56
"270730 Porto Calvo";1261921,04;1456929,83;1718967,14;1358247,94;5796065,95
"270740 Porto de Pedras";25844,38;116973,91;118790,55;101110,99;362719,83
"270750 Porto Real do Colégio";136980,01;139458,85;243477,59;223468,70;743385,15
"270760 Quebrangulo";496667,46;585613,18;547867,94;320987,36;1951135,94
"270770 Rio Largo";529139,17;892643,58;1281116,37;1010631,31;3713530,43
"270780 Roteiro";27118,55;79552,51;147884,32;106412,50;360967,88
"270790 Santa Luzia do Norte";-;-;39008,94;79739,58;118748,52
"270800 Santana do Ipanema";3558799,16;5548546,09;4712478,88;3650501,76;17470325,89
"270810 Santana do Mundaú";89070,59;159002,76;197867,39;96671,36;542612,10
"270820 São Brás";63761,75;92322,72;94929,63;41545,73;292559,83
"270830 São José da Laje";954716,03;1662554,95;2428707,53;2408275,69;7454254,20
"270840 São José da Tapera";781744,28;989058,01;1162001,90;957231,53;3890035,72
"270850 São Luís do Quitunde";533390,40;811385,72;588773,38;529884,04;2463433,54
"270860 São Miguel dos Campos";2096962,05;2250690,03;2872238,41;2287721,05;9507611,54
"270870 São Miguel dos Milagres";11762,52;35648,63;93312,72;27239,07;167962,94
"270880 São Sebastião";106989,48;158780,73;293424,78;321978,48;881173,47
"270890 Satuba";59865,89;67215,94;60742,52;47060,25;234884,60
"270895 Senador Rui Palmeira";78989,34;106737,16;127226,17;172235,38;485188,05
"270900 Tanque d'Arca";32723,94;55294,64;60630,79;23341,72;171991,09
"270910 Taquarana";612347,60;610712,20;617706,25;293089,31;2133855,36
"270915 Teotônio Vilela";1702296,71;2248354,48;2448622,19;1825657,63;8224931,01
"270920 Traipu";474112,90;383050,91;423696,80;400058,47;1680919,08
"270930 União dos Palmares";2142563,25;2566651,96;2680068,01;1895545,49;9284828,71
"270940 Viçosa";795684,98;922038,37;1084723,93;748360,44;3550807,72
"270000 Alagoas - Gestão estadual";35153208,94;34102773,70;33545491,63;28549406,18;131350880,45
"280010 Amparo de São Francisco";1456,37;16720,74;22172,07;2194,50;42543,68
"280020 Aquidabã";57023,00;65671,20;81446,40;61420,80;265561,40
"280030 Aracaju";31360725,82;31955420,50;31241051,89;24445566,37;119002764,58
"280040 Arauá";182681,64;248806,33;256931,88;154663,75;843083,60
"280050 Areia Branca";138019,43;223935,35;319990,73;176364,19;858309,70
"280060 Barra dos Coqueiros";617142,59;691881,58;1076540,09;855164,18;3240728,44
