,UF,cod_ibge,Mes,Obitos,Regiao
0,AC,120001,7,1,N
1,AC,120001,9,1,N
2,AC,120001,10,1,N
3,AC,120001,12,2,N
4,AC,120005,6,1,N
5,AC,120010,6,2,N
6,AC,120010,7,1,N
7,AC,120010,8,3,N
8,AC,120010,9,1,N
9,AC,120010,12,1,N
10,AC,120013,7,1,N
11,AC,120013,9,1,N
12,AC,120017,5,1,N
13,AC,120017,6,3,N
14,AC,120020,5,10,N
15,AC,120020,6,25,N
16,AC,120020,7,16,N
17,AC,120020,8,2,N
18,AC,120020,9,3,N
19,AC,120020,10,1,N
20,AC,120020,11,2,N
21,AC,120020,12,1,N
22,AC,120025,5,1,N
23,AC,120025,7,1,N
24,AC,120030,6,1,N
25,AC,120030,7,1,N
26,AC,120030,9,1,N
27,AC,120033,6,1,N
28,AC,120034,6,1,N
29,AC,120034,7,1,N
30,AC,120034,12,1,N
31,AC,120035,11,1,N
32,AC,120035,12,1,N
33,AC,120038,4,1,N
34,AC,120038,5,2,N
35,AC,120038,6,3,N
36,AC,120038,7,2,N
37,AC,120040,4,21,N
38,AC,120040,5,127,N
39,AC,120040,6,137,N
40,AC,120040,7,74,N
41,AC,120040,8,32,N
42,AC,120040,9,21,N
43,AC,120040,10,20,N
44,AC,120040,11,25,N
45,AC,120040,12,54,N
46,AC,120042,6,1,N
47,AC,120042,8,1,N
48,AC,120043,6,2,N
49,AC,120045,6,3,N
50,AC,120045,7,2,N
51,AC,120045,8,2,N
52,AC,120045,9,1,N
53,AC,120045,12,1,N
54,AC,120050,6,2,N
55,AC,120050,7,1,N
56,AC,120050,8,2,N
57,AC,120050,11,1,N
58,AC,120050,12,1,N
59,AC,120070,5,1,N
60,AC,120070,6,1,N
61,AC,120070,7,1,N
62,AC,120070,8,1,N
63,AC,120080,5,2,N
64,AC,120080,6,1,N
65,AC,120080,7,1,N
66,AC,120080,8,2,N
67,AC,120080,12,1,N
68,AL,270010,5,3,NE
69,AL,270010,6,1,NE
70,AL,270010,7,1,NE
71,AL,270010,11,1,NE
72,AL,270020,4,3,NE
73,AL,270020,6,3,NE
74,AL,270020,7,6,NE
75,AL,270020,9,1,NE
76,AL,270020,11,1,NE
77,AL,270030,4,2,NE
78,AL,270030,5,42,NE
79,AL,270030,6,97,NE
80,AL,270030,7,58,NE
81,AL,270030,8,19,NE
82,AL,270030,9,21,NE
83,AL,270030,10,9,NE
84,AL,270030,11,14,NE
85,AL,270030,12,9,NE
86,AL,270040,5,6,NE
87,AL,270040,6,2,NE
88,AL,270040,7,7,NE
89,AL,270040,8,1,NE
90,AL,270040,11,1,NE
91,AL,270040,12,3,NE
92,AL,270050,5,6,NE
93,AL,270050,6,3,NE
94,AL,270050,8,1,NE
95,AL,270050,9,2,NE
96,AL,270060,5,1,NE
97,AL,270060,6,2,NE
98,AL,270060,7,1,NE
99,AL,270070,4,1,NE
100,AL,270070,6,4,NE
101,AL,270070,7,3,NE
102,AL,270070,8,2,NE
103,AL,270070,9,3,NE
104,AL,270080,5,1,NE
105,AL,270080,7,1,NE
106,AL,270080,8,1,NE
107,AL,270080,11,2,NE
108,AL,270080,12,1,NE
109,AL,270090,7,2,NE
110,AL,270090,9,1,NE
111,AL,270090,11,1,NE
112,AL,270100,5,4,NE
113,AL,270100,6,10,NE
114,AL,270100,7,5,NE
115,AL,270100,8,1,NE
116,AL,270100,9,1,NE
117,AL,270100,10,2,NE
118,AL,270110,5,1,NE
119,AL,270110,6,2,NE
120,AL,270110,7,2,NE
121,AL,270120,5,1,NE
122,AL,270120,11,1,NE
123,AL,270130,5,2,NE
124,AL,270130,6,8,NE
125,AL,270130,7,3,NE
126,AL,270130,8,1,NE
127,AL,270130,10,2,NE
128,AL,270135,4,2,NE
129,AL,270135,5,4,NE
130,AL,270135,6,6,NE
131,AL,270135,8,1,NE
132,AL,270140,3,1,NE
133,AL,270140,5,1,NE
134,AL,270140,6,21,NE
135,AL,270140,7,4,NE
136,AL,270140,8,4,NE
137,AL,270140,9,2,NE
138,AL,270140,12,1,NE
139,AL,270150,5,4,NE
140,AL,270150,7,3,NE
141,AL,270150,8,3,NE
142,AL,270150,9,2,NE
143,AL,270160,5,1,NE
144,AL,270160,8,1,NE
145,AL,270160,9,2,NE
146,AL,270170,5,1,NE
147,AL,270170,6,2,NE
148,AL,270170,7,4,NE
149,AL,270170,8,1,NE
150,AL,270170,12,1,NE
151,AL,270180,6,1,NE
152,AL,270180,8,1,NE
153,AL,270190,8,2,NE
154,AL,270200,6,1,NE
155,AL,270200,7,2,NE
156,AL,270200,10,1,NE
157,AL,270200,11,1,NE
158,AL,270200,12,1,NE
159,AL,270210,5,3,NE
160,AL,270210,6,6,NE
161,AL,270210,7,4,NE
162,AL,270210,8,1,NE
163,AL,270210,11,1,NE
164,AL,270210,12,1,NE
165,AL,270220,5,1,NE
166,AL,270220,6,4,NE
167,AL,270230,5,13,NE
168,AL,270230,6,13,NE
169,AL,270230,7,7,NE
170,AL,270230,8,2,NE
171,AL,270230,9,2,NE
172,AL,270230,10,1,NE
173,AL,270230,12,1,NE
174,AL,270235,5,3,NE
175,AL,270235,6,3,NE
176,AL,270235,7,1,NE
177,AL,270235,8,2,NE
178,AL,270235,10,1,NE
179,AL,270235,12,1,NE
180,AL,270240,5,5,NE
181,AL,270240,6,6,NE
182,AL,270240,7,6,NE
183,AL,270240,8,6,NE
184,AL,270240,9,2,NE
185,AL,270240,10,2,NE
186,AL,270240,11,2,NE
187,AL,270240,12,4,NE
188,AL,270250,8,1,NE
189,AL,270250,10,1,NE
190,AL,270250,12,1,NE
191,AL,270255,5,1,NE
192,AL,270255,7,2,NE
193,AL,270255,9,3,NE
194,AL,270255,11,2,NE
195,AL,270260,6,3,NE
196,AL,270260,7,2,NE
197,AL,270260,8,1,NE
198,AL,270260,9,1,NE
199,AL,270270,6,1,NE
200,AL,270270,8,1,NE
201,AL,270280,4,1,NE
202,AL,270280,5,1,NE
203,AL,270280,6,1,NE
204,AL,270280,7,1,NE
205,AL,270280,8,1,NE
206,AL,270290,5,1,NE
207,AL,270290,6,12,NE
208,AL,270290,7,10,NE
209,AL,270290,8,8,NE
210,AL,270290,9,2,NE
211,AL,270290,10,3,NE
212,AL,270290,11,1,NE
213,AL,270290,12,2,NE
214,AL,270300,4,1,NE
215,AL,270300,5,3,NE
216,AL,270300,6,2,NE
217,AL,270300,7,4,NE
218,AL,270300,8,1,NE
219,AL,270310,7,1,NE
220,AL,270310,8,1,NE
221,AL,270310,9,1,NE
222,AL,270310,10,1,NE
223,AL,270310,11,1,NE
224,AL,270310,12,2,NE
225,AL,270320,5,1,NE
226,AL,270320,6,5,NE
227,AL,270320,7,1,NE
228,AL,270320,10,1,NE
229,AL,270320,12,2,NE
230,AL,270330,6,1,NE
231,AL,270330,7,2,NE
232,AL,270330,8,2,NE
233,AL,270330,11,1,NE
234,AL,270340,7,1,NE
235,AL,270350,12,1,NE
236,AL,270360,5,1,NE
237,AL,270360,6,4,NE
238,AL,270360,7,3,NE
239,AL,270360,12,1,NE
240,AL,270370,8,1,NE
241,AL,270375,5,7,NE
242,AL,270380,4,1,NE
243,AL,270380,5,6,NE
244,AL,270380,6,6,NE
245,AL,270380,7,4,NE
246,AL,270380,8,2,NE
247,AL,270380,9,1,NE
248,AL,270380,11,1,NE
249,AL,270380,12,1,NE
250,AL,270390,5,2,NE
251,AL,270390,6,2,NE
252,AL,270400,5,6,NE
253,AL,270400,6,4,NE
254,AL,270400,7,4,NE
255,AL,270400,8,3,NE
256,AL,270400,9,1,NE
257,AL,270400,11,1,NE
258,AL,270410,4,1,NE
259,AL,270410,5,1,NE
260,AL,270410,7,7,NE
261,AL,270410,8,1,NE
262,AL,270410,9,1,NE
263,AL,270410,10,1,NE
264,AL,270410,11,1,NE
265,AL,270420,4,1,NE
266,AL,270420,5,2,NE
267,AL,270420,6,3,NE
268,AL,270420,7,8,NE
269,AL,270420,8,2,NE
270,AL,270420,9,1,NE
271,AL,270420,10,1,NE
272,AL,270420,11,1,NE
273,AL,270420,12,2,NE
274,AL,270430,3,1,NE
275,AL,270430,4,65,NE
276,AL,270430,5,519,NE
277,AL,270430,6,386,NE
278,AL,270430,7,130,NE
279,AL,270430,8,47,NE
280,AL,270430,9,41,NE
281,AL,270430,10,31,NE
282,AL,270430,11,22,NE
283,AL,270430,12,106,NE
284,AL,270440,5,1,NE
285,AL,270440,6,3,NE
286,AL,270440,7,5,NE
287,AL,270440,11,1,NE
288,AL,270450,4,2,NE
289,AL,270450,5,9,NE
290,AL,270450,6,5,NE
291,AL,270450,7,1,NE
292,AL,270450,8,1,NE
293,AL,270450,9,1,NE
294,AL,270450,10,1,NE
295,AL,270450,11,1,NE
296,AL,270450,12,5,NE
297,AL,270460,5,1,NE
298,AL,270470,4,3,NE
299,AL,270470,5,13,NE
300,AL,270470,6,10,NE
301,AL,270470,7,8,NE
302,AL,270470,8,4,NE
303,AL,270470,9,3,NE
304,AL,270470,12,5,NE
305,AL,270480,4,1,NE
306,AL,270480,5,1,NE
307,AL,270480,6,5,NE
308,AL,270480,7,4,NE
309,AL,270480,8,3,NE
310,AL,270480,9,1,NE
311,AL,270490,7,1,NE
312,AL,270500,7,2,NE
313,AL,270500,8,1,NE
314,AL,270500,10,1,NE
315,AL,270500,11,2,NE
316,AL,270500,12,1,NE
317,AL,270510,4,1,NE
318,AL,270510,5,7,NE
319,AL,270510,6,16,NE
320,AL,270510,7,1,NE
321,AL,270510,9,1,NE
322,AL,270510,10,1,NE
323,AL,270520,5,8,NE
324,AL,270520,6,4,NE
325,AL,270520,7,3,NE
326,AL,270520,8,1,NE
327,AL,270520,9,2,NE
328,AL,270530,7,1,NE
329,AL,270530,12,1,NE
330,AL,270540,8,2,NE
331,AL,270550,4,1,NE
332,AL,270550,5,6,NE
333,AL,270550,6,7,NE
334,AL,270550,7,6,NE
335,AL,270550,9,2,NE
336,AL,270550,11,1,NE
337,AL,270560,5,1,NE
338,AL,270560,6,4,NE
339,AL,270560,7,2,NE
340,AL,270560,9,1,NE
341,AL,270570,4,1,NE
342,AL,270570,5,2,NE
343,AL,270570,6,2,NE
344,AL,270570,7,2,NE
345,AL,270570,8,3,NE
346,AL,270570,12,1,NE
347,AL,270580,8,1,NE
348,AL,270580,9,1,NE
349,AL,270590,5,2,NE
350,AL,270590,7,1,NE
351,AL,270600,5,1,NE
352,AL,270600,8,1,NE
353,AL,270610,5,1,NE
354,AL,270610,6,1,NE
355,AL,270620,9,3,NE
356,AL,270630,5,6,NE
357,AL,270630,6,16,NE
358,AL,270630,7,15,NE
359,AL,270630,8,5,NE
360,AL,270630,9,9,NE
361,AL,270630,10,3,NE
362,AL,270630,11,4,NE
363,AL,270630,12,6,NE
364,AL,270640,5,3,NE
365,AL,270640,6,2,NE
366,AL,270640,7,4,NE
367,AL,270640,8,1,NE
368,AL,270640,12,1,NE
369,AL,270642,8,1,NE
370,AL,270642,12,2,NE
371,AL,270644,5,1,NE
372,AL,270644,6,3,NE
373,AL,270644,9,1,NE
374,AL,270650,5,3,NE
375,AL,270650,6,5,NE
376,AL,270650,9,1,NE
377,AL,270660,5,3,NE
378,AL,270660,6,2,NE
379,AL,270670,5,3,NE
380,AL,270670,6,7,NE
381,AL,270670,7,12,NE
382,AL,270670,8,2,NE
383,AL,270670,9,1,NE
384,AL,270670,10,1,NE
385,AL,270680,4,1,NE
386,AL,270680,5,3,NE
387,AL,270680,6,2,NE
388,AL,270680,7,1,NE
389,AL,270680,8,3,NE
390,AL,270680,10,1,NE
391,AL,270690,4,2,NE
392,AL,270690,5,11,NE
393,AL,270690,6,19,NE
394,AL,270690,7,2,NE
395,AL,270690,8,1,NE
396,AL,270690,9,2,NE
397,AL,270690,12,2,NE
398,AL,270710,5,2,NE
399,AL,270710,6,1,NE
400,AL,270710,7,1,NE
401,AL,270710,8,2,NE
402,AL,270710,11,1,NE
403,AL,270720,5,2,NE
404,AL,270720,6,1,NE
405,AL,270720,12,1,NE
406,AL,270730,5,5,NE
407,AL,270730,6,6,NE
408,AL,270730,7,5,NE
409,AL,270730,8,1,NE
410,AL,270730,9,2,NE
411,AL,270730,10,2,NE
412,AL,270740,7,1,NE
413,AL,270740,8,1,NE
414,AL,270750,5,1,NE
415,AL,270750,6,3,NE
416,AL,270750,7,1,NE
417,AL,270750,9,1,NE
418,AL,270750,11,1,NE
419,AL,270760,6,2,NE
420,AL,270760,11,1,NE
421,AL,270770,5,30,NE
422,AL,270770,6,19,NE
423,AL,270770,7,11,NE
424,AL,270770,8,3,NE
425,AL,270770,9,2,NE
426,AL,270770,10,2,NE
427,AL,270770,11,1,NE
428,AL,270770,12,3,NE
429,AL,270780,5,1,NE
430,AL,270780,6,3,NE
431,AL,270780,7,2,NE
432,AL,270780,12,1,NE
433,AL,270790,5,1,NE
434,AL,270790,6,2,NE
435,AL,270790,8,2,NE
436,AL,270800,5,4,NE
437,AL,270800,6,2,NE
438,AL,270800,7,8,NE
439,AL,270800,8,7,NE
440,AL,270800,10,1,NE
441,AL,270800,11,2,NE
442,AL,270800,12,4,NE
443,AL,270810,5,2,NE
444,AL,270810,7,1,NE
445,AL,270810,10,1,NE
446,AL,270810,12,1,NE
447,AL,270820,6,1,NE
448,AL,270820,7,1,NE
449,AL,270820,12,1,NE
450,AL,270830,5,1,NE
451,AL,270830,6,3,NE
452,AL,270830,7,3,NE
453,AL,270830,10,1,NE
454,AL,270830,11,1,NE
455,AL,270840,6,2,NE
456,AL,270840,7,2,NE
457,AL,270840,8,4,NE
458,AL,270840,10,1,NE
459,AL,270840,11,1,NE
460,AL,270850,5,6,NE
461,AL,270850,6,7,NE
462,AL,270850,8,1,NE
463,AL,270850,9,1,NE
464,AL,270850,10,1,NE
465,AL,270850,11,1,NE
466,AL,270860,5,11,NE
467,AL,270860,6,21,NE
468,AL,270860,7,7,NE
469,AL,270860,8,3,NE
470,AL,270860,9,2,NE
471,AL,270860,11,2,NE
472,AL,270860,12,2,NE
473,AL,270870,4,1,NE
474,AL,270870,5,1,NE
475,AL,270870,6,2,NE
476,AL,270870,7,1,NE
477,AL,270870,9,1,NE
478,AL,270880,5,1,NE
479,AL,270880,6,7,NE
480,AL,270880,7,4,NE
481,AL,270880,8,3,NE
482,AL,270880,9,1,NE
483,AL,270880,11,1,NE
484,AL,270880,12,1,NE
485,AL,270890,5,5,NE
486,AL,270890,6,11,NE
487,AL,270890,7,1,NE
488,AL,270895,5,1,NE
489,AL,270895,6,2,NE
490,AL,270895,7,1,NE
491,AL,270895,12,1,NE
492,AL,270900,6,2,NE
493,AL,270900,10,1,NE
494,AL,270910,6,1,NE
495,AL,270910,7,2,NE
496,AL,270910,10,2,NE
497,AL,270910,11,1,NE
498,AL,270915,5,10,NE
499,AL,270915,6,23,NE
500,AL,270915,7,10,NE
501,AL,270915,8,2,NE
502,AL,270915,9,2,NE
503,AL,270915,10,1,NE
504,AL,270915,11,1,NE
505,AL,270915,12,2,NE
506,AL,270920,5,1,NE
507,AL,270920,6,4,NE
508,AL,270920,7,2,NE
509,AL,270920,9,4,NE
510,AL,270920,11,1,NE
511,AL,270920,12,1,NE
512,AL,270930,4,1,NE
513,AL,270930,5,17,NE
514,AL,270930,6,14,NE
515,AL,270930,7,11,NE
516,AL,270930,8,2,NE
517,AL,270930,9,3,NE
518,AL,270930,10,1,NE
519,AL,270930,11,2,NE
520,AL,270930,12,6,NE
521,AL,270940,4,1,NE
522,AL,270940,6,4,NE
523,AL,270940,7,4,NE
524,AL,270940,12,1,NE
525,AM,130002,5,8,N
526,AM,130002,6,4,N
527,AM,130002,7,1,N
528,AM,130002,9,1,N
529,AM,130002,10,3,N
530,AM,130002,11,3,N
531,AM,130002,12,5,N
532,AM,130006,5,8,N
533,AM,130006,9,1,N
534,AM,130006,10,1,N
535,AM,130008,9,1,N
536,AM,130008,11,1,N
537,AM,130010,5,6,N
538,AM,130010,6,6,N
539,AM,130010,7,3,N
540,AM,130010,11,4,N
541,AM,130010,12,6,N
542,AM,130014,9,1,N
543,AM,130014,10,1,N
544,AM,130014,12,4,N
545,AM,130020,5,2,N
546,AM,130020,6,2,N
547,AM,130020,12,1,N
548,AM,130030,4,7,N
549,AM,130030,5,16,N
550,AM,130030,6,9,N
551,AM,130030,7,4,N
552,AM,130030,10,1,N
553,AM,130030,12,1,N
554,AM,130040,4,1,N
555,AM,130040,5,15,N
556,AM,130040,6,7,N
557,AM,130040,7,1,N
558,AM,130040,8,1,N
559,AM,130040,9,1,N
560,AM,130040,11,3,N
561,AM,130050,5,3,N
562,AM,130050,6,5,N
563,AM,130050,7,2,N
564,AM,130050,8,2,N
565,AM,130050,9,1,N
566,AM,130050,10,10,N
567,AM,130050,11,4,N
568,AM,130060,4,1,N
569,AM,130060,5,26,N
570,AM,130060,6,7,N
571,AM,130060,7,4,N
572,AM,130060,8,2,N
573,AM,130060,9,1,N
574,AM,130060,11,5,N
575,AM,130060,12,4,N
576,AM,130063,5,3,N
577,AM,130063,6,1,N
578,AM,130063,7,1,N
579,AM,130063,8,2,N
580,AM,130063,9,3,N
581,AM,130063,12,2,N
582,AM,130068,5,1,N
583,AM,130068,6,1,N
584,AM,130068,10,1,N
585,AM,130068,11,3,N
586,AM,130068,12,3,N
587,AM,130070,5,5,N
588,AM,130070,6,4,N
589,AM,130070,7,1,N
590,AM,130070,8,2,N
591,AM,130070,9,2,N
592,AM,130070,11,2,N
593,AM,130070,12,4,N
594,AM,130080,4,1,N
595,AM,130080,5,12,N
596,AM,130080,6,6,N
597,AM,130080,7,5,N
598,AM,130080,8,1,N
599,AM,130080,9,1,N
600,AM,130080,10,2,N
601,AM,130080,12,4,N
602,AM,130083,5,1,N
603,AM,130083,6,2,N
604,AM,130083,8,2,N
605,AM,130083,10,1,N
606,AM,130083,12,1,N
607,AM,130090,4,1,N
608,AM,130090,9,1,N
609,AM,130090,10,4,N
610,AM,130090,11,1,N
611,AM,130090,12,1,N
612,AM,130100,5,3,N
613,AM,130100,6,4,N
614,AM,130100,7,1,N
615,AM,130100,8,4,N
616,AM,130100,9,4,N
617,AM,130100,10,4,N
618,AM,130100,11,1,N
619,AM,130110,4,4,N
620,AM,130110,5,10,N
621,AM,130110,6,2,N
622,AM,130110,7,1,N
623,AM,130110,8,1,N
624,AM,130110,9,2,N
625,AM,130110,10,5,N
626,AM,130110,12,1,N
627,AM,130115,4,3,N
628,AM,130115,6,2,N
629,AM,130115,12,1,N
630,AM,130120,4,8,N
631,AM,130120,5,74,N
632,AM,130120,6,18,N
633,AM,130120,7,8,N
634,AM,130120,8,3,N
635,AM,130120,9,6,N
636,AM,130120,10,13,N
637,AM,130120,11,8,N
638,AM,130120,12,10,N
639,AM,130130,5,2,N
640,AM,130130,6,2,N
641,AM,130130,8,1,N
642,AM,130130,10,1,N
643,AM,130130,11,2,N
644,AM,130130,12,4,N
645,AM,130140,7,4,N
646,AM,130140,8,6,N
647,AM,130140,9,2,N
648,AM,130140,10,1,N
649,AM,130140,12,1,N
650,AM,130150,8,1,N
651,AM,130150,9,1,N
652,AM,130160,5,9,N
653,AM,130160,6,7,N
654,AM,130160,7,1,N
655,AM,130160,8,1,N
656,AM,130160,12,3,N
657,AM,130165,5,1,N
658,AM,130165,7,9,N
659,AM,130165,8,4,N
660,AM,130165,9,1,N
661,AM,130165,10,1,N
662,AM,130165,12,1,N
663,AM,130170,4,2,N
664,AM,130170,5,2,N
665,AM,130170,6,16,N
666,AM,130170,7,40,N
667,AM,130170,8,7,N
668,AM,130170,9,4,N
669,AM,130170,10,1,N
670,AM,130170,11,2,N
671,AM,130170,12,4,N
672,AM,130180,7,1,N
673,AM,130180,8,3,N
674,AM,130180,9,2,N
675,AM,130180,10,4,N
676,AM,130180,11,1,N
677,AM,130180,12,1,N
678,AM,130185,4,17,N
679,AM,130185,5,26,N
680,AM,130185,6,9,N
681,AM,130185,7,5,N
682,AM,130185,8,1,N
683,AM,130185,9,1,N
684,AM,130185,10,4,N
685,AM,130185,11,5,N
686,AM,130185,12,2,N
687,AM,130190,4,12,N
688,AM,130190,5,45,N
689,AM,130190,6,17,N
690,AM,130190,7,6,N
691,AM,130190,8,3,N
692,AM,130190,9,5,N
693,AM,130190,10,11,N
694,AM,130190,11,9,N
695,AM,130190,12,7,N
696,AM,130195,6,2,N
697,AM,130195,7,2,N
698,AM,130200,4,1,N
699,AM,130200,5,4,N
700,AM,130200,6,2,N
701,AM,130200,9,3,N
702,AM,130200,10,2,N
703,AM,130200,11,2,N
704,AM,130200,12,7,N
705,AM,130210,6,1,N
706,AM,130210,12,3,N
707,AM,130220,6,2,N
708,AM,130220,7,3,N
709,AM,130220,8,1,N
710,AM,130220,9,1,N
711,AM,130220,10,1,N
712,AM,130230,4,1,N
713,AM,130230,5,10,N
714,AM,130230,6,5,N
715,AM,130230,7,1,N
716,AM,130230,12,1,N
717,AM,130240,6,4,N
718,AM,130240,7,12,N
719,AM,130240,8,13,N
720,AM,130240,9,3,N
721,AM,130240,10,2,N
722,AM,130240,11,3,N
723,AM,130240,12,3,N
724,AM,130250,4,41,N
725,AM,130250,5,71,N
726,AM,130250,6,15,N
727,AM,130250,7,14,N
728,AM,130250,8,13,N
729,AM,130250,9,6,N
730,AM,130250,10,8,N
731,AM,130250,11,5,N
732,AM,130250,12,8,N
733,AM,130255,4,2,N
734,AM,130255,5,5,N
735,AM,130255,6,8,N
736,AM,130255,7,2,N
737,AM,130255,9,1,N
738,AM,130255,11,1,N
739,AM,130260,3,3,N
740,AM,130260,4,1065,N
741,AM,130260,5,953,N
742,AM,130260,6,235,N
743,AM,130260,7,135,N
744,AM,130260,8,123,N
745,AM,130260,9,159,N
746,AM,130260,10,240,N
747,AM,130260,11,216,N
748,AM,130260,12,349,N
749,AM,130270,4,1,N
750,AM,130270,6,3,N
751,AM,130270,7,3,N
752,AM,130270,8,5,N
753,AM,130270,9,1,N
754,AM,130270,10,1,N
755,AM,130270,11,1,N
756,AM,130280,5,1,N
757,AM,130280,6,2,N
758,AM,130280,7,2,N
759,AM,130280,11,2,N
760,AM,130280,12,3,N
761,AM,130290,4,10,N
762,AM,130290,5,22,N
763,AM,130290,6,2,N
764,AM,130290,7,2,N
765,AM,130290,8,1,N
766,AM,130290,9,3,N
767,AM,130290,10,11,N
768,AM,130290,11,1,N
769,AM,130290,12,1,N
770,AM,130300,5,3,N
771,AM,130300,6,2,N
772,AM,130300,7,4,N
773,AM,130300,8,4,N
774,AM,130300,9,2,N
775,AM,130300,10,2,N
776,AM,130300,12,1,N
777,AM,130310,4,1,N
778,AM,130310,5,7,N
779,AM,130310,6,12,N
780,AM,130310,7,3,N
781,AM,130310,10,2,N
782,AM,130310,11,3,N
783,AM,130310,12,3,N
784,AM,130320,4,4,N
785,AM,130320,6,1,N
786,AM,130320,8,2,N
787,AM,130320,9,2,N
788,AM,130320,10,3,N
789,AM,130320,11,1,N
790,AM,130320,12,1,N
791,AM,130330,5,7,N
792,AM,130330,6,1,N
793,AM,130330,7,1,N
794,AM,130330,8,1,N
795,AM,130330,10,1,N
796,AM,130330,11,1,N
797,AM,130330,12,2,N
798,AM,130340,3,1,N
799,AM,130340,4,18,N
800,AM,130340,5,28,N
801,AM,130340,6,17,N
802,AM,130340,7,11,N
803,AM,130340,8,7,N
804,AM,130340,9,10,N
805,AM,130340,10,15,N
806,AM,130340,11,10,N
807,AM,130340,12,9,N
808,AM,130350,6,3,N
809,AM,130350,7,3,N
810,AM,130350,8,1,N
811,AM,130350,10,1,N
812,AM,130350,12,1,N
813,AM,130353,4,3,N
814,AM,130353,5,15,N
815,AM,130353,6,4,N
816,AM,130353,8,3,N
817,AM,130353,9,1,N
818,AM,130353,10,4,N
819,AM,130353,11,6,N
820,AM,130353,12,11,N
821,AM,130356,4,3,N
822,AM,130356,5,7,N
823,AM,130356,6,1,N
824,AM,130356,7,4,N
825,AM,130356,8,4,N
826,AM,130356,9,3,N
827,AM,130356,10,3,N
828,AM,130356,11,1,N
829,AM,130360,5,1,N
830,AM,130360,6,3,N
831,AM,130360,7,5,N
832,AM,130360,8,4,N
833,AM,130360,9,1,N
834,AM,130360,10,2,N
835,AM,130360,11,1,N
836,AM,130360,12,2,N
837,AM,130370,4,2,N
838,AM,130370,5,17,N
839,AM,130370,6,3,N
840,AM,130370,7,4,N
841,AM,130370,8,2,N
842,AM,130370,9,2,N
843,AM,130370,10,3,N
844,AM,130370,11,1,N
845,AM,130370,12,2,N
846,AM,130380,4,1,N
847,AM,130380,5,38,N
848,AM,130380,6,8,N
849,AM,130380,7,4,N
850,AM,130380,8,3,N
851,AM,130380,9,4,N
852,AM,130380,10,1,N
853,AM,130380,11,1,N
854,AM,130380,12,2,N
855,AM,130390,4,2,N
856,AM,130390,5,9,N
857,AM,130390,6,6,N
858,AM,130390,7,4,N
859,AM,130390,8,2,N
860,AM,130390,9,1,N
861,AM,130390,10,3,N
862,AM,130390,11,2,N
863,AM,130390,12,4,N
864,AM,130395,5,2,N
865,AM,130395,6,1,N
866,AM,130395,7,1,N
867,AM,130395,8,4,N
868,AM,130395,10,1,N
869,AM,130395,12,1,N
870,AM,130400,5,5,N
871,AM,130400,8,1,N
872,AM,130400,12,1,N
873,AM,130406,4,26,N
874,AM,130406,5,47,N
875,AM,130406,6,6,N
876,AM,130406,7,2,N
877,AM,130406,8,2,N
878,AM,130406,9,1,N
879,AM,130406,10,1,N
880,AM,130406,11,1,N
881,AM,130406,12,2,N
882,AM,130410,4,1,N
883,AM,130410,6,1,N
884,AM,130410,11,2,N
885,AM,130410,12,2,N
886,AM,130420,4,3,N
887,AM,130420,5,58,N
888,AM,130420,6,18,N
889,AM,130420,7,7,N
890,AM,130420,8,2,N
891,AM,130420,9,2,N
892,AM,130420,10,12,N
893,AM,130420,11,12,N
894,AM,130420,12,14,N
895,AM,130423,5,15,N
896,AM,130423,6,3,N
897,AM,130423,10,1,N
898,AM,130426,6,7,N
899,AM,130426,7,3,N
900,AM,130426,9,3,N
901,AM,130426,10,1,N
902,AM,130426,12,2,N
903,AM,130430,4,1,N
904,AM,130430,5,1,N
905,AM,130430,6,2,N
906,AM,130430,7,2,N
907,AM,130430,8,2,N
908,AM,130430,9,1,N
909,AM,130430,10,2,N
910,AM,130430,11,5,N
911,AM,130430,12,1,N
912,AM,130440,5,6,N
913,AM,130440,6,3,N
914,AM,130440,8,1,N
915,AM,130440,9,2,N
916,AM,130440,11,3,N
917,AM,130440,12,4,N
918,AP,160005,5,2,N
919,AP,160005,7,1,N
920,AP,160010,7,1,N
921,AP,160010,11,1,N
922,AP,160010,12,1,N
923,AP,160015,5,4,N
924,AP,160015,7,1,N
925,AP,160015,8,1,N
926,AP,160015,10,2,N
927,AP,160015,12,2,N
928,AP,160020,6,1,N
929,AP,160023,5,2,N
930,AP,160023,6,1,N
931,AP,160023,7,3,N
932,AP,160023,12,2,N
933,AP,160025,11,1,N
934,AP,160027,4,6,N
935,AP,160027,5,32,N
936,AP,160027,6,6,N
937,AP,160027,8,3,N
938,AP,160027,9,1,N
939,AP,160027,10,1,N
940,AP,160027,11,2,N
941,AP,160027,12,1,N
942,AP,160030,4,23,N
943,AP,160030,5,169,N
944,AP,160030,6,112,N
945,AP,160030,7,29,N
946,AP,160030,8,24,N
947,AP,160030,9,10,N
948,AP,160030,10,10,N
949,AP,160030,11,45,N
950,AP,160030,12,76,N
951,AP,160040,4,2,N
952,AP,160040,5,3,N
953,AP,160040,6,4,N
954,AP,160040,9,1,N
955,AP,160040,11,1,N
956,AP,160040,12,3,N
957,AP,160050,5,5,N
958,AP,160050,6,7,N
959,AP,160050,7,8,N
960,AP,160050,8,4,N
961,AP,160050,9,5,N
962,AP,160050,10,1,N
963,AP,160050,11,3,N
964,AP,160050,12,2,N
