,UF,cod_ibge,Mes,Obitos,Regiao
18103,SP,350560,5,2,SE
18104,SP,350560,6,4,SE
18105,SP,350560,7,10,SE
18106,SP,350560,8,5,SE
18107,SP,350560,9,8,SE
18108,SP,350560,10,2,SE
18109,SP,350560,11,1,SE
18110,SP,350560,12,1,SE
18111,SP,350570,3,5,SE
18112,SP,350570,4,56,SE
18113,SP,350570,5,93,SE
18114,SP,350570,6,74,SE
18115,SP,350570,7,71,SE
18116,SP,350570,8,43,SE
18117,SP,350570,9,39,SE
18118,SP,350570,10,13,SE
18119,SP,350570,11,21,SE
18120,SP,350570,12,45,SE
18121,SP,350580,8,2,SE
18122,SP,350580,10,3,SE
18123,SP,350580,11,1,SE
18124,SP,350580,12,2,SE
18125,SP,350590,4,1,SE
18126,SP,350590,6,2,SE
18127,SP,350590,7,11,SE
18128,SP,350590,8,7,SE
18129,SP,350590,9,3,SE
18130,SP,350590,10,7,SE
18131,SP,350590,11,6,SE
18132,SP,350590,12,2,SE
18133,SP,350600,3,1,SE
18134,SP,350600,4,7,SE
18135,SP,350600,5,7,SE
18136,SP,350600,6,15,SE
18137,SP,350600,7,50,SE
18138,SP,350600,8,64,SE
18139,SP,350600,9,56,SE
18140,SP,350600,10,51,SE
18141,SP,350600,11,22,SE
18142,SP,350600,12,31,SE
18143,SP,350610,4,1,SE
18144,SP,350610,5,1,SE
18145,SP,350610,6,5,SE
18146,SP,350610,7,20,SE
18147,SP,350610,8,7,SE
18148,SP,350610,9,7,SE
18149,SP,350610,10,3,SE
18150,SP,350610,11,4,SE
18151,SP,350610,12,3,SE
18152,SP,350630,7,3,SE
18153,SP,350630,12,3,SE
18154,SP,350635,4,1,SE
18155,SP,350635,5,9,SE
18156,SP,350635,6,11,SE
18157,SP,350635,7,17,SE
18158,SP,350635,8,9,SE
18159,SP,350635,9,4,SE
18160,SP,350635,10,4,SE
18161,SP,350635,11,2,SE
18162,SP,350635,12,5,SE
18163,SP,350640,7,2,SE
18164,SP,350640,12,3,SE
18165,SP,350650,5,1,SE
18166,SP,350650,6,10,SE
18167,SP,350650,7,32,SE
18168,SP,350650,8,21,SE
18169,SP,350650,9,9,SE
18170,SP,350650,10,17,SE
18171,SP,350650,11,17,SE
18172,SP,350650,12,19,SE
18173,SP,350660,5,3,SE
18174,SP,350660,6,6,SE
18175,SP,350660,7,9,SE
18176,SP,350660,8,3,SE
18177,SP,350660,9,6,SE
18178,SP,350660,10,2,SE
18179,SP,350660,11,3,SE
18180,SP,350660,12,2,SE
18181,SP,350670,6,1,SE
18182,SP,350670,8,4,SE
18183,SP,350670,9,1,SE
18184,SP,350670,12,1,SE
18185,SP,350680,5,1,SE
18186,SP,350680,6,1,SE
18187,SP,350680,7,1,SE
18188,SP,350680,12,1,SE
18189,SP,350690,5,2,SE
18190,SP,350690,6,1,SE
18191,SP,350690,10,1,SE
18192,SP,350700,5,4,SE
18193,SP,350700,6,4,SE
18194,SP,350700,7,5,SE
18195,SP,350700,8,4,SE
18196,SP,350700,9,2,SE
18197,SP,350700,10,4,SE
18198,SP,350700,11,2,SE
18199,SP,350700,12,4,SE
18200,SP,350710,7,1,SE
18201,SP,350710,9,2,SE
18202,SP,350710,12,1,SE
18203,SP,350715,10,1,SE
18204,SP,350715,12,1,SE
18205,SP,350730,8,1,SE
18206,SP,350730,10,1,SE
18207,SP,350740,7,1,SE
18208,SP,350740,9,5,SE
18209,SP,350740,11,4,SE
18210,SP,350740,12,1,SE
18211,SP,350745,6,1,SE
18212,SP,350745,10,1,SE
18213,SP,350750,4,4,SE
18214,SP,350750,5,3,SE
18215,SP,350750,6,8,SE
18216,SP,350750,7,11,SE
18217,SP,350750,8,6,SE
18218,SP,350750,9,11,SE
18219,SP,350750,10,7,SE
18220,SP,350750,11,3,SE
18221,SP,350750,12,6,SE
18222,SP,350760,3,2,SE
18223,SP,350760,4,8,SE
18224,SP,350760,5,2,SE
18225,SP,350760,6,5,SE
18226,SP,350760,7,16,SE
18227,SP,350760,8,21,SE
18228,SP,350760,9,22,SE
18229,SP,350760,10,12,SE
18230,SP,350760,11,4,SE
18231,SP,350760,12,13,SE
18232,SP,350770,6,1,SE
18233,SP,350770,7,3,SE
18234,SP,350770,8,2,SE
18235,SP,350770,9,1,SE
18236,SP,350775,7,1,SE
18237,SP,350775,8,1,SE
18238,SP,350775,9,2,SE
18239,SP,350775,10,1,SE
18240,SP,350780,5,1,SE
18241,SP,350780,6,1,SE
18242,SP,350780,7,10,SE
18243,SP,350780,8,5,SE
18244,SP,350780,9,2,SE
18245,SP,350780,10,3,SE
18246,SP,350780,12,1,SE
18247,SP,350790,7,1,SE
18248,SP,350790,9,2,SE
18249,SP,350790,10,1,SE
18250,SP,350790,12,4,SE
18251,SP,350800,6,4,SE
18252,SP,350800,7,3,SE
18253,SP,350800,8,1,SE
18254,SP,350800,9,2,SE
18255,SP,350800,12,2,SE
18256,SP,350810,6,2,SE
18257,SP,350810,7,5,SE
18258,SP,350810,8,3,SE
18259,SP,350810,9,2,SE
18260,SP,350810,10,2,SE
18261,SP,350810,11,1,SE
18262,SP,350810,12,7,SE
18263,SP,350820,7,1,SE
18264,SP,350820,8,3,SE
18265,SP,350840,5,4,SE
18266,SP,350840,6,15,SE
18267,SP,350840,7,18,SE
18268,SP,350840,8,2,SE
18269,SP,350840,9,2,SE
18270,SP,350840,11,4,SE
18271,SP,350840,12,3,SE
18272,SP,350850,5,2,SE
18273,SP,350850,6,5,SE
18274,SP,350850,7,16,SE
18275,SP,350850,8,16,SE
18276,SP,350850,9,13,SE
18277,SP,350850,10,12,SE
18278,SP,350850,11,4,SE
18279,SP,350850,12,8,SE
18280,SP,350860,6,2,SE
18281,SP,350860,7,6,SE
18282,SP,350860,8,2,SE
18283,SP,350860,9,3,SE
18284,SP,350860,10,3,SE
18285,SP,350860,11,2,SE
18286,SP,350860,12,1,SE
18287,SP,350870,8,1,SE
18288,SP,350870,12,1,SE
18289,SP,350880,6,2,SE
18290,SP,350880,9,2,SE
18291,SP,350880,10,6,SE
18292,SP,350880,11,2,SE
18293,SP,350880,12,1,SE
18294,SP,350890,4,1,SE
18295,SP,350890,7,1,SE
18296,SP,350900,3,6,SE
18297,SP,350900,4,14,SE
18298,SP,350900,5,14,SE
18299,SP,350900,6,17,SE
18300,SP,350900,7,21,SE
18301,SP,350900,8,15,SE
18302,SP,350900,9,11,SE
18303,SP,350900,10,4,SE
18304,SP,350900,11,4,SE
18305,SP,350900,12,10,SE
18306,SP,350910,9,1,SE
18307,SP,350910,12,1,SE
18308,SP,350920,3,1,SE
18309,SP,350920,4,9,SE
18310,SP,350920,5,18,SE
18311,SP,350920,6,20,SE
18312,SP,350920,7,16,SE
18313,SP,350920,8,11,SE
18314,SP,350920,9,6,SE
18315,SP,350920,11,1,SE
18316,SP,350920,12,6,SE
18317,SP,350925,6,2,SE
18318,SP,350925,7,13,SE
18319,SP,350925,8,16,SE
18320,SP,350925,9,4,SE
18321,SP,350925,10,4,SE
18322,SP,350925,11,5,SE
18323,SP,350925,12,6,SE
18324,SP,350930,5,1,SE
18325,SP,350930,7,2,SE
18326,SP,350930,8,4,SE
18327,SP,350930,10,1,SE
18328,SP,350940,5,1,SE
18329,SP,350940,6,1,SE
18330,SP,350940,7,3,SE
18331,SP,350940,8,3,SE
18332,SP,350940,9,2,SE
18333,SP,350940,10,2,SE
18334,SP,350940,11,2,SE
18335,SP,350940,12,2,SE
18336,SP,350950,3,5,SE
18337,SP,350950,4,17,SE
18338,SP,350950,5,79,SE
18339,SP,350950,6,290,SE
18340,SP,350950,7,411,SE
18341,SP,350950,8,290,SE
18342,SP,350950,9,175,SE
18343,SP,350950,10,84,SE
18344,SP,350950,11,51,SE
18345,SP,350950,12,122,SE
18346,SP,350960,4,3,SE
18347,SP,350960,5,12,SE
18348,SP,350960,6,18,SE
18349,SP,350960,7,20,SE
18350,SP,350960,8,9,SE
18351,SP,350960,9,6,SE
18352,SP,350960,10,4,SE
18353,SP,350960,11,4,SE
18354,SP,350960,12,9,SE
18355,SP,350970,5,1,SE
18356,SP,350970,7,11,SE
18357,SP,350970,8,11,SE
18358,SP,350970,9,6,SE
18359,SP,350970,10,3,SE
18360,SP,350970,11,2,SE
18361,SP,350970,12,12,SE
18362,SP,350980,8,1,SE
18363,SP,350980,10,1,SE
18364,SP,350990,4,1,SE
18365,SP,350990,5,1,SE
18366,SP,350990,6,1,SE
18367,SP,350990,7,1,SE
18368,SP,350990,8,3,SE
18369,SP,350990,10,2,SE
18370,SP,350990,12,3,SE
18371,SP,350995,7,1,SE
18372,SP,350995,8,1,SE
18373,SP,351000,6,1,SE
18374,SP,351000,7,1,SE
18375,SP,351000,8,1,SE
18376,SP,351000,9,4,SE
18377,SP,351000,12,1,SE
18378,SP,351010,6,1,SE
18379,SP,351015,7,1,SE
18380,SP,351020,4,3,SE
18381,SP,351020,5,1,SE
18382,SP,351020,6,6,SE
18383,SP,351020,7,7,SE
18384,SP,351020,8,1,SE
18385,SP,351020,10,3,SE
18386,SP,351020,11,18,SE
18387,SP,351020,12,6,SE
18388,SP,351030,7,1,SE
18389,SP,351030,9,1,SE
18390,SP,351030,10,3,SE
18391,SP,351030,11,1,SE
18392,SP,351030,12,1,SE
18393,SP,351040,6,5,SE
18394,SP,351040,7,12,SE
18395,SP,351040,8,5,SE
18396,SP,351040,9,13,SE
18397,SP,351040,10,4,SE
18398,SP,351040,11,1,SE
18399,SP,351040,12,5,SE
18400,SP,351050,3,1,SE
18401,SP,351050,4,4,SE
18402,SP,351050,5,4,SE
18403,SP,351050,6,29,SE
18404,SP,351050,7,21,SE
18405,SP,351050,8,23,SE
18406,SP,351050,9,21,SE
18407,SP,351050,10,9,SE
18408,SP,351050,11,4,SE
18409,SP,351050,12,28,SE
18410,SP,351060,3,2,SE
18411,SP,351060,4,40,SE
18412,SP,351060,5,97,SE
18413,SP,351060,6,89,SE
18414,SP,351060,7,75,SE
18415,SP,351060,8,42,SE
18416,SP,351060,9,34,SE
18417,SP,351060,10,19,SE
18418,SP,351060,11,29,SE
18419,SP,351060,12,50,SE
18420,SP,351070,6,1,SE
18421,SP,351070,7,3,SE
18422,SP,351070,8,2,SE
18423,SP,351070,10,2,SE
18424,SP,351070,11,2,SE
18425,SP,351080,6,1,SE
18426,SP,351080,7,3,SE
18427,SP,351080,8,5,SE
18428,SP,351080,9,1,SE
18429,SP,351080,10,3,SE
18430,SP,351080,12,2,SE
18431,SP,351100,5,1,SE
18432,SP,351100,9,5,SE
18433,SP,351100,10,2,SE
18434,SP,351100,11,4,SE
18435,SP,351100,12,2,SE
18436,SP,351110,4,3,SE
18437,SP,351110,5,5,SE
18438,SP,351110,6,17,SE
18439,SP,351110,7,24,SE
18440,SP,351110,8,55,SE
18441,SP,351110,9,32,SE
18442,SP,351110,10,27,SE
18443,SP,351110,11,12,SE
18444,SP,351110,12,7,SE
18445,SP,351120,6,1,SE
18446,SP,351120,7,2,SE
18447,SP,351120,9,4,SE
18448,SP,351120,10,1,SE
18449,SP,351130,7,3,SE
18450,SP,351130,8,3,SE
18451,SP,351130,9,2,SE
18452,SP,351130,10,2,SE
18453,SP,351130,11,1,SE
18454,SP,351140,6,1,SE
18455,SP,351140,7,2,SE
18456,SP,351140,8,3,SE
18457,SP,351140,12,3,SE
18458,SP,351150,5,3,SE
18459,SP,351150,6,4,SE
18460,SP,351150,7,3,SE
18461,SP,351150,8,2,SE
18462,SP,351150,9,2,SE
18463,SP,351150,10,2,SE
18464,SP,351150,11,3,SE
18465,SP,351150,12,3,SE
18466,SP,351160,4,1,SE
18467,SP,351160,5,1,SE
18468,SP,351160,7,2,SE
18469,SP,351160,8,1,SE
18470,SP,351160,11,1,SE
18471,SP,351160,12,2,SE
18472,SP,351170,4,1,SE
18473,SP,351170,5,3,SE
18474,SP,351170,7,2,SE
18475,SP,351170,8,1,SE
18476,SP,351170,9,1,SE
18477,SP,351190,9,1,SE
18478,SP,351190,10,1,SE
18479,SP,351200,4,1,SE
18480,SP,351200,5,1,SE
18481,SP,351200,6,6,SE
18482,SP,351200,7,2,SE
18483,SP,351200,8,2,SE
18484,SP,351200,9,3,SE
18485,SP,351200,10,4,SE
18486,SP,351200,11,1,SE
18487,SP,351210,6,1,SE
18488,SP,351210,8,1,SE
18489,SP,351220,6,1,SE
18490,SP,351220,7,5,SE
18491,SP,351220,8,4,SE
18492,SP,351220,9,1,SE
18493,SP,351220,10,6,SE
18494,SP,351220,11,1,SE
18495,SP,351220,12,7,SE
18496,SP,351230,4,1,SE
18497,SP,351230,6,2,SE
18498,SP,351230,7,3,SE
18499,SP,351230,9,3,SE
18500,SP,351230,11,2,SE
18501,SP,351230,12,4,SE
18502,SP,351240,5,3,SE
18503,SP,351240,6,2,SE
18504,SP,351240,7,7,SE
18505,SP,351240,8,5,SE
18506,SP,351240,9,4,SE
18507,SP,351240,10,2,SE
18508,SP,351240,11,1,SE
18509,SP,351240,12,2,SE
18510,SP,351250,5,1,SE
18511,SP,351250,6,1,SE
18512,SP,351250,12,2,SE
18513,SP,351260,6,1,SE
18514,SP,351260,9,1,SE
18515,SP,351270,6,1,SE
18516,SP,351270,7,1,SE
18517,SP,351280,5,2,SE
18518,SP,351280,6,7,SE
18519,SP,351280,7,6,SE
18520,SP,351280,8,15,SE
18521,SP,351280,9,8,SE
18522,SP,351280,10,1,SE
18523,SP,351280,11,5,SE
18524,SP,351280,12,7,SE
18525,SP,351290,5,1,SE
18526,SP,351290,6,2,SE
18527,SP,351290,7,2,SE
18528,SP,351290,8,9,SE
18529,SP,351290,9,3,SE
18530,SP,351290,10,5,SE
18531,SP,351300,3,5,SE
18532,SP,351300,4,17,SE
18533,SP,351300,5,39,SE
18534,SP,351300,6,41,SE
18535,SP,351300,7,54,SE
18536,SP,351300,8,31,SE
18537,SP,351300,9,17,SE
18538,SP,351300,10,14,SE
18539,SP,351300,11,10,SE
18540,SP,351300,12,15,SE
18541,SP,351310,3,1,SE
18542,SP,351310,6,5,SE
18543,SP,351310,7,10,SE
18544,SP,351310,8,12,SE
18545,SP,351310,9,4,SE
18546,SP,351310,11,1,SE
18547,SP,351310,12,3,SE
18548,SP,351320,10,1,SE
18549,SP,351320,12,1,SE
18550,SP,351330,12,1,SE
18551,SP,351340,4,2,SE
18552,SP,351340,6,4,SE
18553,SP,351340,7,9,SE
18554,SP,351340,8,13,SE
18555,SP,351340,9,6,SE
18556,SP,351340,10,3,SE
18557,SP,351340,11,1,SE
18558,SP,351340,12,1,SE
18559,SP,351350,4,6,SE
18560,SP,351350,5,68,SE
18561,SP,351350,6,67,SE
18562,SP,351350,7,32,SE
18563,SP,351350,8,11,SE
18564,SP,351350,9,8,SE
18565,SP,351350,10,10,SE
18566,SP,351350,11,26,SE
18567,SP,351350,12,34,SE
18568,SP,351360,8,1,SE
18569,SP,351360,9,1,SE
18570,SP,351370,5,1,SE
18571,SP,351370,6,1,SE
18572,SP,351370,7,2,SE
18573,SP,351370,8,1,SE
18574,SP,351370,9,1,SE
18575,SP,351370,10,1,SE
18576,SP,351370,11,1,SE
18577,SP,351370,12,3,SE
18578,SP,351380,3,1,SE
18579,SP,351380,4,41,SE
18580,SP,351380,5,101,SE
18581,SP,351380,6,123,SE
18582,SP,351380,7,94,SE
18583,SP,351380,8,64,SE
18584,SP,351380,9,23,SE
18585,SP,351380,10,23,SE
18586,SP,351380,11,39,SE
18587,SP,351380,12,71,SE
18588,SP,351385,12,1,SE
18589,SP,351390,7,2,SE
18590,SP,351390,8,1,SE
18591,SP,351390,9,1,SE
18592,SP,351390,10,3,SE
18593,SP,351390,12,2,SE
18594,SP,351400,9,1,SE
18595,SP,351400,10,1,SE
18596,SP,351410,5,2,SE
18597,SP,351410,6,1,SE
18598,SP,351410,9,2,SE
18599,SP,351410,12,1,SE
18600,SP,351420,5,1,SE
18601,SP,351420,6,1,SE
18602,SP,351420,9,2,SE
18603,SP,351420,10,1,SE
18604,SP,351430,8,1,SE
18605,SP,351430,9,1,SE
18606,SP,351430,12,3,SE
18607,SP,351440,4,2,SE
18608,SP,351440,6,2,SE
18609,SP,351440,7,4,SE
18610,SP,351440,8,10,SE
18611,SP,351440,9,6,SE
18612,SP,351440,10,6,SE
18613,SP,351440,11,3,SE
18614,SP,351440,12,2,SE
18615,SP,351450,6,1,SE
18616,SP,351450,8,1,SE
18617,SP,351450,9,1,SE
18618,SP,351450,10,2,SE
18619,SP,351460,7,1,SE
18620,SP,351460,8,2,SE
18621,SP,351460,10,1,SE
18622,SP,351470,6,1,SE
18623,SP,351470,12,1,SE
18624,SP,351480,4,1,SE
18625,SP,351480,7,3,SE
18626,SP,351480,9,2,SE
18627,SP,351480,10,1,SE
18628,SP,351480,12,1,SE
18629,SP,351490,5,1,SE
18630,SP,351490,6,4,SE
18631,SP,351490,7,2,SE
18632,SP,351490,8,5,SE
18633,SP,351490,9,2,SE
18634,SP,351490,10,3,SE
18635,SP,351490,12,1,SE
18636,SP,351492,8,2,SE
18637,SP,351492,10,1,SE
18638,SP,351495,6,1,SE
18639,SP,351500,3,2,SE
18640,SP,351500,4,23,SE
18641,SP,351500,5,49,SE
18642,SP,351500,6,57,SE
18643,SP,351500,7,33,SE
18644,SP,351500,8,21,SE
18645,SP,351500,9,19,SE
18646,SP,351500,10,11,SE
18647,SP,351500,11,8,SE
18648,SP,351500,12,14,SE
18649,SP,351510,3,1,SE
18650,SP,351510,4,5,SE
18651,SP,351510,5,11,SE
18652,SP,351510,6,8,SE
18653,SP,351510,7,11,SE
18654,SP,351510,8,13,SE
18655,SP,351510,9,2,SE
18656,SP,351510,10,3,SE
18657,SP,351510,11,6,SE
18658,SP,351510,12,11,SE
18659,SP,351512,5,1,SE
18660,SP,351512,6,1,SE
18661,SP,351512,12,1,SE
18662,SP,351515,6,1,SE
18663,SP,351515,7,9,SE
18664,SP,351515,8,4,SE
18665,SP,351515,9,3,SE
18666,SP,351515,10,5,SE
18667,SP,351518,6,3,SE
18668,SP,351518,7,1,SE
18669,SP,351518,8,11,SE
18670,SP,351518,9,6,SE
18671,SP,351518,12,2,SE
18672,SP,351519,11,1,SE
18673,SP,351520,6,7,SE
18674,SP,351520,7,3,SE
18675,SP,351520,9,2,SE
18676,SP,351520,10,1,SE
18677,SP,351520,11,1,SE
18678,SP,351520,12,1,SE
18679,SP,351530,8,1,SE
18680,SP,351530,10,1,SE
18681,SP,351535,7,3,SE
18682,SP,351535,11,1,SE
18683,SP,351540,4,1,SE
18684,SP,351540,9,1,SE
18685,SP,351540,12,1,SE
18686,SP,351550,6,6,SE
18687,SP,351550,7,13,SE
18688,SP,351550,8,14,SE
18689,SP,351550,9,7,SE
18690,SP,351550,10,19,SE
18691,SP,351550,11,3,SE
18692,SP,351550,12,10,SE
18693,SP,351560,6,1,SE
18694,SP,351560,7,1,SE
18695,SP,351560,9,1,SE
18696,SP,351570,3,2,SE
18697,SP,351570,4,25,SE
18698,SP,351570,5,36,SE
18699,SP,351570,6,32,SE
18700,SP,351570,7,20,SE
18701,SP,351570,8,15,SE
18702,SP,351570,9,15,SE
18703,SP,351570,10,9,SE
18704,SP,351570,11,3,SE
18705,SP,351570,12,29,SE
18706,SP,351580,9,1,SE
18707,SP,351580,12,1,SE
18708,SP,351590,6,1,SE
18709,SP,351600,7,1,SE
18710,SP,351600,12,1,SE
18711,SP,351610,9,1,SE
18712,SP,351620,4,1,SE
18713,SP,351620,5,1,SE
18714,SP,351620,6,8,SE
18715,SP,351620,7,29,SE
18716,SP,351620,8,49,SE
18717,SP,351620,9,62,SE
18718,SP,351620,10,46,SE
18719,SP,351620,11,23,SE
18720,SP,351620,12,19,SE
18721,SP,351630,3,2,SE
18722,SP,351630,4,20,SE
18723,SP,351630,5,54,SE
18724,SP,351630,6,39,SE
18725,SP,351630,7,17,SE
18726,SP,351630,8,15,SE
18727,SP,351630,9,7,SE
18728,SP,351630,10,8,SE
18729,SP,351630,11,7,SE
18730,SP,351630,12,12,SE
18731,SP,351640,4,20,SE
18732,SP,351640,5,47,SE
18733,SP,351640,6,30,SE
18734,SP,351640,7,19,SE
18735,SP,351640,8,13,SE
18736,SP,351640,9,16,SE
18737,SP,351640,10,6,SE
18738,SP,351640,11,7,SE
18739,SP,351640,12,6,SE
18740,SP,351650,6,1,SE
18741,SP,351650,7,1,SE
18742,SP,351650,8,2,SE
18743,SP,351660,8,1,SE
18744,SP,351660,9,2,SE
18745,SP,351660,10,1,SE
18746,SP,351660,12,1,SE
18747,SP,351670,7,2,SE
18748,SP,351670,8,12,SE
18749,SP,351670,9,2,SE
18750,SP,351670,10,3,SE
18751,SP,351670,11,2,SE
18752,SP,351670,12,4,SE
18753,SP,351680,5,2,SE
18754,SP,351680,6,8,SE
18755,SP,351680,7,1,SE
18756,SP,351680,8,1,SE
18757,SP,351685,7,1,SE
18758,SP,351690,7,2,SE
18759,SP,351690,12,1,SE
18760,SP,351700,7,1,SE
18761,SP,351700,10,1,SE
18762,SP,351700,11,3,SE
18763,SP,351710,6,1,SE
18764,SP,351710,9,1,SE
18765,SP,351710,12,5,SE
18766,SP,351720,6,1,SE
18767,SP,351720,7,2,SE
18768,SP,351720,8,1,SE
18769,SP,351720,10,2,SE
18770,SP,351720,12,3,SE
18771,SP,351730,5,1,SE
18772,SP,351730,7,1,SE
18773,SP,351730,10,1,SE
18774,SP,351740,6,5,SE
18775,SP,351740,7,2,SE
18776,SP,351740,8,15,SE
18777,SP,351740,9,22,SE
18778,SP,351740,10,14,SE
18779,SP,351740,11,1,SE
18780,SP,351750,5,3,SE
18781,SP,351750,6,4,SE
18782,SP,351750,7,7,SE
18783,SP,351750,8,5,SE
18784,SP,351750,9,9,SE
18785,SP,351750,10,3,SE
18786,SP,351750,11,1,SE
18787,SP,351750,12,2,SE
18788,SP,351760,5,2,SE
18789,SP,351760,6,3,SE
18790,SP,351760,7,2,SE
18791,SP,351760,8,1,SE
18792,SP,351760,9,2,SE
18793,SP,351760,12,3,SE
18794,SP,351770,4,2,SE
18795,SP,351770,7,4,SE
18796,SP,351770,8,10,SE
18797,SP,351770,9,8,SE
18798,SP,351770,10,3,SE
18799,SP,351770,11,4,SE
18800,SP,351780,9,1,SE
18801,SP,351780,12,2,SE
18802,SP,351790,8,1,SE
18803,SP,351790,9,1,SE
18804,SP,351790,10,3,SE
18805,SP,351790,12,3,SE
18806,SP,351810,7,1,SE
18807,SP,351810,9,1,SE
18808,SP,351820,5,1,SE
18809,SP,351820,7,1,SE
18810,SP,351820,8,4,SE
18811,SP,351820,11,4,SE
18812,SP,351820,12,5,SE
18813,SP,351830,4,2,SE
18814,SP,351830,5,4,SE
18815,SP,351830,6,10,SE
18816,SP,351830,7,5,SE
18817,SP,351830,8,2,SE
18818,SP,351830,9,4,SE
18819,SP,351830,10,5,SE
18820,SP,351830,11,2,SE
18821,SP,351830,12,5,SE
18822,SP,351840,5,2,SE
18823,SP,351840,6,2,SE
18824,SP,351840,7,16,SE
18825,SP,351840,8,26,SE
18826,SP,351840,9,6,SE
18827,SP,351840,10,4,SE
18828,SP,351840,11,3,SE
18829,SP,351840,12,9,SE
18830,SP,351850,6,2,SE
18831,SP,351850,9,4,SE
18832,SP,351850,10,2,SE
18833,SP,351860,6,6,SE
18834,SP,351860,7,14,SE
18835,SP,351860,8,8,SE
18836,SP,351860,9,6,SE
18837,SP,351860,11,3,SE
18838,SP,351860,12,1,SE
18839,SP,351870,3,4,SE
18840,SP,351870,4,15,SE
18841,SP,351870,5,120,SE
18842,SP,351870,6,123,SE
18843,SP,351870,7,71,SE
18844,SP,351870,8,52,SE
18845,SP,351870,9,40,SE
18846,SP,351870,10,26,SE
18847,SP,351870,11,41,SE
18848,SP,351870,12,73,SE
18849,SP,351880,3,20,SE
18850,SP,351880,4,164,SE
18851,SP,351880,5,360,SE
18852,SP,351880,6,416,SE
18853,SP,351880,7,260,SE
18854,SP,351880,8,183,SE
18855,SP,351880,9,115,SE
18856,SP,351880,10,68,SE
18857,SP,351880,11,79,SE
18858,SP,351880,12,143,SE
18859,SP,351885,8,1,SE
18860,SP,351885,9,1,SE
18861,SP,351885,10,2,SE
18862,SP,351890,7,1,SE
18863,SP,351890,8,1,SE
18864,SP,351890,10,1,SE
18865,SP,351890,11,2,SE
18866,SP,351890,12,3,SE
18867,SP,351900,6,2,SE
18868,SP,351900,9,1,SE
18869,SP,351900,10,1,SE
18870,SP,351900,11,2,SE
18871,SP,351905,8,3,SE
18872,SP,351905,12,1,SE
18873,SP,351907,4,5,SE
18874,SP,351907,5,9,SE
18875,SP,351907,6,22,SE
18876,SP,351907,7,51,SE
18877,SP,351907,8,38,SE
18878,SP,351907,9,20,SE
18879,SP,351907,10,9,SE
18880,SP,351907,11,12,SE
18881,SP,351907,12,16,SE
18882,SP,351910,7,1,SE
18883,SP,351910,8,2,SE
18884,SP,351910,9,1,SE
18885,SP,351910,10,1,SE
18886,SP,351925,6,1,SE
18887,SP,351925,8,1,SE
18888,SP,351925,10,1,SE
18889,SP,351930,7,2,SE
18890,SP,351930,8,1,SE
18891,SP,351930,9,1,SE
18892,SP,351930,10,1,SE
18893,SP,351930,11,1,SE
18894,SP,351940,6,2,SE
18895,SP,351940,7,2,SE
18896,SP,351940,9,2,SE
18897,SP,351940,10,4,SE
18898,SP,351940,11,1,SE
18899,SP,351940,12,2,SE
18900,SP,351950,7,2,SE
18901,SP,351950,9,1,SE
18902,SP,351950,10,2,SE
18903,SP,351960,5,3,SE
18904,SP,351960,6,3,SE
18905,SP,351960,7,9,SE
18906,SP,351960,8,17,SE
18907,SP,351960,9,8,SE
18908,SP,351960,10,7,SE
18909,SP,351960,11,4,SE
18910,SP,351960,12,4,SE
18911,SP,351970,4,2,SE
18912,SP,351970,5,8,SE
18913,SP,351970,6,12,SE
18914,SP,351970,7,8,SE
18915,SP,351970,8,2,SE
18916,SP,351970,9,10,SE
18917,SP,351970,10,3,SE
18918,SP,351970,11,4,SE
18919,SP,351970,12,3,SE
18920,SP,351980,7,1,SE
18921,SP,351980,8,1,SE
18922,SP,351980,9,1,SE
18923,SP,351990,4,1,SE
18924,SP,351990,9,2,SE
18925,SP,351990,10,2,SE
18926,SP,351990,12,1,SE
18927,SP,352000,5,1,SE
18928,SP,352000,6,1,SE
18929,SP,352000,8,3,SE
18930,SP,352000,9,7,SE
18931,SP,352000,10,2,SE
18932,SP,352000,11,1,SE
18933,SP,352010,5,1,SE
18934,SP,352010,6,1,SE
18935,SP,352010,7,5,SE
18936,SP,352010,8,6,SE
18937,SP,352010,9,6,SE
18938,SP,352010,10,10,SE
18939,SP,352010,11,1,SE
18940,SP,352010,12,2,SE
18941,SP,352020,5,1,SE
18942,SP,352020,6,3,SE
18943,SP,352020,7,2,SE
18944,SP,352020,8,2,SE
18945,SP,352020,9,1,SE
18946,SP,352030,6,1,SE
18947,SP,352030,7,6,SE
18948,SP,352030,8,3,SE
18949,SP,352030,9,2,SE
18950,SP,352030,10,3,SE
18951,SP,352030,11,4,SE
18952,SP,352030,12,2,SE
18953,SP,352040,5,2,SE
18954,SP,352040,6,1,SE
18955,SP,352040,7,5,SE
18956,SP,352040,8,3,SE
18957,SP,352040,9,2,SE
18958,SP,352040,11,1,SE
18959,SP,352040,12,4,SE
18960,SP,352042,4,1,SE
18961,SP,352042,5,1,SE
18962,SP,352042,7,3,SE
18963,SP,352042,8,1,SE
18964,SP,352042,9,1,SE
18965,SP,352042,11,4,SE
18966,SP,352042,12,3,SE
18967,SP,352044,7,1,SE
18968,SP,352044,8,4,SE
18969,SP,352044,9,5,SE
18970,SP,352044,10,7,SE
18971,SP,352044,12,1,SE
18972,SP,352050,3,1,SE
18973,SP,352050,4,4,SE
18974,SP,352050,5,22,SE
18975,SP,352050,6,48,SE
