CNES,Cod_Munic_Estab,Competencia,Cod_Proc_Amb,Qtde_produzida
2614634,150553,201911,0206020031,1
2614634,150553,201911,0206020031,1
2614634,150553,201911,0209010037,1
2614634,150553,201911,0209010037,1
2614634,150553,201911,0204060028,1
2614634,150553,201911,0207010064,1
2614634,150553,201911,0204060028,1
2614634,150553,201911,0207020027,1
2614634,150553,201912,0209010037,1
2614634,150553,201912,0209010037,1
2614634,150553,201912,0209010037,1
2614634,150553,201911,0204060028,1
2614634,150553,201911,0206010079,1
2614634,150553,201911,0206020015,1
2614634,150553,201911,0206010044,1
2614634,150553,201911,0206010079,1
2614634,150553,201912,0206010079,1
2614634,150553,201912,0207010048,1
2614634,150553,202007,0204060028,1
2614634,150553,202008,0204060028,1
2614634,150553,202008,0204060028,1
