 Produção Ambulatorial do SUS - por gestor -  Brasil
Qtd.aprovada por Município gestor e Ano processamento
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"312040 Cristiano Otoni";20152;123;121;67;20463
"312050 Cristina";90459;11950;13238;8198;123845
"312060 Crucilândia";964966;149509;71460;57317;1243252
"312070 Cruzeiro da Fortaleza";68916;22415;11176;11709;114216
"312080 Cruzília";230625;82083;78806;52379;443893
"312083 Cuparaque";52911;142118;662;672;196363
"312087 Curral de Dentro";72734;32509;40431;26775;172449
"312090 Curvelo";1469800;759942;859361;673824;3762927
"312100 Datas";400789;86701;25665;21366;534521
"312110 Delfim Moreira";49599;11545;348;490;61982
"312120 Delfinópolis";83408;24420;34617;24505;166950
"312125 Delta";175160;106367;100296;254;382077
"312130 Descoberto";150863;208;387;334;151792
"312140 Desterro de Entre Rios";103227;150163;91743;41596;386729
"312150 Desterro do Melo";55414;1302;3092;1701;61509
"312160 Diamantina";476088;878279;742739;512532;2609638
"312170 Diogo de Vasconcelos";29743;10327;277;1961;42308
"312180 Dionísio";80527;172;8470;39785;128954
"312190 Divinésia";50787;13616;14728;8376;87507
"312200 Divino";193176;379933;229047;149588;951744
"312210 Divino das Laranjeiras";27784;324;326;223;28657
"312220 Divinolândia de Minas";332390;15395;34346;56002;438133
"312230 Divinópolis";2871350;2436535;2530577;1863219;9701681
"312235 Divisa Alegre";62645;21345;208;535;84733
"312240 Divisa Nova";20656;1116;586;244;22602
"312245 Divisópolis";54377;23811;41127;35342;154657
"312247 Dom Bosco";18381;18764;15298;15852;68295
"312250 Dom Cavati";23118;17017;11349;4104;55588
"312260 Dom Joaquim";39129;586;590;6820;47125
"312270 Dom Silvério";84234;75397;174089;673808;1007528
"312280 Dom Viçoso";44200;21157;18957;8349;92663
"312290 Dona Eusébia";37696;3659;4755;4569;50679
"312300 Dores de Campos";79162;29364;135309;73863;317698
"312310 Dores de Guanhães";19997;10649;25093;21124;76863
"312320 Dores do Indaiá";69136;81777;83319;47661;281893
"312330 Dores do Turvo";56469;462397;-;-;518866
"312340 Doresópolis";14724;2940;4377;10031;32072
"312350 Douradoquara";36767;12623;2674;217;52281
"312352 Durandé";83925;108;2672;2989;89694
"312360 Elói Mendes";192922;130874;33779;-;357575
"312370 Engenheiro Caldas";53174;257;5585;30680;89696
"312380 Engenheiro Navarro";58244;18534;12343;286;89407
"312385 Entre Folhas";36610;2574;270;172;39626
"312390 Entre Rios de Minas";113805;131494;205072;190689;641060
"312400 Ervália";311561;197607;206390;160284;875842
"312410 Esmeraldas";105417;12153;4822;2937;125329
"312420 Espera Feliz";174038;5720;5332;521;185611
"312430 Espinosa";212540;105392;103788;80152;501872
"312440 Espírito Santo do Dourado";144902;127257;5152;2632;279943
"312450 Estiva";15555;9831;164;5158;30708
"312460 Estrela Dalva";28680;15517;4747;1151;50095
"312470 Estrela do Indaiá";49277;43569;57602;39513;189961
"312480 Estrela do Sul";79083;2334;338;5178;86933
"312490 Eugenópolis";150396;131404;11704;10755;304259
"312500 Ewbank da Câmara";47629;148;227;269;48273
"312510 Extrema";507535;228862;145350;100172;981919
"312520 Fama";6102;-;-;-;6102
"312530 Faria Lemos";23293;18793;15223;12610;69919
"312540 Felício dos Santos";112200;78821;48722;427;240170
"312560 Felisburgo";106024;785;45369;29215;181393
"312570 Felixlândia";145713;43381;78968;40053;308115
"312580 Fernandes Tourinho";32108;16354;675;730;49867
"312590 Ferros";104573;2038;1424;37;108072
"312595 Fervedouro";101300;107529;115929;49616;374374
"312600 Florestal";66495;39445;45188;38039;189167
"312610 Formiga";519989;137234;934124;673614;2264961
"312620 Formoso";75274;37725;31539;37338;181876
"312630 Fortaleza de Minas";46582;618;223;7587;55010
"312640 Fortuna de Minas";30087;7808;8733;2350;48978
"312650 Francisco Badaró";98756;381;2856;27293;129286
"312660 Francisco Dumont";34048;87;156;50;34341
"312670 Francisco Sá";1098065;296783;269888;186273;1851009
"312675 Franciscópolis";58700;56464;63000;66186;244350
"312680 Frei Gaspar";6544;187;2774;2555;12060
"312690 Frei Inocêncio";55900;34854;38678;34718;164150
"312695 Frei Lagonegro";292442;258628;262579;-;813649
"312700 Fronteira";193807;152813;153154;78316;578090
"312705 Fronteira dos Vales";66036;16326;27615;65929;175906
"312707 Fruta de Leite";11933;87;93;2209;14322
"312710 Frutal";1201606;1220478;1310141;815849;4548074
"312720 Funilândia";21930;11711;8969;7708;50318
"312730 Galiléia";29727;464;300;425;30916
"312733 Gameleiras";69560;11679;4967;4060;90266
"312735 Glaucilândia";18694;73;74;24;18865
"312737 Goiabeira";42025;283;791;588;43687
"312738 Goianá";903108;8963;-;-;912071
"312740 Gonçalves";25565;446;420;290;26721
"312750 Gonzaga";52786;21497;8726;263;83272
"312760 Gouveia";159639;24456;16554;57;200706
"312770 Governador Valadares";4757359;3508435;3353700;2145733;13765227
"312780 Grão Mogol";56349;77195;92599;46160;272303
"312790 Grupiara";40197;34157;35791;146135;256280
"312800 Guanhães";345737;330781;418754;397581;1492853
"312810 Guapé";175418;175846;208028;181286;740578
"312820 Guaraciaba";50163;-;-;-;50163
"312825 Guaraciama";508557;164;549;257;509527
"312830 Guaranésia";308472;140124;123330;88311;660237
"312840 Guarani";106328;13195;-;-;119523
"312850 Guarará";49553;58260;70092;47359;225264
"312860 Guarda-Mor";89848;30017;32568;14074;166507
"312870 Guaxupé";184404;586877;1620585;642096;3033962
"312880 Guidoval";48186;20658;9141;9141;87126
"312890 Guimarânia";570153;158;190;233;570734
"312900 Guiricema";45772;16592;18115;8744;89223
"312910 Gurinhatã";214404;82559;70319;719;368001
"312920 Heliodora";6636;6063;5505;844;19048
"312930 Iapu";51379;310;293;236;52218
