ranking;grupo_n;score;co_mun;no_mun;uf;desemp_medio_ideb;qt_iniciativas;media_prioridade_operacional;idh_2010;media_prioridade_obra;dist_id_serie;label_media_ideb;label_iniciativas;label_prioridade_oper;label_idh;label_prioridade_obra;label_dist_id_serie
24;6;-0,188794301;3126505;Francisco Badaró;MG;0,010229544;0,025585763;0,010360541;0,035055851;0,040810986;0,042333508;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
25;6;-0,188792772;3522653;Itapirapuã Paulista;SP;0,010585081;0,025585763;0,010360541;0,035649635;0,040810986;0,042333508;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
26;6;-0,187275037;3120300;Cristália;MG;0,010132445;0,025585763;0,010360541;0,034462068;0,040810986;0,04385603;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
27;6;-0,187271932;3150539;Pingo D'agua;MG;0,010241469;0,025585763;0,010360541;0,035010176;0,040810986;0,04385603;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
28;6;-0,18727046;3130200;Igaratinga;MG;0,010425901;0,025585763;0,010360541;0,035497383;0,040810986;0,04385603;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
29;6;-0,185751566;3143450;Montezuma;MG;0,010478339;0,025585763;0,010360541;0,034522969;0,040810986;0,045378552;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
30;6;-0,18574974;3135605;Jequitaí;MG;0,009821726;0,025585763;0,010360541;0,035375581;0,040810986;0,045378552;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
31;6;-0,185748937;3123304;Dores do Turvo;MG;0,010229544;0,025585763;0,010360541;0,035162428;0,040810986;0,045378552;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
32;6;-0,184287274;2300606;Altaneira;CE;0,005936034;0,025585763;0,010360541;0,034751347;0,040810986;0,046901075;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
33;6;-0,184231992;5107404;São Pedro da Cipa;MT;0,009040878;0,025585763;0,010360541;0,03563441;0,040810986;0,046901075;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
34;6;-0,184228455;3100401;Acaiaca;MG;0,009663542;0,025585763;0,010360541;0,035177653;0,040810986;0,046901075;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
35;6;-0,184227351;3161502;São Geraldo;MG;0,009755816;0,025585763;0,010360541;0,035497383;0,040810986;0,046901075;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
36;6;-0,182711013;3157658;Santa Helena de Minas;MG;0,009715107;0,025585763;0,010360541;0,034218464;0,040810986;0,048423597;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
37;6;-0,182710509;3153202;Presidente Juscelino;MG;0,009118039;0,025585763;0,010360541;0,03493405;0,040810986;0,048423597;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
38;6;-0,182703262;3150000;Pescador;MG;0,01017726;0,025585763;0,010360541;0,035573509;0,040810986;0,048423597;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
39;6;-0,181367585;2308203;Meruoca;CE;0,002409591;0,025585763;0,010360541;0,034994951;0,040810986;0,049946119;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
40;6;-0,18118263;3123809;Engenheiro Navarro;MG;0,009685786;0,025585763;0,010360541;0,035558284;0,040810986;0,049946119;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
41;6;-0,181182568;3161403;São Francisco do Glória;MG;0,009685786;0,025585763;0,010360541;0,035680086;0,040810986;0,049946119;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
42;6;-0,179681743;3144656;Ninheira;MG;0,008190452;0,025585763;0,010360541;0,034050987;0,040810986;0,051468641;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
43;6;-0,179672342;3147956;Patis;MG;0,008457388;0,025585763;0,010360541;0,03493405;0,040810986;0,051468641;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
44;6;-0,179660614;3155207;Rio Espera;MG;0,010229544;0,025585763;0,010360541;0,034751347;0,040810986;0,051468641;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
45;6;-0,179658014;4114351;Manfrinópolis;PR;0,010405059;0,025585763;0,010360541;0,035406032;0,040810986;0,051468641;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
46;6;-0,178143728;3101003;Águas Vermelhas;MG;0,009164685;0,025585763;0,010360541;0,034736122;0,040810986;0,052991164;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
47;6;-0,178138681;3160603;Santo Hipólito;MG;0,009499499;0,025585763;0,010360541;0,035588734;0,040810986;0,052991164;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
48;6;-0,178137097;3145372;Novorizonte;MG;0,010229544;0,025585763;0,010360541;0,0349645;0,040810986;0,052991164;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
49;6;-0,178136629;3135456;Jenipapo de Minas;MG;0,010229544;0,025585763;0,010360541;0,035086302;0,040810986;0,052991164;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
50;6;-0,176616514;3102209;Alvarenga;MG;0,010229544;0,025585763;0,010360541;0,034599095;0,040810986;0,054513686;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
51;6;-0,175091171;3109402;Buritizeiro;MG;0,010616449;0,025585763;0,010360541;0,035086302;0,040810986;0,056036208;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
52;6;-0,173577924;3106655;Berizal;MG;0,008965596;0,025585763;0,010360541;0,034781797;0,040810986;0,05755873;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;baixo_dist_id_serie
53;6;-0,173573869;5219456;Santa Rita do Novo Destino;GO;0,00921642;0,025585763;0,010360541;0,035238554;0,040810986;0,05755873;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;baixo_dist_id_serie
