ranking;grupo_n;score;co_mun;no_mun;uf;desemp_medio_ideb;qt_iniciativas;media_prioridade_operacional;idh_2010;media_prioridade_obra;dist_id_serie;label_media_ideb;label_iniciativas;label_prioridade_oper;label_idh;label_prioridade_obra;label_dist_id_serie
1675;5;0,201495691;2612901;São Benedito do Sul;PE;0,010014982;0,025585763;0,010360541;0,033655131;0,040810986;0,43057668;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1676;5;0,201561883;2305704;Ipaumirim;CE;0,010342415;0,025585763;0,010360541;0,034812248;0,040810986;0,43057668;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1677;5;0,202825736;3159407;Santa Rita de Ibitipoca;MG;0,011855875;0,025585763;0,010360541;0,035177653;0,040810986;0,226558699;baixa_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1678;5;0,202844621;5103700;Feliz Natal;MT;0,010050812;0,025585763;0,010360541;0,036121617;0,040810986;0,226558699;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1679;5;0,203836009;2202604;Castelo do Piauí;PI;0,005599476;0,101711875;0,010360541;0,034522969;0,040810986;0,214378522;alta_media_ideb;alto_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;intermediario_dist_id_serie
1680;5;0,204347842;2201606;Beneditinos;PI;0,005203903;0,025585763;0,010360541;0,034066212;0,040810986;0,433621725;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1681;5;0,204349561;5107792;Santo Antônio do Leste;MT;0,011121802;0,025585763;0,010360541;0,035558284;0,040810986;0,228081222;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1682;5;0,20435296;3164902;São Sebastião do Rio Verde;MG;0,01005296;0,025585763;0,010360541;0,035878013;0,040810986;0,228081222;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1683;5;0,204366275;3513504;Cubatão;SP;0,010263075;0,025585763;0,010360541;0,036806752;0,040810986;0,228081222;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;alto_idh;alta_prioridade_obra;intermediario_dist_id_serie
1684;5;0,20444545;2703007;Ibateguara;AL;0,008757886;0,025585763;0,010360541;0,033472428;0,040810986;0,433621725;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1685;5;0,204547599;2612703;Santa Maria do Cambucá;PE;0,010538762;0,025585763;0,010360541;0,033929185;0,040810986;0,433621725;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1686;5;0,204557371;2308708;Morada Nova;CE;0,009920701;0,025585763;0,010360541;0,034873149;0,040810986;0,433621725;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1687;5;0,204843993;4212650;PESCARIA BRAVA;SC;0,010291623;0,040810986;0,010360541;0,025585763;0,040810986;0,229603744;intermediario_media_ideb;intermediario_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;intermediario_dist_id_serie
1688;5;0,205012934;1717008;Pindorama do Tocantins;TO;0,009503265;0,040810986;0,010360541;0,034797023;0,040810986;0,229603744;alta_media_ideb;intermediario_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;intermediario_dist_id_serie
1689;5;0,205025839;3121506;Desterro do Melo;MG;0,009389039;0,040810986;0,010360541;0,035192878;0,040810986;0,229603744;alta_media_ideb;intermediario_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1690;5;0,20524658;1717206;Piraquê;TO;0,010252991;0,056036208;0,010360541;0,035040626;0,040810986;0,228081222;intermediario_media_ideb;alto_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1691;5;0,205866623;3204708;São Gabriel da Palha;ES;0,01013163;0,025585763;0,010360541;0,036380446;0,040810986;0,229603744;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;alto_idh;alta_prioridade_obra;intermediario_dist_id_serie
1692;5;0,206040306;5214051;Mundo Novo;GO;0,008685827;0,086486653;0,010360541;0,035238554;0,040810986;0,221991133;alta_media_ideb;alto_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1693;5;0,207342405;4319406;São Pedro do Sul;RS;0,009428384;0,025585763;0,010360541;0,036380446;0,040810986;0,231126266;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;alto_idh;alta_prioridade_obra;intermediario_dist_id_serie
1694;5;0,207361695;4121752;Reserva do Iguaçu;PR;0,010698879;0,025585763;0,010360541;0,035451707;0,040810986;0,231126266;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1695;5;0,207379393;3115607;Cedro do Abaeté;MG;0,010229544;0,025585763;0,010360541;0,035908464;0,040810986;0,231126266;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1696;5;0,20737962;3135704;Jequitibá;MG;0,010229544;0,025585763;0,010360541;0,036075941;0,040810986;0,231126266;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1697;5;0,207382063;4208104;Itaiópolis;SC;0,010264583;0,025585763;0,010360541;0,036365221;0,040810986;0,231126266;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;alto_idh;alta_prioridade_obra;intermediario_dist_id_serie
1698;5;0,207562413;2903300;Barro Preto;BA;0,009829428;0,025585763;0,010360541;0,034751347;0,040810986;0,436666769;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1699;5;0,207597596;2200103;Agricolândia;PI;0,010585812;0,025585763;0,010360541;0,034705671;0,040810986;0,436666769;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1700;5;0,208111023;2210409;São Miguel do Tapuio;PI;0,00802558;0,056036208;0,010360541;0,034050987;0,040810986;0,231126266;alta_media_ideb;alto_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;intermediario_dist_id_serie
1701;5;0,209011969;4322327;Turuçu;RS;0,008035108;0,025585763;0,010360541;0,035162428;0,040810986;0,438189292;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1702;5;0,210561734;2501351;Assunção;PB;0,009365303;0,025585763;0,010360541;0,034857924;0,040810986;0,439711814;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1703;5;0,210561937;2413300;Serra de São Bento;RN;0,009759545;0,025585763;0,010360541;0,034446843;0,040810986;0,439711814;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1704;5;0,210584142;2501153;Areia de Baraúnas;PB;0,010483514;0,025585763;0,010360541;0,034142338;0,040810986;0,439711814;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1705;5;0,211950904;4203253;Capão Alto;SC;0,004899549;0,025585763;0,010360541;0,035543059;0,040810986;0,441234336;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1706;5;0,212032074;2910750;Fátima;BA;0,009226747;0,025585763;0,010360541;0,034096662;0,040810986;0,441234336;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1707;5;0,212068543;2111078;São João do Soter;MA;0,010539215;0,025585763;0,010360541;0,033457203;0,040810986;0,441234336;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1708;5;0,21279672;2609709;Orobó;PE;0,007027068;0,116937098;0,010360541;0,034873149;0,040810986;0,217423566;alta_media_ideb;alto_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;intermediario_dist_id_serie
1709;5;0,213494327;2603702;Canhotinho;PE;0,008357222;0,025585763;0,010360541;0,033822608;0,040810986;0,442756858;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1710;5;0,213609156;3202801;Itapemirim;ES;0,009358692;0,025585763;0,010360541;0,035543059;0,040810986;0,442756858;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1711;5;0,215105433;2506707;Imaculada;PB;0,010466504;0,025585763;0,010360541;0,034066212;0,040810986;0,444279381;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1712;5;0,215286785;2301109;Aracati;CE;0,007977616;0,101711875;0,010360541;0,035558284;0,040810986;0,226558699;alta_media_ideb;alto_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;intermediario_dist_id_serie
1713;5;0,218041115;2915205;Itagibá;BA;0,008076757;0,025585763;0,010360541;0,034553419;0,040810986;0,447324425;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1714;5;0,219510365;2933257;Vereda;BA;0,007120301;0,025585763;0,010360541;0,034370716;0,040810986;0,448846947;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1715;5;0,219619251;2909604;Crisópolis;BA;0,010360541;0,025585763;0,010360541;0,033853059;0,040810986;0,448846947;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1716;5;0,224154876;1504703;Moju;PA;0,010457209;0,025585763;0,010360541;0,03391396;0,040810986;0,453414514;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1717;5;0,227176145;2601003;Angelim;PE;0,010170225;0,025585763;0,010360541;0,03429459;0,040810986;0,456459558;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1718;5;0,228704728;2901502;Anguera;BA;0,010355756;0,025585763;0,010360541;0,034553419;0,040810986;0,457982081;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1719;5;0,230130757;2922250;Muquem do Sao Francisco;BA;0,008888334;0,025585763;0,010360541;0,03394441;0,040810986;0,459504603;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1720;5;0,230153202;2907558;Caturama;BA;0,0091445;0,025585763;0,010360541;0,034279365;0,040810986;0,459504603;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1721;5;0,230176977;2504702;Congo;PB;0,009586219;0,025585763;0,010360541;0,034431617;0,040810986;0,459504603;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1722;5;0,231713048;2911659;Guajeru;BA;0,010336838;0,025585763;0,010360541;0,034248915;0,040810986;0,461027125;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1723;5;0,23309898;2703700;Jaramataia;AL;0,007286217;0,025585763;0,010360541;0,033990086;0,040810986;0,462549647;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1724;5;0,233158237;2803005;Itabaianinha;SE;0,008926969;0,025585763;0,010360541;0,034050987;0,040810986;0,462549647;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1725;5;0,233185925;2512762;Riachão do Poço;PB;0,009636414;0,025585763;0,010360541;0,034035762;0,040810986;0,462549647;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1726;5;0,233200169;2921054;Matina;BA;0,009750005;0,025585763;0,010360541;0,03429459;0,040810986;0,462549647;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1727;5;0,234710078;2909901;Curaçá;BA;0,00959928;0,025585763;0,010360541;0,034431617;0,040810986;0,46407217;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1728;5;0,234714726;2923100;Olindina;BA;0,010007098;0,025585763;0,010360541;0,034096662;0,040810986;0,46407217;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1729;5;0,236183517;2923902;Pau Brasil;BA;0,008590166;0,025585763;0,010360541;0,034462068;0,040810986;0,465594692;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1730;5;0,236214343;2904803;Caatiba;BA;0,00970501;0,025585763;0,010360541;0,034127113;0,040810986;0,465594692;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1731;5;0,237747402;1303536;Presidente Figueiredo;AM;0,008968382;0,025585763;0,010360541;0,035436482;0,040810986;0,467117214;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1732;5;0,237755086;2916005;Itanhém;BA;0,009330696;0,025585763;0,010360541;0,03528423;0,040810986;0,467117214;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1733;5;0,240754813;2202174;Campo Largo do Piauí;PI;0,010267363;0,025585763;0,010360541;0,033624681;0,040810986;0,470162259;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1734;5;0,240764044;1508357;Vitória do Xingu;PA;0,00959928;0,025585763;0,010360541;0,034659996;0,040810986;0,470162259;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1735;5;0,243806767;2600807;Altinho;PE;0,010049116;0,025585763;0,010360541;0,034690446;0,040810986;0,473207303;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1736;5;0,243862003;4305173;Cerro Grande do Sul;RS;0,010480519;0,025585763;0,010360541;0,03563441;0,040810986;0,473207303;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1737;5;0,249767955;2209658;São Francisco de Assis do Piauí;PI;0,00927176;0,025585763;0,010360541;0,032969996;0,040810986;0,479297392;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1738;5;0,249810644;2707602;Quebrangulo;AL;0,009454277;0,025585763;0,010360541;0,034096662;0,040810986;0,479297392;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1739;5;0,252770438;2204550;Guaribas;PI;0,008299257;0,025585763;0,010360541;0,033320176;0,040810986;0,482342437;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1740;5;0,257306852;2800209;Aquidabã;SE;0,007030023;0,025585763;0,010360541;0,034385942;0,040810986;0,486910003;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1741;5;0,258932629;2914208;Irajuba;BA;0,010394987;0,025585763;0,010360541;0,034355491;0,040810986;0,488432526;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1742;5;0,258933002;2803302;Japaratuba;SE;0,009785837;0,025585763;0,010360541;0,035040626;0,040810986;0,488432526;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1743;5;0,258970226;5005806;Nioaque;MS;0,010477764;0,025585763;0,010360541;0,03531468;0,040810986;0,488432526;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1744;5;0,260365813;2801108;Canhoba;SE;0,008266615;0,025585763;0,010360541;0,034248915;0,040810986;0,489955048;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1745;5;0,261898162;2501609;Barra de Santa Rosa;PB;0,008944241;0,025585763;0,010360541;0,034142338;0,040810986;0,49147757;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1746;5;0,26193152;2704807;Maribondo;AL;0,009384565;0,025585763;0,010360541;0,034675221;0,040810986;0,49147757;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1747;5;0,261961787;1301852;Iranduba;AM;0,009971922;0,025585763;0,010360541;0,034918824;0,040810986;0,49147757;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1748;5;0,264877619;2305902;Ipueiras;CE;0,007195591;0,025585763;0,010360541;0,034309816;0,040810986;0,494522615;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1749;5;0,266408031;2909505;Cravolândia;BA;0,007309357;0,025585763;0,010360541;0,034705671;0,040810986;0,496045137;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1750;5;0,266485263;2923803;Paripiranga;BA;0,010028981;0,025585763;0,010360541;0,034370716;0,040810986;0,496045137;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1751;5;0,266529052;1503606;Itaituba;PA;0,010302811;0,025585763;0,010360541;0,035329905;0,040810986;0,496045137;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1752;5;0,26948162;2702900;Girau do Ponciano;AL;0,009718808;0,025585763;0,010360541;0,033746482;0,040810986;0,499090181;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1753;5;0,272538386;2411007;Rodolfo Fernandes;RN;0,009597774;0,025585763;0,010360541;0,034781797;0,040810986;0,502135226;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1754;5;0,275520267;2205581;Lagoa do Piauí;PI;0,008508824;0,025585763;0,010360541;0,034462068;0,040810986;0,50518027;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1755;5;0,277021554;2927606;Santa Brígida;BA;0,008647703;0,025585763;0,010360541;0,033898735;0,040810986;0,506702793;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1756;5;0,278606307;2925808;Queimadas;BA;0,010085641;0,025585763;0,010360541;0,034599095;0,040810986;0,508225315;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1757;5;0,28160517;2310407;Paramoti;CE;0,009345526;0,025585763;0,010360541;0,034462068;0,040810986;0,511270359;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1758;5;0,283077053;1200344;Manoel Urbano;AC;0,008457388;0,025585763;0,010360541;0,033974861;0,040810986;0,512792882;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1759;5;0,283138524;2918456;Jucuruçu;BA;0,010433833;0,025585763;0,010360541;0,033822608;0,040810986;0,512792882;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1760;5;0,286138687;2902658;Banzaê;BA;0,009070626;0,025585763;0,010360541;0,034401167;0,040810986;0,515837926;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1761;5;0,292178123;1200609;Tarauacá;AC;0,008967846;0,025585763;0,010360541;0,033792158;0,040810986;0,521928015;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1762;5;0,295277998;2905206;Caetité;BA;0,009898332;0,025585763;0,010360541;0,035101527;0,040810986;0,52497306;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1763;5;0,29675254;2413557;Serrinha dos Pintos;RN;0,009028334;0,025585763;0,010360541;0,034690446;0,040810986;0,526495582;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1764;5;0,296767967;2707404;Porto de Pedras;AL;0,010281873;0,025585763;0,010360541;0,033822608;0,040810986;0,526495582;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1765;5;0,296772681;2101806;Benedito Leite;MA;0,010356388;0,025585763;0,010360541;0,033898735;0,040810986;0,526495582;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1766;5;0,302837063;2925006;Planalto;BA;0,010256134;0,025585763;0,010360541;0,034111888;0,040810986;0,532585671;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1767;5;0,307352215;2512788;Riacho de Santo Antônio;PB;0,008743884;0,025585763;0,010360541;0,034629545;0,040810986;0,537153237;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1768;5;0,313449457;2918209;Jiquiriçá;BA;0,010391486;0,025585763;0,010360541;0,034005311;0,040810986;0,543243326;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1769;5;0,313478722;2912103;Ibicaraí;BA;0,010328048;0,025585763;0,010360541;0,035101527;0,040810986;0,543243326;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1770;5;0,314939837;2512036;Poço Dantas;PB;0,00993933;0,025585763;0,010360541;0,033579005;0,040810986;0,544765849;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1771;5;0,316479911;5004601;Itaquiraí;MS;0,009415085;0,025585763;0,010360541;0,035025401;0,040810986;0,546288371;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1772;5;0,316485618;2210383;São Miguel da Baixa Grande;PI;0,010386876;0,025585763;0,010360541;0,034157563;0,040810986;0,546288371;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1773;5;0,324085865;2919306;Lençóis;BA;0,010174867;0,025585763;0,010360541;0,035071077;0,040810986;0,553900982;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;intermediario_idh;alta_prioridade_obra;alto_dist_id_serie
1774;5;0,327079676;2414407;Touros;RN;0,009598069;0,025585763;0,010360541;0,03429459;0,040810986;0,556946027;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1775;5;0,339192772;1200351;Marechal Thaumaturgo;AC;0,009744887;0,025585763;0,010360541;0,0332136;0,040810986;0,569126205;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1776;5;0,342231527;2110807;São Félix de Balsas;MA;0,009175427;0,025585763;0,010360541;0,034066212;0,040810986;0,572171249;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1777;5;0,34371834;2705903;Olho D'Água Grande;AL;0,008747612;0,025585763;0,010360541;0,03324405;0,040810986;0,573693771;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1778;5;0,349821873;2211506;Vera Mendes;PI;0,009997211;0,025585763;0,010360541;0,03324405;0,040810986;0,57978386;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1779;5;0,360426902;2111722;Satubinha;MA;0,009440929;0,025585763;0,010360541;0,033091798;0,040810986;0,590441516;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1780;5;0,375652708;2807402;Tobias Barreto;SE;0,010384708;0,025585763;0,010360541;0,034066212;0,040810986;0,605666739;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1781;5;0,387748658;2919108;Lamarão;BA;0,008906704;0,025585763;0,010360541;0,033472428;0,040810986;0,617846916;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1782;5;0,395389985;2206902;Novo Oriente do Piauí;PI;0,010328242;0,025585763;0,010360541;0,034142338;0,040810986;0,625459528;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1783;5;0,404474605;1200328;Jordão;AC;0,010360541;0,025585763;0,010360541;0,032726392;0,040810986;0,634594661;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1784;5;0,409060826;2801900;Cumbe;SE;0,009910332;0,025585763;0,010360541;0,034781797;0,040810986;0,639162228;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1785;5;0,421194546;2912301;Ibicuí;BA;0,009463119;0,025585763;0,010360541;0,034477293;0,040810986;0,651342406;alta_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1786;5;0,424228622;1300631;Beruri;AM;0,010291335;0,025585763;0,010360541;0,033289726;0,040810986;0,65438745;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
1787;5;0,436384878;1302108;Japurá;AM;0,010236526;0,025585763;0,010360541;0,033533329;0,040810986;0,666567628;intermediario_media_ideb;baixo_iniciativas;alta_prioridade_oper;baixo_idh;alta_prioridade_obra;alto_dist_id_serie
